probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", early in her hospital course, because of the severity of her presentation after a dog bite and suspected dog-associated infection, the patient was started on",broad-spectrum intravenous piperacillin/tazobactam (Tazocin),(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", early in her hospital course, because of the severity of her presentation after a dog bite and suspected dog-associated infection, the patient was started on
(A) intravenous amoxicillin/clavulanic acid (Augmentin)
(B) empiric intravenous meropenem
(C) intravenous vancomycin and clindamycin
(D) intravenous ceftriaxone plus metronidazole
(E) broad-spectrum intravenous piperacillin/tazobactam (Tazocin)",intravenous amoxicillin/clavulanic acid (Augmentin),empiric intravenous meropenem,intravenous vancomycin and clindamycin,intravenous ceftriaxone plus metronidazole,broad-spectrum intravenous piperacillin/tazobactam (Tazocin),"[""intravenous amoxicillin/clavulanic acid (Augmentin)"", ""empiric intravenous meropenem"", ""intravenous ceftriaxone plus metronidazole"", ""intravenous vancomycin and clindamycin""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", early in her hospital course, because of the severity of her presentation after a dog bite and suspected dog-associated infection, the patient was started on broad-spectrum intravenous piperacillin/tazobactam (Tazocin)","Due to the severity of her presentation, broad-spectrum intravenous piperacillin/tazobactam (Tazocin) was started to cover dog-associated pathogens, including Capnocytophaga species.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman developed rapid sepsis 4 days after a dog bite and was treated for suspected dog-associated infection, and the organism suspected from the onset and then confirmed 7 days later by both aerobic and anaerobic blood cultures was",C. canimorsus,(E),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman developed rapid sepsis 4 days after a dog bite and was treated for suspected dog-associated infection, and the organism suspected from the onset and then confirmed 7 days later by both aerobic and anaerobic blood cultures was
(A) E. coli O157:H7
(B) P. multocida
(C) S. pyogenes
(D) C. cynodegmi
(E) C. canimorsus",E. coli O157:H7,P. multocida,S. pyogenes,C. cynodegmi,C. canimorsus,"[""C. cynodegmi"", ""P. multocida"", ""S. pyogenes"", ""E. coli O157:H7""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman developed rapid sepsis 4 days after a dog bite and was treated for suspected dog-associated infection, and the organism suspected from the onset and then confirmed 7 days later by both aerobic and anaerobic blood cultures was C. canimorsus","Notably, C. canimorsus was suspected from the onset and was 7 days later confirmed by both aerobic and anaerobic blood cultures.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient was initially thought to have disseminated intravascular coagulation secondary to bacteraemia and early sepsis after presenting with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis, her quick Sequential Organ Failure Assessment (qSOFA) score was",1/3,(B),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient was initially thought to have disseminated intravascular coagulation secondary to bacteraemia and early sepsis after presenting with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis, her quick Sequential Organ Failure Assessment (qSOFA) score was
(A) 3/4
(B) 1/3
(C) 0/3
(D) 3/3
(E) 2/3",3/4,1/3,0/3,3/3,2/3,"[""0/3"", ""2/3"", ""3/3"", ""3/4""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient was initially thought to have disseminated intravascular coagulation secondary to bacteraemia and early sepsis after presenting with fever, pancytopenia, coagulopathy, acute kidney injury, and lactic acidosis, her quick Sequential Organ Failure Assessment (qSOFA) score was 1/3","Given her constellation of symptoms—including fever, pancytopenia, coagulopathy with AKI and lactic acidosis—her condition was interpreted as DIC secondary to bacteraemia and early sepsis (quick Sequential Organ Failure Assessment (qSOFA) score 1/3).",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a woman in her late 40s developed rapidly progressive sepsis after a dog bite, Capnocytophaga canimorsus was suspected from the start of her illness, and seven days later the organism was confirmed by",both aerobic and anaerobic blood cultures,(B),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a woman in her late 40s developed rapidly progressive sepsis after a dog bite, Capnocytophaga canimorsus was suspected from the start of her illness, and seven days later the organism was confirmed by
(A) wound swab microscopy and culture
(B) both aerobic and anaerobic blood cultures
(C) serological testing for Capnocytophaga canimorsus antibodies
(D) 16S rRNA polymerase chain reaction testing of whole blood
(E) matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry of a wound isolate",wound swab microscopy and culture,both aerobic and anaerobic blood cultures,serological testing for Capnocytophaga canimorsus antibodies,16S rRNA polymerase chain reaction testing of whole blood,matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry of a wound isolate,"[""wound swab microscopy and culture"", ""16S rRNA polymerase chain reaction testing of whole blood"", ""matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry of a wound isolate"", ""serological testing for Capnocytophaga canimorsus antibodies""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a woman in her late 40s developed rapidly progressive sepsis after a dog bite, Capnocytophaga canimorsus was suspected from the start of her illness, and seven days later the organism was confirmed by both aerobic and anaerobic blood cultures","Notably, C. canimorsus was suspected from the onset and was 7 days later confirmed by both aerobic and anaerobic blood cultures.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the flow-cytometry finding during the haematology workup for pancytopenia and coagulopathy that helped lead to cancellation of the planned bone marrow biopsy was",no increase in CD34+ blasts,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the flow-cytometry finding during the haematology workup for pancytopenia and coagulopathy that helped lead to cancellation of the planned bone marrow biopsy was
(A) a monoclonal B-cell population
(B) an increase in CD34+ blasts
(C) loss of CD55/CD59 expression consistent with paroxysmal nocturnal haemoglobinuria
(D) an abnormal myeloid immunophenotype suggestive of acute leukaemia
(E) no increase in CD34+ blasts",a monoclonal B-cell population,an increase in CD34+ blasts,loss of CD55/CD59 expression consistent with paroxysmal nocturnal haemoglobinuria,an abnormal myeloid immunophenotype suggestive of acute leukaemia,no increase in CD34+ blasts,"[""an increase in CD34+ blasts"", ""an abnormal myeloid immunophenotype suggestive of acute leukaemia"", ""loss of CD55/CD59 expression consistent with paroxysmal nocturnal haemoglobinuria"", ""a monoclonal B-cell population""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the flow-cytometry finding during the haematology workup for pancytopenia and coagulopathy that helped lead to cancellation of the planned bone marrow biopsy was no increase in CD34+ blasts","Flow cytometry was performed, and bone marrow biopsy planned; however, normal results—with no increase in CD34+ blasts or abnormal phenotypes—led to cancellation of the biopsy.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the patient's early presentation with dog-bite-associated sepsis, pancytopenia, and coagulopathy, when haematology considered haemolytic uraemic syndrome but thought it unlikely, the reticulocyte finding noted at that time was",non-compensatory reticulocytes.,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the patient's early presentation with dog-bite-associated sepsis, pancytopenia, and coagulopathy, when haematology considered haemolytic uraemic syndrome but thought it unlikely, the reticulocyte finding noted at that time was
(A) a compensatory reticulocyte response
(B) an elevated immature reticulocyte fraction
(C) reticulocytosis consistent with microangiopathic haemolysis
(D) stress reticulocytosis after acute blood loss
(E) non-compensatory reticulocytes.",a compensatory reticulocyte response,an elevated immature reticulocyte fraction,reticulocytosis consistent with microangiopathic haemolysis,stress reticulocytosis after acute blood loss,non-compensatory reticulocytes.,"[""a compensatory reticulocyte response"", ""reticulocytosis consistent with microangiopathic haemolysis"", ""an elevated immature reticulocyte fraction"", ""stress reticulocytosis after acute blood loss""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the patient's early presentation with dog-bite-associated sepsis, pancytopenia, and coagulopathy, when haematology considered haemolytic uraemic syndrome but thought it unlikely, the reticulocyte finding noted at that time was non-compensatory reticulocytes.","Haemolytic uraemic syndrome (HUS) was also considered but seemed unlikely due to leukopaenia, inflammatory markers, normal haptoglobin and non-compensatory reticulocytes.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and her renal function rapidly declined, she became",completely anuric,(B),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and her renal function rapidly declined, she became
(A) severely encephalopathic
(B) completely anuric
(C) markedly coagulopathic
(D) haemodynamically unstable
(E) profoundly oliguric",severely encephalopathic,completely anuric,markedly coagulopathic,haemodynamically unstable,profoundly oliguric,"[""profoundly oliguric"", ""haemodynamically unstable"", ""markedly coagulopathic"", ""severely encephalopathic""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and her renal function rapidly declined, she became completely anuric","After transfer to the ICU, she became completely anuric with rapidly worsening renal function.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was evaluated for pancytopenia and coagulopathy after presenting with severe sepsis following a dog bite, and the haematological malignancy included in the differential diagnoses at that stage was",acute leukaemia,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was evaluated for pancytopenia and coagulopathy after presenting with severe sepsis following a dog bite, and the haematological malignancy included in the differential diagnoses at that stage was
(A) acute leukaemia
(B) haemolytic uraemic syndrome
(C) haemophagocytic lymphohistiocytosis
(D) non-Hodgkin lymphoma
(E) aplastic anaemia",acute leukaemia,haemolytic uraemic syndrome,haemophagocytic lymphohistiocytosis,non-Hodgkin lymphoma,aplastic anaemia,"[""haemophagocytic lymphohistiocytosis"", ""haemolytic uraemic syndrome"", ""aplastic anaemia"", ""non-Hodgkin lymphoma""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was evaluated for pancytopenia and coagulopathy after presenting with severe sepsis following a dog bite, and the haematological malignancy included in the differential diagnoses at that stage was acute leukaemia",The differential diagnoses included acute leukaemia and haemophagocytic lymphohistiocytosis.,Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on day 3 in the ICU, despite diffuse skin bleeding with ecchymoses and distal cyanotic and ischaemic changes affecting several toes and fingers, the patient's",pulses and sensation were still preserved.,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on day 3 in the ICU, despite diffuse skin bleeding with ecchymoses and distal cyanotic and ischaemic changes affecting several toes and fingers, the patient's
(A) pulses and sensation were still preserved.
(B) peripheral pulses had become impalpable and sensation was progressively diminished.
(C) haemodynamic instability required escalating vasopressor support to maintain distal perfusion.
(D) capillary refill and motor function were already severely compromised.
(E) renal function briefly improved after aggressive fluids and loop diuretics.",pulses and sensation were still preserved.,peripheral pulses had become impalpable and sensation was progressively diminished.,haemodynamic instability required escalating vasopressor support to maintain distal perfusion.,capillary refill and motor function were already severely compromised.,renal function briefly improved after aggressive fluids and loop diuretics.,"[""peripheral pulses had become impalpable and sensation was progressively diminished."", ""capillary refill and motor function were already severely compromised."", ""haemodynamic instability required escalating vasopressor support to maintain distal perfusion."", ""renal function briefly improved after aggressive fluids and loop diuretics.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on day 3 in the ICU, despite diffuse skin bleeding with ecchymoses and distal cyanotic and ischaemic changes affecting several toes and fingers, the patient's pulses and sensation were still preserved.","On day 3 in the ICU, she developed diffuse skin bleeding with ecchymoses and distal cyanotic and ischaemic changes affecting several toes and fingers, though pulses and sensation were still preserved.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed dialysis-dependent acute kidney injury and continued intravenous antibiotic therapy, and she was transferred to the nephrology ward for ongoing dialysis-dependent AKI and intravenous antibiotic therapy after",8 days of hospitalisation,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed dialysis-dependent acute kidney injury and continued intravenous antibiotic therapy, and she was transferred to the nephrology ward for ongoing dialysis-dependent AKI and intravenous antibiotic therapy after
(A) the resolution of her septic cardiomyopathy
(B) 10 days of hospitalisation
(C) 8 days of hospitalisation
(D) 3 days in the ICU
(E) 2 weeks of inpatient treatment",the resolution of her septic cardiomyopathy,10 days of hospitalisation,8 days of hospitalisation,3 days in the ICU,2 weeks of inpatient treatment,"[""3\u2009days in the ICU"", ""10\u2009days of hospitalisation"", ""2\u2009weeks of inpatient treatment"", ""the resolution of her septic cardiomyopathy""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed dialysis-dependent acute kidney injury and continued intravenous antibiotic therapy, and she was transferred to the nephrology ward for ongoing dialysis-dependent AKI and intravenous antibiotic therapy after 8 days of hospitalisation","After 8 days of hospitalisation, she was transferred to the nephrology ward for ongoing dialysis-dependent AKI and intravenous antibiotic therapy.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s antibiotics were de-escalated following blood culture results and intravenous ampicillin had been given, treatment was later changed to",oral Apocillin,(A),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s antibiotics were de-escalated following blood culture results and intravenous ampicillin had been given, treatment was later changed to
(A) oral Apocillin
(B) oral amoxicillin/clavulanic acid
(C) intravenous benzylpenicillin
(D) oral doxycycline
(E) oral flucloxacillin",oral Apocillin,oral amoxicillin/clavulanic acid,intravenous benzylpenicillin,oral doxycycline,oral flucloxacillin,"[""oral amoxicillin/clavulanic acid"", ""intravenous benzylpenicillin"", ""oral doxycycline"", ""oral flucloxacillin""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s antibiotics were de-escalated following blood culture results and intravenous ampicillin had been given, treatment was later changed to oral Apocillin",Antibiotics were de-escalated to intravenous ampicillin and later to oral Apocillin based on blood culture results.,Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and became completely anuric with rapidly worsening renal function, aggressive fluid resuscitation was tried along with",concurrent administration of loop diuretics,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and became completely anuric with rapidly worsening renal function, aggressive fluid resuscitation was tried along with
(A) concurrent administration of loop diuretics
(B) supportive thrombocyte and fibrinogen transfusions
(C) high-dose intravenous corticosteroid therapy
(D) urgent initiation of plasma exchange therapy
(E) escalation to broad-spectrum intravenous antibiotics",concurrent administration of loop diuretics,supportive thrombocyte and fibrinogen transfusions,high-dose intravenous corticosteroid therapy,urgent initiation of plasma exchange therapy,escalation to broad-spectrum intravenous antibiotics,"[""supportive thrombocyte and fibrinogen transfusions"", ""escalation to broad-spectrum intravenous antibiotics"", ""urgent initiation of plasma exchange therapy"", ""high-dose intravenous corticosteroid therapy""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU and became completely anuric with rapidly worsening renal function, aggressive fluid resuscitation was tried along with concurrent administration of loop diuretics",Aggressive fluid resuscitation and concurrent administration of loop diuretics were attempted without success.,Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after initially improving following treatment for sepsis, the patient developed a sudden isolated haemoglobin drop from 111 to 68 g/L without any evidence of bleeding or haemodynamic instability over",6 days,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after initially improving following treatment for sepsis, the patient developed a sudden isolated haemoglobin drop from 111 to 68 g/L without any evidence of bleeding or haemodynamic instability over
(A) 2 weeks
(B) 3 days
(C) 6 days
(D) 8 days
(E) 48 hours",2 weeks,3 days,6 days,8 days,48 hours,"[""8\u2009days"", ""3\u2009days"", ""48\u2009hours"", ""2\u2009weeks""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after initially improving following treatment for sepsis, the patient developed a sudden isolated haemoglobin drop from 111 to 68 g/L without any evidence of bleeding or haemodynamic instability over 6 days","After initial improvement, the clinical picture changed when she developed a sudden isolated drop in haemoglobin (111 → 68 g/L over 6 days) without evidence of bleeding or haemodynamic instability.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the phase of ongoing haemolysis after an initial improvement on the nephrology ward, her persistently low platelet level was",30–40×10⁹/L,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the phase of ongoing haemolysis after an initial improvement on the nephrology ward, her persistently low platelet level was
(A) 50–60×10⁹/L
(B) 150–400×10⁹/L
(C) 20–30×10⁹/L
(D) 30–40×10⁹/L
(E) 68–111×10⁹/L",50–60×10⁹/L,150–400×10⁹/L,20–30×10⁹/L,30–40×10⁹/L,68–111×10⁹/L,"[""20\u201330\u00d710\u2079/L"", ""50\u201360\u00d710\u2079/L"", ""68\u2013111\u00d710\u2079/L"", ""150\u2013400\u00d710\u2079/L""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", during the phase of ongoing haemolysis after an initial improvement on the nephrology ward, her persistently low platelet level was 30–40×10⁹/L","Platelets remained persistently low (30–40×10⁹/L), haptoglobin became undetectable and LDH levels rose, indicating ongoing haemolysis (figure 1).",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed a sudden isolated fall in haemoglobin after initial improvement, and a direct antiglobulin test (DAT/Coombs test) was positive for IgG, raising suspicion of",autoimmune haemolytic anaemia.,(A),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed a sudden isolated fall in haemoglobin after initial improvement, and a direct antiglobulin test (DAT/Coombs test) was positive for IgG, raising suspicion of
(A) autoimmune haemolytic anaemia.
(B) relapsing complement-mediated haemolytic uraemic syndrome.
(C) paroxysmal nocturnal haemoglobinuria.
(D) disseminated intravascular coagulation.
(E) glucose-6-phosphate dehydrogenase deficiency.",autoimmune haemolytic anaemia.,relapsing complement-mediated haemolytic uraemic syndrome.,paroxysmal nocturnal haemoglobinuria.,disseminated intravascular coagulation.,glucose-6-phosphate dehydrogenase deficiency.,"[""relapsing complement-mediated haemolytic uraemic syndrome."", ""disseminated intravascular coagulation."", ""paroxysmal nocturnal haemoglobinuria."", ""glucose-6-phosphate dehydrogenase deficiency.""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed a sudden isolated fall in haemoglobin after initial improvement, and a direct antiglobulin test (DAT/Coombs test) was positive for IgG, raising suspicion of autoimmune haemolytic anaemia.","A direct antiglobulin test (DAT) (Coombs test) was positive for IgG, raising suspicion of autoimmune haemolytic anaemia.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient on the nephrology ward was started on high-dose prednisolone with routine prophylaxis for a sudden haemoglobin drop and suspected autoimmune haemolytic anaemia, several blood transfusions were given over",2 days,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient on the nephrology ward was started on high-dose prednisolone with routine prophylaxis for a sudden haemoglobin drop and suspected autoimmune haemolytic anaemia, several blood transfusions were given over
(A) 3 days
(B) 24 hours
(C) 2 days
(D) 1 week
(E) 6 days",3 days,24 hours,2 days,1 week,6 days,"[""24\u2009hours"", ""3\u2009days"", ""6\u2009days"", ""1\u2009week""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient on the nephrology ward was started on high-dose prednisolone with routine prophylaxis for a sudden haemoglobin drop and suspected autoimmune haemolytic anaemia, several blood transfusions were given over 2 days","High-dose prednisolone was started alongside routine prophylaxis, and several blood transfusions were given over 2 days.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient later developed a sudden isolated drop in haemoglobin on the nephrology ward without bleeding or haemodynamic instability and a direct antiglobulin test was positive for IgG, the medication started alongside routine prophylaxis was",High-dose prednisolone,(A),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient later developed a sudden isolated drop in haemoglobin on the nephrology ward without bleeding or haemodynamic instability and a direct antiglobulin test was positive for IgG, the medication started alongside routine prophylaxis was
(A) High-dose prednisolone
(B) Rituximab therapy
(C) Intravenous immunoglobulin
(D) Mycophenolate mofetil
(E) Eculizumab treatment",High-dose prednisolone,Rituximab therapy,Intravenous immunoglobulin,Mycophenolate mofetil,Eculizumab treatment,"[""Intravenous immunoglobulin"", ""Rituximab therapy"", ""Eculizumab treatment"", ""Mycophenolate mofetil""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when the patient later developed a sudden isolated drop in haemoglobin on the nephrology ward without bleeding or haemodynamic instability and a direct antiglobulin test was positive for IgG, the medication started alongside routine prophylaxis was High-dose prednisolone","High-dose prednisolone was started alongside routine prophylaxis, and several blood transfusions were given over 2 days.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s haemolytic process failed to improve with corticosteroid therapy on the nephrology ward and while further evaluation was being considered, her platelets remained at",41–46 × 10⁹/L,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s haemolytic process failed to improve with corticosteroid therapy on the nephrology ward and while further evaluation was being considered, her platelets remained at
(A) 41–46 × 10⁹/L
(B) 30–40 × 10⁹/L
(C) 50–56 × 10⁹/L
(D) 90–96 × 10⁹/L
(E) 68–111 × 10⁹/L",41–46 × 10⁹/L,30–40 × 10⁹/L,50–56 × 10⁹/L,90–96 × 10⁹/L,68–111 × 10⁹/L,"[""30\u201340 \u00d7 10\u2079/L"", ""50\u201356 \u00d7 10\u2079/L"", ""68\u2013111 \u00d7 10\u2079/L"", ""90\u201396 \u00d7 10\u2079/L""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient’s haemolytic process failed to improve with corticosteroid therapy on the nephrology ward and while further evaluation was being considered, her platelets remained at 41–46 × 10⁹/L","When the haemolytic process failed to respond to corticosteroid therapy and platelets remained low (41–46 × 10⁹/L), further evaluation was warranted.",Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after an initial improvement on the nephrology ward, the haemolytic process failed to respond to",corticosteroid therapy,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after an initial improvement on the nephrology ward, the haemolytic process failed to respond to
(A) blood transfusion support
(B) plasma exchange therapy
(C) intravenous immunoglobulin therapy
(D) corticosteroid therapy
(E) penicillin withdrawal",blood transfusion support,plasma exchange therapy,intravenous immunoglobulin therapy,corticosteroid therapy,penicillin withdrawal,"[""blood transfusion support"", ""penicillin withdrawal"", ""plasma exchange therapy"", ""intravenous immunoglobulin therapy""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after an initial improvement on the nephrology ward, the haemolytic process failed to respond to corticosteroid therapy","When the haemolytic process failed to respond to corticosteroid therapy and platelets remained low (41–46 × 10⁹/L), further evaluation was warranted.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's direct antiglobulin test (DAT) was initially positive during the evaluation of her haemolytic anaemia, but repeat testing was negative, and the likely cause of the initial false-positive DAT was",penicillin or prior transfusions,(A),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's direct antiglobulin test (DAT) was initially positive during the evaluation of her haemolytic anaemia, but repeat testing was negative, and the likely cause of the initial false-positive DAT was
(A) penicillin or prior transfusions
(B) occult gastrointestinal bleeding or iron deficiency
(C) warm autoantibodies or cold agglutinins
(D) complement factor H dysregulation or C3/C4 consumption
(E) severe ADAMTS13 deficiency or thrombotic thrombocytopenic purpura",penicillin or prior transfusions,occult gastrointestinal bleeding or iron deficiency,warm autoantibodies or cold agglutinins,complement factor H dysregulation or C3/C4 consumption,severe ADAMTS13 deficiency or thrombotic thrombocytopenic purpura,"[""warm autoantibodies or cold agglutinins"", ""severe ADAMTS13 deficiency or thrombotic thrombocytopenic purpura"", ""complement factor H dysregulation or C3/C4 consumption"", ""occult gastrointestinal bleeding or iron deficiency""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's direct antiglobulin test (DAT) was initially positive during the evaluation of her haemolytic anaemia, but repeat testing was negative, and the likely cause of the initial false-positive DAT was penicillin or prior transfusions",The initial DAT was likely a false positive from penicillin or prior transfusions; repeat testing was negative.,Case presentation
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after evaluation for thrombotic microangiopathy, the patient later underwent a kidney biopsy once her platelet (thrombocyte) count had risen to",77×10⁹/L,(A),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after evaluation for thrombotic microangiopathy, the patient later underwent a kidney biopsy once her platelet (thrombocyte) count had risen to
(A) 77×10⁹/L
(B) 43.5×10⁹/L
(C) 50×10⁹/L
(D) 100×10⁹/L
(E) 150×10⁹/L",77×10⁹/L,43.5×10⁹/L,50×10⁹/L,100×10⁹/L,150×10⁹/L,"[""43.5\u00d710\u2079/L"", ""50\u00d710\u2079/L"", ""100\u00d710\u2079/L"", ""150\u00d710\u2079/L""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after evaluation for thrombotic microangiopathy, the patient later underwent a kidney biopsy once her platelet (thrombocyte) count had risen to 77×10⁹/L","Once the thrombocyte count had increased to 77×10⁹/L, a kidney biopsy was performed showing severe acute tubular necrosis, ischaemic glomeruli with fibrin thrombi and scattered crescent formation, consistent with TMA.",Case presentation
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", while complement studies and ADAMTS13 activity were pending and before the first dose of eculizumab was given, the bridging therapy that was started was",plasma exchange (PEX),(C),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", while complement studies and ADAMTS13 activity were pending and before the first dose of eculizumab was given, the bridging therapy that was started was
(A) high-dose corticosteroid therapy
(B) intermittent haemodialysis
(C) plasma exchange (PEX)
(D) empiric rituximab infusion
(E) platelet transfusion support",high-dose corticosteroid therapy,intermittent haemodialysis,plasma exchange (PEX),empiric rituximab infusion,platelet transfusion support,"[""high-dose corticosteroid therapy"", ""platelet transfusion support"", ""intermittent haemodialysis"", ""empiric rituximab infusion""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", while complement studies and ADAMTS13 activity were pending and before the first dose of eculizumab was given, the bridging therapy that was started was plasma exchange (PEX)","While awaiting these results, plasma exchange (PEX) was initiated as bridging therapy prior to the first dose of eculizumab.",Case presentation
