domain,v13_row_index_0based,clarity,risk_type,alternative_labels,correct_label,target,note,recommendation,probe,formatted_question,option_a,option_b,option_c,option_d,option_e,derivation,source_fact(s)
Pacito_v_Trump,3,clear,none,,(E),likelihood of success,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', in the stay analysis, the factor that points in opposite directions for the admissions issue and the APA services issue is","According to the opinion 'Pacito v. Trump', in the stay analysis, the factor that points in opposite directions for the admissions issue and the APA services issue is
(A) irreparable injury
(B) balance of the equities
(C) harm to other parties
(D) public interest
(E) likelihood of success",irreparable injury,balance of the equities,harm to other parties,public interest,likelihood of success,"Since the court identifies the first two factors as most critical and expressly reaches opposite conclusions on success on the merits for the two issues, that factor is the one driving the different outcomes.","['Of these factors, the first two—the showing of success on the merits and irreparable injury—are “the most critical.”', 'The government is likely to prevail on plaintiffs’ challenge to the validity of Executive Order No. 14163’s suspension of refugee admissions', 'For reasons to be explained in full in an opinion to follow, however, the government is not likely to prevail on at least one of plaintiffs’ challenges under the APA.']"
Pacito_v_Trump,4,clear,none,,(E),only agreements necessary to provide section 1522 reception-and-placement services,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', compared with the district court’s March 24 injunction, the panel narrowed which cooperative agreements had to be reinstated to","According to the opinion 'Pacito v. Trump', compared with the district court’s March 24 injunction, the panel narrowed which cooperative agreements had to be reinstated to
(A) agreements for refugees still seeking admission abroad
(B) all terminated cooperative agreements
(C) only agreements terminated after the February 25 ruling
(D) overseas USRAP processing-support agreements
(E) only agreements necessary to provide section 1522 reception-and-placement services",agreements for refugees still seeking admission abroad,all terminated cooperative agreements,only agreements terminated after the February 25 ruling,overseas USRAP processing-support agreements,only agreements necessary to provide section 1522 reception-and-placement services,"The district court required all terminated agreements to be restored, but the panel replaced that with a narrower command limited to agreements needed to provide § 1522 services to admitted refugees.","['On March 24, the district court issued a second preliminary injunction ordering the State Department to reinstate all cooperative agreements terminated after the February 25 ruling.', 'The district court’s orders of February 28 and March 24, 2025 are stayed in their entirety, except as noted below.', 'the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522 to refugees who have been admitted to the United States.']"
Pacito_v_Trump,5,clear,none,,(C),USRAP processing support abroad,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', the category of terminated agreements that is not expressly required to be reinstated is","According to the opinion 'Pacito v. Trump', the category of terminated agreements that is not expressly required to be reinstated is
(A) cooperative agreements necessary to provide the reception and placement services described in § 1522
(B) all terminated cooperative agreements for refugee services in the United States and abroad
(C) USRAP processing support abroad
(D) reception and placement services for refugees in the United States
(E) cooperative agreements for refugees who have been admitted to the United States",cooperative agreements necessary to provide the reception and placement services described in § 1522,all terminated cooperative agreements for refugee services in the United States and abroad,USRAP processing support abroad,reception and placement services for refugees in the United States,cooperative agreements for refugees who have been admitted to the United States,"The reinstatement command is limited to agreements necessary for domestic reception and placement services for admitted refugees, so the separately mentioned abroad-processing agreements are not expressly included.","['On February 26, the government terminated every cooperative agreement to provide reception and placement services for refugees in the United States and all but one of the cooperative agreements to provide USRAP processing support abroad.', 'the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522 to refugees who have been admitted to the United States.']"
Pacito_v_Trump,6,clear,none,,(B),new stay order,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', the government’s July 17 request for stay-related relief became moot after the panel vacated its earlier stays and issued a","According to the opinion 'Pacito v. Trump', the government’s July 17 request for stay-related relief became moot after the panel vacated its earlier stays and issued a
(A) renewed administrative stay
(B) new stay order
(C) jurisdictional remand order
(D) modified prior stay order
(E) final merits decision",renewed administrative stay,new stay order,jurisdictional remand order,modified prior stay order,final merits decision,"Once the panel replaced the earlier stay framework with a new stay order, a motion seeking relief about the old framework no longer needed resolution.","['We hereby vacate our administrative stay issued July 18, 2025. We vacate our prior stay issued March 25, 2025, as amended on April 21 and May 9, 2025.', 'We issue this stay pending final resolution of this appeal.', 'The government’s emergency motion of July 17, 2025 (Dkt. 108) is denied as moot.']"
Pacito_v_Trump,7,clear,none,,(B),APA challenge to ending resettlement services,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', when the stay panel relied on the APA and section 1522's reception-and-placement duties, the challenge that most directly supported the exception was an","According to the opinion 'Pacito v. Trump', when the stay panel relied on the APA and section 1522's reception-and-placement duties, the challenge that most directly supported the exception was an
(A) APA challenge to suspending refugee admissions before entry
(B) APA challenge to ending resettlement services
(C) APA challenge to revoking refugees' admission status after arrival
(D) APA challenge to denying case-by-case refugee exemptions under the order
(E) APA challenge to ending overseas refugee processing and vetting",APA challenge to suspending refugee admissions before entry,APA challenge to ending resettlement services,APA challenge to revoking refugees' admission status after arrival,APA challenge to denying case-by-case refugee exemptions under the order,APA challenge to ending overseas refugee processing and vetting,"The APA discussion immediately turns on the asserted statutory duty to continue post-admission reception and placement services, showing that this service cut-off is the APA issue the court views as likely successful for plaintiffs.","['For reasons to be explained in full in an opinion to follow, however, the government is not likely to prevail on at least one of plaintiffs’ challenges under the APA.', 'Under 8 U.S.C. § 1522, the government must provide certain reception and placement services to refugees after their admission into the United States.', 'In light of the government’s uncertainty regarding its ability to provide the reception and placement services statutorily mandated under 8 U.S.C. § 1522, the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522']"
Pacito_v_Trump,8,clear,none,,(B),admission into the United States,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', the legal status separating refugees covered only by the suspended USRAP-entry program from refugees covered by section 1522 services was","According to the opinion 'Pacito v. Trump', the legal status separating refugees covered only by the suspended USRAP-entry program from refugees covered by section 1522 services was
(A) entry into the United States under the USRAP
(B) admission into the United States
(C) designation as a refugee eligible for the U.S. Refugee Admissions Program
(D) completion of federal reception and placement processing
(E) the President's further findings permitting refugee admissions to resume",entry into the United States under the USRAP,admission into the United States,designation as a refugee eligible for the U.S. Refugee Admissions Program,completion of federal reception and placement processing,the President's further findings permitting refugee admissions to resume,"One rule governs refugees seeking entry and the other governs refugees after admission, so the status change that separates the two is admission itself.","['the President determined that “entry into the United States of refugees under the [U.S. Refugee Admissions Program (USRAP)] would be detrimental to the interests of the United States” and directed that “entry into the United States of refugees under the USRAP be suspended” pending further findings.', 'Under 8 U.S.C. § 1522, the government must provide certain reception and placement services to refugees after their admission into the United States.']"
Pacito_v_Trump,9,clear,none,,(E),available appropriations existed,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Pacito v. Trump', because section 1522 duties depend on funding and the panel identified FY 2025 refugee-assistance funds, the panel could treat the funding condition as satisfied because","According to the opinion 'Pacito v. Trump', because section 1522 duties depend on funding and the panel identified FY 2025 refugee-assistance funds, the panel could treat the funding condition as satisfied because
(A) the President had waived all funding limits
(B) private resettlement agencies had agreed to pay the costs
(C) Congress had repealed the funding condition
(D) the agencies had already spent the full migration budget
(E) available appropriations existed",the President had waived all funding limits,private resettlement agencies had agreed to pay the costs,Congress had repealed the funding condition,the agencies had already spent the full migration budget,available appropriations existed,"Because the statute conditions duties on available appropriations and the panel identified an FY 2025 appropriation, the panel had reason to treat the appropriations condition as satisfied.","['Section 1522(a)(1)(A) requires the Director of the Office of Refugee Resettlement—an office within the Department of Health and Human Services—“to the extent of available appropriations”—to: (i) make available sufficient resources for employment training and placement in order to achieve economic self-sufficiency among refugees as quickly as possible, (ii) provide refugees with the opportunity to acquire sufficient English language training to enable them to become effectively resettled as quickly as possible, (iii) insure that cash assistance is made available to refugees in such a manner as not to discourage their economic self-sufficiency, in accordance with subsection (e)(2), and (iv) insure that women have the same opportunities as men to participate in training and instruction.', 'We note that for FY 2025, Congress has appropriated $3.178 billion for migration and refugee assistance, see Pub. L. No. 119-4 § 1101(a)(11) (adopting funding appropriated in division F of Pub. L. No. 118-147), which was reduced by $800 million in the Rescissions Act of 2025, Pub. L. No. 119- 28, § 2(b)(6).']"
Santos_v_Kimmel,0,clear,none,,(E),dismissal at the pleading stage,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', because fair use could be resolved by comparing the original videos and the JKL segments alone, the procedural result available without further factfinding was","According to the opinion 'Santos v. Kimmel', because fair use could be resolved by comparing the original videos and the JKL segments alone, the procedural result available without further factfinding was
(A) remand for further factual development on fair use
(B) judgment following a bench trial on the fair-use defense
(C) dismissal for lack of subject-matter jurisdiction
(D) summary judgment after limited discovery
(E) dismissal at the pleading stage",remand for further factual development on fair use,judgment following a bench trial on the fair-use defense,dismissal for lack of subject-matter jurisdiction,summary judgment after limited discovery,dismissal at the pleading stage,"If fair use can be resolved by comparing the works identified in the complaint itself, then no further factual development is needed before dismissal.","['It may be “so clearly established by a complaint as to support dismissal of a copyright infringement claim” at the pleading stage.', 'Because we need only consider “the original version of [the videos] and the [JKL segments] at issue” to decide “the question of fair use,”', 'we affirm the District Court’s conclusion that fair use bars Santos’s copyright claims even at the pleading stage.']"
Santos_v_Kimmel,1,clear,none,,(B),the copyright holder's subjective intent,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', Santos argued that he himself had the same purpose when making the videos, but under the court’s test that argument improperly depends on:","According to the opinion 'Santos v. Kimmel', Santos argued that he himself had the same purpose when making the videos, but under the court’s test that argument improperly depends on:
(A) a reasonable observer’s assessment
(B) the copyright holder's subjective intent
(C) the defendants’ commercial motivation
(D) market substitution
(E) the amount of the original work used",a reasonable observer’s assessment,the copyright holder's subjective intent,the defendants’ commercial motivation,market substitution,the amount of the original work used,Santos’s argument about the purpose he personally had when making the videos relies on the very kind of subjective intent the court said does not control transformativness.,"['He argues instead that this was also his original purpose in making the videos.', 'But whether a secondary use is transformative turns on what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.']"
Santos_v_Kimmel,2,clear,none,,(C),Copyright Act preemption,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', after concluding that Santos’s contract claims independently failed under state law, the court said it did not need to resolve the issue of","According to the opinion 'Santos v. Kimmel', after concluding that Santos’s contract claims independently failed under state law, the court said it did not need to resolve the issue of
(A) the timeliness of Santos’s state-law contract claims
(B) whether Santos had adequately stated a contract claim under state law
(C) Copyright Act preemption
(D) whether Santos could recover damages for breach of an implied contract
(E) the District Court’s subject-matter jurisdiction over the state-law claims",the timeliness of Santos’s state-law contract claims,whether Santos had adequately stated a contract claim under state law,Copyright Act preemption,whether Santos could recover damages for breach of an implied contract,the District Court’s subject-matter jurisdiction over the state-law claims,"Once the court found an independent state-law basis for dismissal, it no longer had to decide the separate preemption ground.","['The District Court dismissed the first two state law claims on the ground that they were preempted by the Copyright Act.', 'We need not resolve this issue, however, because Santos’s state law contract claims fail to state a claim for relief under state law.']"
Santos_v_Kimmel,3,clear,none,,(A),no supplanting purpose,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', Santos’s bad-faith argument was insufficient to knock out fair use because the defendants’ alleged motive showed","According to the opinion 'Santos v. Kimmel', Santos’s bad-faith argument was insufficient to knock out fair use because the defendants’ alleged motive showed
(A) no supplanting purpose
(B) a news-reporting purpose
(C) an intent to deceive viewers
(D) a market-substitution motive
(E) a profit-seeking motive",no supplanting purpose,a news-reporting purpose,an intent to deceive viewers,a market-substitution motive,a profit-seeking motive,"The complaint’s own description of defendants as engaging in criticism and commentary, rather than trying to replace Santos’s exploitation of the videos, undercuts the claim that misrepresentations defeat fair use.","['Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.', 'In any event, Santos’s complaint contradicts any claim of a purpose on the Defendants’ part to “supplant” Santos’s “commercially valuable right” in the videos.', 'To the contrary, the complaint paints a portrait of defendants motivated by (sarcastic) criticism and commentary.']"
Santos_v_Kimmel,4,clear,none,,(C),no market harm,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, the market conclusion is","According to the opinion 'Santos v. Kimmel', under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, the market conclusion is
(A) market harm because the mockery reduced demand for Santos’s videos
(B) market usurpation because viewers would treat the JKL segments as a substitute
(C) no market harm
(D) a neutral fourth-factor result because criticism and substitution concerns cancel out
(E) cognizable harm to Santos’s derivative and licensing market even without a competing substitute",market harm because the mockery reduced demand for Santos’s videos,market usurpation because viewers would treat the JKL segments as a substitute,no market harm,a neutral fourth-factor result because criticism and substitution concerns cancel out,cognizable harm to Santos’s derivative and licensing market even without a competing substitute,"Under the court’s stated test, criticism or parody that merely devalues the original does not count as market harm unless the later work acts as a competing substitute.","['And it is clear on the face of Santos’s complaint that Santos has not suffered market harm within the meaning of the fourth fair use factor because “[w]e ask not whether the second work would damage the market for the first (by, for example, devaluing it through parody or criticism), but whether it usurps the market for the first by offering a competing substitute.”']"
Santos_v_Kimmel,5,clear,none,,(D),cannot enforce the Terms of Service,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', under Illinois's presumption against nonparty contract rights and the absence of express third-party language, Santos's direct breach theory failed because he","According to the opinion 'Santos v. Kimmel', under Illinois's presumption against nonparty contract rights and the absence of express third-party language, Santos's direct breach theory failed because he
(A) was an assignee of Cameo's contractual rights
(B) was a party to the Terms of Service
(C) could enforce the Terms as an intended third-party beneficiary
(D) cannot enforce the Terms of Service
(E) was covered by an express declaration in the relevant provisions",was an assignee of Cameo's contractual rights,was a party to the Terms of Service,could enforce the Terms as an intended third-party beneficiary,cannot enforce the Terms of Service,was covered by an express declaration in the relevant provisions,"Because Santos was a nonparty and the allegedly breached provisions lacked the kind of express third-party language used elsewhere in the contract, he could not sue directly on those terms.","['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']"
Santos_v_Kimmel,6,clear,none,,(C),judicial notice of registrations,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Santos v. Kimmel', on Rule 12(b)(6) review, the court determined the videos' publication dates by taking","According to the opinion 'Santos v. Kimmel', on Rule 12(b)(6) review, the court determined the videos' publication dates by taking
(A) testimony from the videos' viewers
(B) discovery from YouTube's internal records
(C) judicial notice of registrations
(D) an evidentiary hearing on publication
(E) Santos's post-appeal declaration",testimony from the videos' viewers,discovery from YouTube's internal records,judicial notice of registrations,an evidentiary hearing on publication,Santos's post-appeal declaration,"Because the court may take judicial notice of copyright registrations on a Rule 12(b)(6) review, it could rely on those registrations to determine publication dates.","['We consider “the facts alleged in the complaint, documents attached to the complaint as exhibits, and documents incorporated by reference in the complaint.”', 'In doing so, we may also take judicial notice of “copyright registrations[] as published in the Copyright Office’s registry.”', 'the relevant copyright registrations establish that the videos were published on the same day they were created.']"
United_States_v_Constantinescu,0,clear,none,,(E),an offense has been stated,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', combining the review standard with the court’s merits holding, the Fifth Circuit concluded that the indictment was sufficient and that","According to the opinion 'United States v. Constantinescu', combining the review standard with the court’s merits holding, the Fifth Circuit concluded that the indictment was sufficient and that
(A) the district court's dismissal should be affirmed
(B) the allegations were too conclusory to survive dismissal
(C) only a scheme, not a criminal offense, had been alleged
(D) the intent element remained insufficiently alleged
(E) an offense has been stated",the district court's dismissal should be affirmed,the allegations were too conclusory to survive dismissal,"only a scheme, not a criminal offense, had been alleged",the intent element remained insufficiently alleged,an offense has been stated,"Applying de novo review while taking the indictment’s allegations as true, the court’s finding that scheme and intent were sufficiently alleged means the indictment states an offense.","['We review the sufficiency of an indictment de novo.', '“[T]he court is required to take the allegations of the indictment as true and to determine whether an offense has been stated.”', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment.']"
United_States_v_Constantinescu,1,clear,none,,(E),it borrows key concepts,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', the panel was able to use Ciminelli and Kousisis because § 1348 is structured in a way that","According to the opinion 'United States v. Constantinescu', the panel was able to use Ciminelli and Kousisis because § 1348 is structured in a way that
(A) it relies on SEC-defined securities terms rather than general fraud principles
(B) it expressly incorporates the mail and wire fraud statutes
(C) it mirrors Rule 10b-5's disclosure-based framework
(D) it makes any material misstatement connected to a security sufficient
(E) it borrows key concepts",it relies on SEC-defined securities terms rather than general fraud principles,it expressly incorporates the mail and wire fraud statutes,it mirrors Rule 10b-5's disclosure-based framework,it makes any material misstatement connected to a security sufficient,it borrows key concepts,"Because § 1348 uses concepts treated similarly to mail and wire fraud, the panel could rely on Supreme Court fraud cases like Ciminelli and Kousisis in analyzing this securities-fraud indictment.","['While “[t]here is scant caselaw construing the securities fraud statute in this circuit,” § 1348 “borrows key concepts from the mail and wire fraud statutes,” so “courts have given the terms similar treatment,” often relying on mail and wire fraud cases in analyzing securities fraud charges.', 'In light of the Supreme Court’s decisions in Ciminelli and Kousisis, we disagree.']"
United_States_v_Constantinescu,2,clear,none,,(E),induced purchase of securities,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', under the court’s definition of when fraud is complete, the event in the alleged pump-and-dump scheme that would complete the fraud was","According to the opinion 'United States v. Constantinescu', under the court’s definition of when fraud is complete, the event in the alleged pump-and-dump scheme that would complete the fraud was
(A) posting false and misleading information about the security
(B) the victims’ realization of a net pecuniary loss
(C) investors’ later sale of the securities at a loss
(D) artificially inflating the security’s market price
(E) induced purchase of securities",posting false and misleading information about the security,the victims’ realization of a net pecuniary loss,investors’ later sale of the securities at a loss,artificially inflating the security’s market price,induced purchase of securities,"If fraud is complete upon inducing a deprivation of money or property by false pretenses, then the alleged induced purchase of securities is the completion point here.","['“[A] fraud is complete when the defendant has induced the deprivation of money or property under materially false pretenses”—regardless of whether the victim suffered a net pecuniary loss.', 'For example, it alleges that defendants “post[ed] false and misleading information about the security . . . so that other investors were induced to purchase the security.” Indictment ¶ 13.']"
United_States_v_Constantinescu,3,clear,none,,(A),no traditional property interest,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been","According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been
(A) no traditional property interest
(B) a protected right-to-control interest
(C) a deprivation of money or tangible assets
(D) an intangible but still traditionally recognized property right
(E) a valid traditional economic property interest",no traditional property interest,a protected right-to-control interest,a deprivation of money or tangible assets,an intangible but still traditionally recognized property right,a valid traditional economic property interest,"If the indictment really alleged only deprivation of valuable economic information, then it would fail because no traditional property interest would be at stake.","['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']"
United_States_v_Constantinescu,4,clear,none,,(A),right-to-control theory,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', if the indictment had alleged only deprivation of potentially valuable economic information, rather than inducing followers to hand over money or property, it would have mirrored the","According to the opinion 'United States v. Constantinescu', if the indictment had alleged only deprivation of potentially valuable economic information, rather than inducing followers to hand over money or property, it would have mirrored the
(A) right-to-control theory
(B) money-or-property theory
(C) honest-services fraud theory
(D) fiduciary-duty theory
(E) benefit-of-the-bargain theory",right-to-control theory,money-or-property theory,honest-services fraud theory,fiduciary-duty theory,benefit-of-the-bargain theory,"If the allegation were limited to withholding valuable economic information, it would match the right-to-control theory that Ciminelli rejected.","['In Ciminelli, the Supreme Court held that a fraud conviction cannot be based solely on the deprivation of valuable economic information.', 'Under the right-to-control theory, the government attempted to “establish wire fraud by showing that the defendant schemed to deprive a victim of potentially valuable economic information necessary to make discretionary economic decisions.”', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']"
United_States_v_Constantinescu,5,clear,none,,(D),scheme to defraud,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the","According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the
(A) requirement that the deception be used to obtain something of value
(B) scienter element
(C) loss-causation requirement
(D) scheme to defraud
(E) purchase-or-sale nexus",requirement that the deception be used to obtain something of value,scienter element,loss-causation requirement,scheme to defraud,purchase-or-sale nexus,"Since a material misrepresentation intended to deceive is part of the scheme-to-defraud element, truthful posts would undercut that element first.","['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']"
United_States_v_Constantinescu,6,clear,none,,(E),obtain money,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to","According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to
(A) leave their followers economically worse off
(B) induce their followers to make losing investments
(C) profit from lawful trading activity
(D) cause their followers financial harm
(E) obtain money",leave their followers economically worse off,induce their followers to make losing investments,profit from lawful trading activity,cause their followers financial harm,obtain money,"Because the statutes reach schemes aimed at obtaining money even without intending net economic harm, the profit-versus-harm distinction fails once the object is obtaining money.","['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']"
United_States_v_Constantinescu,7,clear,none,,(B),money,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely","According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely
(A) confidential investment information
(B) money
(C) control over their investment decisions
(D) their expected trading profits
(E) the securities themselves",confidential investment information,money,control over their investment decisions,their expected trading profits,the securities themselves,"If followers were induced to part with money in buying securities, then the protected traditional property interest identified by the court is money.","['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']"
United_States_v_Jaison_Coleman,0,clear,none,,(E),affirmance of the suppression ruling,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', given the clear-error standard and the court’s acceptance of both district-court findings, the appellate result that followed for the suppression issue was","According to the opinion 'United States v. Jaison Coleman', given the clear-error standard and the court’s acceptance of both district-court findings, the appellate result that followed for the suppression issue was
(A) remand for reconsideration of the suppression issue under a de novo standard
(B) vacatur of the suppression ruling and remand for additional findings on consent
(C) reversal of the suppression ruling
(D) partial reversal of the suppression ruling based on the officers exceeding the scope of consent
(E) affirmance of the suppression ruling",remand for reconsideration of the suppression issue under a de novo standard,vacatur of the suppression ruling and remand for additional findings on consent,reversal of the suppression ruling,partial reversal of the suppression ruling based on the officers exceeding the scope of consent,affirmance of the suppression ruling,"Given clear-error review, once the appellate court found no clear error in either the consent finding or the scope finding, the suppression ruling remained in place.","['We review a district court’s finding of voluntary consent and any challenge to its scope for clear error.', 'we see no clear error in the district court’s finding that she consented to the police officers entering her home.', 'We likewise agree with the district court’s finding that the officers acted within the scope of Lisa’s consent upon their entry into the home.']"
United_States_v_Jaison_Coleman,1,clear,none,,(E),noncoercive,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', despite the second request and Officer Kizer’s use of “need,” the court characterized the overall interaction as","According to the opinion 'United States v. Jaison Coleman', despite the second request and Officer Kizer’s use of “need,” the court characterized the overall interaction as
(A) compulsory
(B) an investigatory detention
(C) custodial
(D) coercive
(E) noncoercive",compulsory,an investigatory detention,custodial,coercive,noncoercive,"Taken together, the brief encounter, lack of custody, and absence of coercion supported the court’s view that the exchange remained noncoercive despite the second request and the word “need.”","['While Officer Kizer did ask twice for permission to enter, their entire conversation lasted but a few minutes.', 'At no point was Lisa in custody.', 'at no point did Officer Kizer exert coercion.', 'The district court could reasonably find that Officer Kizer’s use of the word “need” did not make his request coercive in light of the totality of the circumstances.']"
United_States_v_Jaison_Coleman,2,clear,none,,(A),voluntary consent,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', given Lisa’s earlier refusal and the absence of coercion on the second request, her later “Okay” was treated as","According to the opinion 'United States v. Jaison Coleman', given Lisa’s earlier refusal and the absence of coercion on the second request, her later “Okay” was treated as
(A) voluntary consent
(B) ambiguous assent insufficient to establish consent
(C) a waiver undermined by her earlier refusal
(D) mere acquiescence to police authority
(E) coerced submission induced by the repeated request",voluntary consent,ambiguous assent insufficient to establish consent,a waiver undermined by her earlier refusal,mere acquiescence to police authority,coerced submission induced by the repeated request,"Her earlier refusal showed she could say no, so her later agreement after a noncoercive second request supports that the later consent was voluntary.","['Lisa showed that she had the ability to deny consent to entry, as she did just that in response to Officer Kizer’s initial request.', 'She chose to let Officer Kizer enter after he asked again, with the second request being unaccompanied by any coercion.']"
United_States_v_Jaison_Coleman,3,clear,none,,(A),scan the home and locate everyone,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', under the court’s objective-reasonableness approach, Lisa’s consent reasonably allowed the officers, once inside, to","According to the opinion 'United States v. Jaison Coleman', under the court’s objective-reasonableness approach, Lisa’s consent reasonably allowed the officers, once inside, to
(A) scan the home and locate everyone
(B) detain Coleman and frisk him immediately
(C) search rooms and containers for weapons
(D) collect evidence of neglect or abuse
(E) interrogate the occupants about prior domestic incidents",scan the home and locate everyone,detain Coleman and frisk him immediately,search rooms and containers for weapons,collect evidence of neglect or abuse,interrogate the occupants about prior domestic incidents,"Under the court’s objective-reasonableness test, consent to enter for a welfare check reasonably included the steps the officers had to take to carry out that purpose.","['The proper inquiry for evaluating the scope of consent is “objective reasonableness,” with courts asking, “what would the typical reasonable person have understood by the exchange between the officer” and the person giving consent?', 'Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.']"
