source,domain,v14_row_index,v13_row_index,reason,old_v13_probe,old_v13_target,v14_probe,v14_target,paraphrased_probe
legal,Santos_v_Kimmel,28,28,cloze_changed,"According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on"," what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on what a reasonable observer thinks, not", the subjective intent of the copyright holder or that of the secondary user.,"In the ruling of ""Santos v. Kimmel,"" the court stated that the determination of whether a secondary use is transformative depends on the perspective of a reasonable observer, rather than"
legal,Santos_v_Kimmel,31,31,cloze_changed,"According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,""", not a willingness to say absurd things for money.,"According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not", a willingness to say absurd things for money.,"In the opinion issued in ""Santos v. Kimmel"", while examining if the videos were transformative under fair use, the court stated that a reasonable viewer would perceive the videos as expressing ""feelings of hope, strength, perseverance, encouragement, and positivity,"" rather than"
legal,Santos_v_Kimmel,54,54,cloze_changed,"According to the opinion in ""Santos v. Kimmel"", when the court discussed Santos’s state-law contract claim, it said Santos’s complaint does not allege in nonconclusory language"," the essential terms of the parties’ . . . contract, including those specific provisions of the contract upon which liability is predicated.","According to the opinion in ""Santos v. Kimmel"", when the court discussed Santos’s state-law contract claim, it said Santos’s complaint does not allege in nonconclusory language the essential terms of the parties’ . . . contract, including", those specific provisions of the contract upon which liability is predicated.,"In the opinion for ""Santos v. Kimmel"", the court noted regarding Santos’s state-law contract claim that the complaint fails to allege the essential terms of the parties’ contract in a nonconclusory manner, including"
legal,Santos_v_Kimmel,56,56,cloze_changed,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of", the putative implied contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied", contract that the Defendants allegedly breached.,"In the opinion of ""Santos v. Kimmel"", regarding Santos’s implied-in-fact contract claim, the court referred to App’x 22 ¶¶ 78-79 as not adequately alleging the fundamental terms of the supposed implied"
legal,Santos_v_Kimmel,57,57,cloze_changed,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of", the putative implied contract that the Defendants allegedly breached.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s implied-in-fact contract claim, the court cited App’x 22 ¶¶ 78-79 as failing to plead the essential terms of the putative implied", contract that the Defendants allegedly breached.,"In the ruling for ""Santos v. Kimmel,"" regarding Santos’s implied-in-fact contract allegation, the court referred to App’x 22 ¶¶ 78-79 as not adequately stating the crucial terms of the supposed implied"
legal,United_States_v_Constantinescu,12,12,cloze_changed,"In the case ""United States v. Constantinescu,"" the government alleged that, to “pump” a security’s price, the defendants posted", false and misleading information about the security on [social media].,"In the case ""United States v. Constantinescu,"" the government alleged that, to “pump” a security’s price, the defendants posted false and misleading", information about the security on [social media].,"In the matter of ""United States v. Constantinescu,"" the government claimed that the defendants posted deceptive and false"
legal,United_States_v_Constantinescu,19,19,cloze_changed,"In the case ""United States v. Constantinescu,"" the Fifth Circuit, quoting United States v. Gaytan, stated that an indictment must", enumerate each prima facie element of the charged offense,"In the case ""United States v. Constantinescu,"" the Fifth Circuit, quoting United States v. Gaytan, stated that an indictment must enumerate each", prima facie element of the charged offense,"In ""United States v. Constantinescu,"" the Fifth Circuit, referencing United States v. Gaytan, asserted that an indictment must list every"
legal,United_States_v_Constantinescu,26,26,cloze_changed,"According to the opinion in ""United States v. Constantinescu,"" when explaining the ""scheme to defraud"" element of securities fraud, a material misrepresentation must be intended to deceive others in order to obtain"," something of value, such as money, from the [entity] to be deceived.","According to the opinion in ""United States v. Constantinescu,"" when explaining the ""scheme to defraud"" element of securities fraud, a material misrepresentation must be intended to deceive others in order to obtain something of value, such as"," money, from the [entity] to be deceived.","As stated in the ruling of ""United States v. Constantinescu,"" the ""scheme to defraud"" component of securities fraud requires that a material misrepresentation be made with the intent to mislead others to acquire an item of value, for example,"
legal,United_States_v_Constantinescu,57,57,cloze_changed,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that", the defendant sought to hurt the victim’s bottom line.,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that the defendant sought to", hurt the victim’s bottom line.,"In the ruling for ""United States v. Constantinescu,"" Kousisis contended that the fraudulent-inducement theory justified a conviction despite the absence of proof that the defendant intended to"
legal,United_States_v_Constantinescu,59,59,cloze_changed,"In the case ""United States v. Constantinescu,"" where the court was considering whether the indictment sufficiently alleged an intent to defraud, the indictment alleged that the defendants posted", false and misleading information about the security . . . so that other investors were induced to purchase the security.,"In the case ""United States v. Constantinescu,"" where the court was considering whether the indictment sufficiently alleged an intent to defraud, the indictment alleged that the defendants posted false and misleading", information about the security . . . so that other investors were induced to purchase the security.,"In the case ""United States v. Constantinescu,"" during the court's review of whether the indictment adequately claimed an intent to defraud, the indictment stated that the defendants disseminated false and misleading"
legal,United_States_v_Jaison_Coleman,22,22,cloze_changed,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by", body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by body camera", footage recorded by Officer Kizer and his colleagues at the Coleman home.,"As stated in the opinion of ""United States v. Jaison L. Coleman,"" the relevant facts outlined in the opinion were obtained from body camera"
legal,United_States_v_Jaison_Coleman,44,44,cloze_changed,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Coleman moved to suppress firearms recovered from his home in a federal felon-in-possession prosecution under 18 U.S.C. § 922(g)(1) and the district court adopted the magistrate judge’s finding that Lisa consented to the officers’ entry, Coleman argued that", the officers’ activity inside the home exceeded the scope of his wife’s consent.,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Coleman moved to suppress firearms recovered from his home in a federal felon-in-possession prosecution under 18 U.S.C. § 922(g)(1) and the district court adopted the magistrate judge’s finding that Lisa consented to the officers’ entry, Coleman argued that the officers’ activity inside the home", exceeded the scope of his wife’s consent.,"In the case of ""United States v. Jaison L. Coleman,"" following Coleman's motion to suppress firearms found at his residence during a federal prosecution for felon in possession under 18 U.S.C. § 922(g)(1), and after the district court upheld the magistrate judge’s conclusion that Lisa had consented to the officers’ entry, Coleman contended that the conduct of the officers inside the home"
legal,United_States_v_Jaison_Coleman,48,48,cloze_changed,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge", the validity of the consent given by the third party.,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge the validity of", the consent given by the third party.,"As stated in the ruling of ""United States v. Jaison L. Coleman,"" if a third party consents to a search of a location where both the third party and the defendant have rightful privacy expectations, the defendant is entitled to contest the legitimacy of"
legal,United_States_v_Jaison_Coleman,69,69,cloze_changed,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to", affirm the district court’s finding that Lisa consented to the police entering her home.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court’s action was to affirm the", district court’s finding that Lisa consented to the police entering her home.,"In the judgment of ""United States v. Jaison L. Coleman,"" the appellate court confirmed the"
legal,United_States_v_Justin_Cutbank,8,8,cloze_changed,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted", if the court provides an appropriate instruction at the close of trial.,"According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an", appropriate instruction at the close of trial.,"As stated in the ruling of ""United States v. Justin Cutbank"", a district court can opt not to give the jury instructions regarding each piece of evidence when it is presented, provided the court offers an"
legal,United_States_v_Justin_Cutbank,9,9,cloze_changed,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by", cross-examining her about prior statements she made to a police investigator.,"In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about", prior statements she made to a police investigator.,"During the trial of ""United States v. Justin Cutbank"", the defense sought to challenge C.F.’s testimony claiming she had observed the gun used in the incident “once or twice” previously by questioning her regarding"
legal,United_States_v_Justin_Cutbank,29,29,cloze_changed,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be", intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", the district court concluded that testimony from D.F. and C.F. that they had previously seen Cutbank with a sawed-off Marlin .22 caliber rifle would be intrinsic evidence relevant to proving the possession charge and demonstrating", continuous possession of the firearm before the incident.,"In the matter of ""United States v. Justin Cutbank,"" the district court determined that statements from D.F. and C.F. indicating they had earlier observed Cutbank carrying a sawed-off Marlin .22 caliber rifle constituted intrinsic evidence pertinent to establishing the possession charge and showing"
legal,United_States_v_Justin_Cutbank,33,33,cloze_changed,"In the case ""United States v. Justin Cutbank"", where the district court allowed testimony as intrinsic evidence on the possession charge rather than excluding it under Federal Rule of Evidence 404(b), D.F. testified she had seen Cutbank with the sawed-off rifle", a “handful of times” before the incident at issue.,"In the case ""United States v. Justin Cutbank"", where the district court allowed testimony as intrinsic evidence on the possession charge rather than excluding it under Federal Rule of Evidence 404(b), D.F. testified she had seen Cutbank with the sawed-off rifle a", “handful of times” before the incident at issue.,"In the matter of ""United States v. Justin Cutbank"", where the district court admitted testimony as intrinsic evidence regarding the possession charge instead of excluding it under Federal Rule of Evidence 404(b), D.F. stated she had observed Cutbank with the sawed-off rifle a"
legal,United_States_v_Justin_Cutbank,36,36,cloze_changed,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for", police officer actions and their knowledge at the time,"In the case ""United States v. Justin Cutbank"", Cutbank sought a pretrial jury instruction to limit how the jury could use D.F.'s statements to police because of hearsay and Confrontation Clause concerns, and the government's argument was that those statements would establish the context for police officer", actions and their knowledge at the time,"In the matter of ""United States v. Justin Cutbank,"" Cutbank requested a pretrial jury instruction to restrict the jury's use of D.F.'s statements to police due to hearsay and Confrontation Clause issues, while the government contended that those statements would provide context for the police officer"
legal,United_States_v_Justin_Cutbank,39,39,cloze_changed,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury", regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial,"According to the opinion in ""United States v. Justin Cutbank"", when reviewing whether the district court should have given a limiting instruction at the time evidence was admitted, the court said it need not instruct the jury regarding each item of evidence at the time the evidence is admitted", if the court provides an appropriate instruction at the close of trial,"In the ruling of ""United States v. Justin Cutbank"", the court stated that when determining if the district court was required to give a limiting instruction as each piece of evidence was introduced, it is not necessary to instruct the jury on every item of evidence at admission"
legal,United_States_v_Justin_Cutbank,45,45,cloze_changed,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was", intrinsic evidence relevant to proving the possession charge and demonstrating continuous possession of the firearm before the incident.,"In the case ""United States v. Justin Cutbank"", on appeal Cutbank cited no authority refuting the district court’s pretrial ruling that testimony about his prior possession of the sawed-off rifle was intrinsic evidence relevant to proving the possession charge and demonstrating", continuous possession of the firearm before the incident.,"During the appeal in the case ""United States v. Justin Cutbank,"" Cutbank did not provide any authority challenging the district court’s pretrial decision that testimony regarding his earlier possession of the sawed-off rifle constituted intrinsic evidence pertinent to establishing the possession charge and showing"
legal,United_States_v_Justin_Cutbank,51,51,cloze_changed,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court", ‘thwarted’ his efforts to cross-examine C.F. on her testimony regarding the gun possession,"In the case ""United States v. Justin Cutbank"", the government’s brief described one of Cutbank’s appellate claims concerning the district court’s handling of his cross-examination of C.F. on her testimony about gun possession as a claim that the district court ‘thwarted’ his efforts to", cross-examine C.F. on her testimony regarding the gun possession,"In 'United States v. Justin Cutbank', the government’s brief characterized one of Cutbank’s appellate arguments about how the district court managed his cross-examination of C.F. on her statements about gun possession as an assertion that the district court ‘thwarted’ his efforts to"
legal,United_States_v_Justin_Cutbank,56,56,cloze_changed,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if", the jury may have been substantially swayed by the improperly admitted evidence.,"According to the opinion in ""United States v. Justin Cutbank"", the court will reverse an erroneous evidentiary ruling only if the jury may have been", substantially swayed by the improperly admitted evidence.,"As stated in the opinion of ""United States v. Justin Cutbank"", a court will overturn a mistaken evidentiary decision only when the jury could have been"
legal,United_States_v_Justin_Cutbank,67,67,cloze_changed,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection,", the PSR’s factual statements regarding Cutback’s prior felony convictions.,"In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding", Cutback’s prior felony convictions.,"In the matter of ""United States v. Justin Cutbank"", at the sentencing phase for the felon-in-possession charge, the district court accepted, without any objection, the PSR’s factual assertions concerning"
legal,United_States_v_Justin_Cutbank,73,73,cloze_changed,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin", all sentencing proceedings by correctly calculating the applicable Guidelines range.,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by", correctly calculating the applicable Guidelines range.,"In the matter of ""United States v. Justin Cutbank,"" referencing Gall v. United States regarding the method a district court should use to decide on a suitable sentence, the court stated that a district court must start every sentencing process by"
legal,United_States_v_Justin_Cutbank,74,74,cloze_changed,"According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no"," significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as", failing to calculate (or improperly calculating) the Guidelines range.,"As stated in the ruling of ""United States v. Justin Cutbank,"" prior to evaluating the substantive reasonableness of a sentence when reviewing the district court's Guidelines calculation, an appellate court must first verify that the district court did not make any major procedural mistakes, including"
legal,United_States_v_Justin_Cutbank,75,75,cloze_changed,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as", failing to calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to", calculate (or improperly calculating) the Guidelines range,"As stated in the ruling of ""United States v. Justin Cutbank"", prior to assessing the substantive reasonableness of a sentence, an appellate court is required to first determine if there was a notable procedural sentencing mistake, for example, neglecting to"
legal,Williams_v_GoAuto_Insurance,1,1,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to", the United States District Court for the Middle District of Louisiana.,"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the", Middle District of Louisiana.,"In the ruling of ""Williams v. GoAuto Insurance"", a class action claim involving wrongful termination of insurance policies was transferred from Louisiana state court to the United States District Court for the"
legal,Williams_v_GoAuto_Insurance,18,18,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in", misrepresentations and breach of good faith and fair dealing.,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in misrepresentations and", breach of good faith and fair dealing.,"In the judgment of ""Williams v. GoAuto Insurance"", the former insured parties contested the insurer’s cancellation methods under the Louisiana law regulating cancellation due to nonpayment to the entity that paid the premiums, claiming that the failure to comply with the statute led to misrepresentations and"
legal,Williams_v_GoAuto_Insurance,30,30,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have", an interest in any loss which may occur thereunder,"According to the opinion in ""Williams v. GoAuto Insurance"", under La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the notice of cancellation must be sent to all persons shown by the premium finance agreement to have an", interest in any loss which may occur thereunder,"Per the ruling in ""Williams v. GoAuto Insurance,"" pursuant to La. Rev. Stat. § 9:3550(G)(3)(a)(iv), copies of the cancellation notice are required to be provided to all individuals identified by the premium finance agreement as having an"
legal,Williams_v_GoAuto_Insurance,32,32,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise", its power of attorney to cancel an insurance policy.,"According to the opinion in ""Williams v. GoAuto Insurance"", where Louisiana courts held that strict adherence to the statutory cancellation requirements is needed when a premium finance company seeks to cancel an insurance policy, the finance company must exercise its", power of attorney to cancel an insurance policy.,"As stated in the ruling of ""Williams v. GoAuto Insurance"", in which Louisiana courts determined that a premium finance company must strictly comply with statutory cancellation requirements to cancel an insurance policy, the finance company is required to use its"
legal,Williams_v_GoAuto_Insurance,33,33,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that", it provides a clear method of fixing the exact time and date of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", one function served by strict adherence to Louisiana’s statute for cancelling financed insurance policies is that it provides a clear method of", fixing the exact time and date of cancellation,"As stated in the ruling of ""Williams v. GoAuto Insurance"", a purpose fulfilled by strictly following Louisiana’s law on cancelling financed insurance policies is that it establishes a definite way of"
legal,Williams_v_GoAuto_Insurance,34,34,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", the second function served by strict adherence to Louisiana’s statute governing cancellation of financed insurance policies is that", it grants a minimum time during which the default may be cured,"According to the opinion in ""Williams v. GoAuto Insurance"", the second function served by strict adherence to Louisiana’s statute governing cancellation of financed insurance policies is that it grants a minimum time during which", the default may be cured,"Per the ruling in ""Williams v. GoAuto Insurance"", the second role fulfilled by closely following Louisiana's law on cancelling financed insurance policies is to provide a minimum period during which"
legal,Williams_v_GoAuto_Insurance,40,40,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and", the affidavit proof of mailing is available upon request.,"According to the opinion in ""Williams v. GoAuto Insurance"", APAC’s request for cancellation states that copies of the notices are enclosed and the", affidavit proof of mailing is available upon request.,"As outlined in the ruling of ""Williams v. GoAuto Insurance"", APAC’s cancellation request indicates that copies of the notices are included and the"
legal,Williams_v_GoAuto_Insurance,49,49,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges allowed cancellation upon receipt of", such notice of cancellation and statement from the premium finance company.,"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges allowed cancellation upon receipt of such", notice of cancellation and statement from the premium finance company.,"As stated in the ruling of ""Williams v. GoAuto Insurance"", the Louisiana court in Hodges permitted cancellation once it received such"
legal,Williams_v_GoAuto_Insurance,73,73,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", after the GoAuto computer system has already effected cancellation and no person is involved until later in the morning, an APAC employee", uses a signature stamp on the printed cancellation documents.,"According to the opinion in ""Williams v. GoAuto Insurance"", after the GoAuto computer system has already effected cancellation and no person is involved until later in the morning, an APAC employee uses a", signature stamp on the printed cancellation documents.,"As stated in the judgment of ""Williams v. GoAuto Insurance"", once the GoAuto computer system has completed the cancellation and before any individual becomes involved later that morning, an APAC employee applies a"
legal,Williams_v_GoAuto_Insurance,75,75,cloze_changed,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held GoAuto’s cancellation procedures complied with the Louisiana statute in a different way because the key person was", the APAC employee who delivers the notices of cancellation,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held GoAuto’s cancellation procedures complied with the Louisiana statute in a different way because the key person was the", APAC employee who delivers the notices of cancellation,"In the ruling of ""Williams v. GoAuto Insurance,"" the district court found that GoAuto’s cancellation methods met the Louisiana statute requirements differently since the central figure was the"
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,49,49,cloze_changed,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when Behçet’s disease and neuro-Behçet’s disease are diagnosed concurrently, clinicians should assess both"," mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when Behçet’s disease and neuro-Behçet’s disease are diagnosed concurrently, clinicians should assess both mucocutaneous features and neurological symptoms, including"," headaches, behavioural changes, psychiatric symptoms and focal deficits.","The case report titled ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"" states that when Behçet’s disease and neuro-Behçet’s disease are identified at the same time, healthcare providers need to evaluate mucocutaneous signs as well as neurological manifestations, such as"
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,50,50,cloze_changed,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of"," central nervous system (CNS) inflammation, malignancy or certain medications.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of central nervous system (CNS)"," inflammation, malignancy or certain medications.","As stated in the case report titled ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone,"" syndrome of inappropriate antidiuretic hormone secretion (SIADH) commonly arises from central nervous system (CNS)"
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,72,72,cloze_changed,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient’s headache and vertigo worsened on day 3 and brain MRI was performed, the MRI showed", no significant abnormalities involving the hypothalamus or other brain regions,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient’s headache and vertigo worsened on day 3 and brain MRI was performed, the MRI showed no significant abnormalities involving", the hypothalamus or other brain regions,"In the case report titled ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone,"" MRI of the brain conducted on day 3, when the patient’s headache and vertigo had worsened, revealed no notable abnormalities affecting"
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,87,87,cloze_changed,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of this man in his 60s with fever, headache, and hyponatraemia, autoimmune diseases were excluded due to", absence of characteristic systemic symptoms and negative screening autoantibody test results,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of this man in his 60s with fever, headache, and hyponatraemia, autoimmune diseases were excluded due to absence of characteristic systemic symptoms and", negative screening autoantibody test results,"As detailed in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone,"" when differentiating diagnosis for this man in his 60s presenting with fever, headache, and hyponatraemia, autoimmune diseases were ruled out because of the lack of typical systemic symptoms and"
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,131,131,cloze_changed,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in Behçet’s disease, aberrant monocyte activation leads to spontaneous IL-6 production, and", elevated IL-6 levels have been detected in the CSF of patients with acute neuro-BD.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in Behçet’s disease, aberrant monocyte activation leads to spontaneous IL-6 production, and elevated IL-6 levels have been detected in the", CSF of patients with acute neuro-BD.,"The case report titled ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"" states that in Behçet’s disease, abnormal monocyte activation results in spontaneous IL-6 production, and increased IL-6 concentrations have been found in the"
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,27,27,cloze_changed,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was"," on oral apixaban 5 mg, two times per day","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was on oral apixaban"," 5 mg, two times per day","As detailed in the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a septuagenarian male with a two-year history of exertional dyspnea and chronic atrial fibrillation was taking oral apixaban"
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,35,35,cloze_changed,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the surgery proceeded uneventfully,", without major blood losses or need for blood transfusion,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the surgery proceeded uneventfully, without major blood losses or need for", blood transfusion,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the surgery was completed smoothly, without significant blood loss or requirement for"
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,59,59,cloze_changed,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s POD5 serum was tested in a serotonin-release assay after postoperative thrombocytopenia and suspected HIT, and there was", a lack of serotonin release (0%) at supratherapeutic (100 U/mL) UFH,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s POD5 serum was tested in a serotonin-release assay after postoperative thrombocytopenia and suspected HIT, and there was a lack of serotonin release (0%) at", supratherapeutic (100 U/mL) UFH,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s serum on POD5 underwent a serotonin-release assay due to postoperative thrombocytopenia and suspected HIT, revealing no serotonin release (0%) at"
