bucket,variant,domain,source_row_0based,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,original_row_index
passed_filter_no_mcqa,reviewed,Santos_v_Kimmel,4.0, no supplanting purpose,"According to the opinion 'Santos v. Kimmel', Santos’s bad-faith argument was insufficient to knock out fair use because the defendants’ alleged motive showed","According to the opinion 'Santos v. Kimmel', Santos’s bad-faith argument was insufficient to knock out fair use because the defendants’ alleged motive showed no supplanting purpose",Synthesized Insight,"['Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.', 'In any event, Santos’s complaint contradicts any claim of a purpose on the Defendants’ part to “supplant” Santos’s “commercially valuable right” in the videos.', 'To the contrary, the complaint paints a portrait of defendants motivated by (sarcastic) criticism and commentary.']","The complaint’s own description of defendants as engaging in criticism and commentary, rather than trying to replace Santos’s exploitation of the videos, undercuts the claim that misrepresentations defeat fair use.",What aspect of the defendants’ alleged motive made Santos’s bad-faith argument insufficient to knock out fair use?,no supplanting purpose,"['Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.', 'In any event, Santos’s complaint contradicts any claim of a purpose on the Defendants’ part to “supplant” Santos’s “commercially valuable right” in the videos.', 'To the contrary, the complaint paints a portrait of defendants motivated by (sarcastic) criticism and commentary.']","['Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.', 'In any event, Santos’s complaint contradicts any claim of a purpose on the Defendants’ part to “supplant” Santos’s “commercially valuable right” in the videos.', 'To the contrary, the complaint paints a portrait of defendants motivated by (sarcastic) criticism and commentary.']",5.0
passed_filter_no_mcqa,reviewed,Santos_v_Kimmel,5.0, judicial notice of registrations,"According to the opinion 'Santos v. Kimmel', on the Rule 12(b)(6) appeal, the court was able to determine the videos’ publication dates without waiting for later factual development by taking","According to the opinion 'Santos v. Kimmel', on the Rule 12(b)(6) appeal, the court was able to determine the videos’ publication dates without waiting for later factual development by taking judicial notice of registrations",Reasoning Step,"['We consider “the facts alleged in the complaint, documents attached to the complaint as exhibits, and documents incorporated by reference in the complaint.”', 'In doing so, we may also take judicial notice of “copyright registrations[] as published in the Copyright Office’s registry.”', 'the relevant copyright registrations establish that the videos were published on the same day they were created.']","Because the court may take judicial notice of copyright registrations on a Rule 12(b)(6) review, it could rely on those registrations to determine publication dates.",How was the court able to determine the videos’ publication dates on a Rule 12(b)(6) appeal without waiting for later factual development?,judicial notice of registrations,"['We consider “the facts alleged in the complaint, documents attached to the complaint as exhibits, and documents incorporated by reference in the complaint.”', 'In doing so, we may also take judicial notice of “copyright registrations[] as published in the Copyright Office’s registry.”', 'the relevant copyright registrations establish that the videos were published on the same day they were created.']","['We consider “the facts alleged in the complaint, documents attached to the complaint as exhibits, and documents incorporated by reference in the complaint.”', 'In doing so, we may also take judicial notice of “copyright registrations[] as published in the Copyright Office’s registry.”', 'the relevant copyright registrations establish that the videos were published on the same day they were created.']",6.0
prefilter_rejected,reviewed,Santos_v_Kimmel,0.0, no market harm,"According to the opinion 'Santos v. Kimmel', under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, the market conclusion is","According to the opinion 'Santos v. Kimmel', under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, the market conclusion is no market harm",Reasoning Step,"['And it is clear on the face of Santos’s complaint that Santos has not suffered market harm within the meaning of the fourth fair use factor because “[w]e ask not whether the second work would damage the market for the first (by, for example, devaluing it through parody or criticism), but whether it usurps the market for the first by offering a competing substitute.”']","Under the court’s stated test, criticism or parody that merely devalues the original does not count as market harm unless the later work acts as a competing substitute.","Under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, what market conclusion follows?",no market harm,"['And it is clear on the face of Santos’s complaint that Santos has not suffered market harm within the meaning of the fourth fair use factor because “[w]e ask not whether the second work would damage the market for the first (by, for example, devaluing it through parody or criticism), but whether it usurps the market for the first by offering a competing substitute.”']","['And it is clear on the face of Santos’s complaint that Santos has not suffered market harm within the meaning of the fourth fair use factor because “[w]e ask not whether the second work would damage the market for the first (by, for example, devaluing it through parody or criticism), but whether it usurps the market for the first by offering a competing substitute.”']",1.0
prefilter_rejected,reviewed,Santos_v_Kimmel,2.0, cannot enforce the Terms of Service,"According to the opinion 'Santos v. Kimmel', Santos’s nonparty status, combined with the lack of any comparable “express declaration,” implies that his direct breach claim under the Cameo Terms of Service means he","According to the opinion 'Santos v. Kimmel', Santos’s nonparty status, combined with the lack of any comparable “express declaration,” implies that his direct breach claim under the Cameo Terms of Service means he cannot enforce the Terms of Service",Multi-Fact Integration,"['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']","Because Santos was a nonparty and the allegedly breached provisions lacked the kind of express third-party language used elsewhere in the contract, he could not sue directly on those terms.","What does Santos’s nonparty status, combined with the lack of any comparable “express declaration,” imply about his direct breach claim under the Cameo Terms of Service?",cannot enforce the Terms of Service,"['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']","['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']",3.0
passed_filter_no_mcqa,reviewed,United_States_v_Constantinescu,1.0, no traditional property interest,"According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been","According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been no traditional property interest",Reasoning Step,"['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","If the indictment really alleged only deprivation of valuable economic information, then it would fail because no traditional property interest would be at stake.","If the district court had been right that the indictment alleged only deprivation of valuable economic information, what would that mean about the charged property interest?",no traditional property interest,"['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']",2.0
passed_filter_no_mcqa,reviewed,United_States_v_Constantinescu,2.0, right-to-control theory,"According to the opinion 'United States v. Constantinescu', if the indictment had alleged only deprivation of potentially valuable economic information, rather than inducing followers to hand over money or property, it would have mirrored the","According to the opinion 'United States v. Constantinescu', if the indictment had alleged only deprivation of potentially valuable economic information, rather than inducing followers to hand over money or property, it would have mirrored the right-to-control theory",Reasoning Step,"['In Ciminelli, the Supreme Court held that a fraud conviction cannot be based solely on the deprivation of valuable economic information.', 'Under the right-to-control theory, the government attempted to “establish wire fraud by showing that the defendant schemed to deprive a victim of potentially valuable economic information necessary to make discretionary economic decisions.”', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","If the allegation were limited to withholding valuable economic information, it would match the right-to-control theory that Ciminelli rejected.","If the indictment had alleged only deprivation of potentially valuable economic information, rather than inducing followers to hand over money or property, what theory would it mirror under Ciminelli?",right-to-control theory,"['In Ciminelli, the Supreme Court held that a fraud conviction cannot be based solely on the deprivation of valuable economic information.', 'Under the right-to-control theory, the government attempted to “establish wire fraud by showing that the defendant schemed to deprive a victim of potentially valuable economic information necessary to make discretionary economic decisions.”', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","['In Ciminelli, the Supreme Court held that a fraud conviction cannot be based solely on the deprivation of valuable economic information.', 'Under the right-to-control theory, the government attempted to “establish wire fraud by showing that the defendant schemed to deprive a victim of potentially valuable economic information necessary to make discretionary economic decisions.”', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']",3.0
passed_filter_no_mcqa,reviewed,United_States_v_Constantinescu,3.0, obtain money,"According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to","According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to obtain money",Multi-Fact Integration,"['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']","Because the statutes reach schemes aimed at obtaining money even without intending net economic harm, the profit-versus-harm distinction fails once the object is obtaining money.",What alleged objective made defendants' claim that they meant to profit rather than harm their followers irrelevant under the opinion's reasoning?,obtain money,"['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']","['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']",4.0
passed_filter_no_mcqa,reviewed,United_States_v_Constantinescu,6.0, scheme to defraud,"According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the","According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the scheme to defraud",Reasoning Step,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']","Since a material misrepresentation intended to deceive is part of the scheme-to-defraud element, truthful posts would undercut that element first.","If the posts had not been false or misleading, which securities-fraud element described by the court would be undermined first?",scheme to defraud,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']","['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']",15.0
prefilter_rejected,reviewed,United_States_v_Constantinescu,0.0, money,"According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely","According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely money",Synthesized Insight,"['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']","If followers were induced to part with money in buying securities, then the protected traditional property interest identified by the court is money.","By alleging that followers were induced to buy securities, what traditional property interest did the court say the indictment alleged defendants obtained from them?",money,"['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']","['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']",1.0
passed_filter_no_mcqa,reviewed,United_States_v_Jaison_Coleman,2.0, within the scope of consent,"According to the opinion 'United States v. Jaison Coleman', because the officers were trying to confirm Coleman posed no danger, the opinion implies that finding him in a separate bedroom during a quick canvas was","According to the opinion 'United States v. Jaison Coleman', because the officers were trying to confirm Coleman posed no danger, the opinion implies that finding him in a separate bedroom during a quick canvas was within the scope of consent",Synthesized Insight,"['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']","Because the welfare check necessarily required scanning the home and locating everyone, finding Coleman in another bedroom during that canvas did not exceed the permission Lisa gave.","Because the officers were trying to confirm Coleman posed no danger, what does the opinion imply about finding him in a separate bedroom during a quick canvas?",within the scope of consent,"['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']","['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']",4.0
passed_filter_no_mcqa,reviewed,United_States_v_Justin_Cutbank,1.0, ownership or control,"According to the opinion 'United States v. Justin Cutbank', when D.F. and C.F. said they had seen Cutbank with the same sawed-off rifle before the charged night, that evidence supported the non-propensity point on the possession issue of","According to the opinion 'United States v. Justin Cutbank', when D.F. and C.F. said they had seen Cutbank with the same sawed-off rifle before the charged night, that evidence supported the non-propensity point on the possession issue of ownership or control",Multi-Fact Integration,"['“Prior possession of a firearm is directly relevant to proving later possession of that same weapon because it helps establish ownership or control of the weapon.”', 'At trial, D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident at issue.', 'The court also overruled a defense objection when C.F., testifying as a government witness, testified that she had seen the gun used during the incident “once or twice” before.']","Because both witnesses said they had seen Cutbank with the same rifle before, the quoted rule shows the evidence supported a non-propensity inference about his relationship to that weapon.","When D.F. and C.F. said they had seen Cutbank with the same sawed-off rifle before the charged night, what non-propensity point did that evidence support on the possession issue?",ownership or control,"['“Prior possession of a firearm is directly relevant to proving later possession of that same weapon because it helps establish ownership or control of the weapon.”', 'At trial, D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident at issue.', 'The court also overruled a defense objection when C.F., testifying as a government witness, testified that she had seen the gun used during the incident “once or twice” before.']","['“Prior possession of a firearm is directly relevant to proving later possession of that same weapon because it helps establish ownership or control of the weapon.”', 'At trial, D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident at issue.', 'The court also overruled a defense objection when C.F., testifying as a government witness, testified that she had seen the gun used during the incident “once or twice” before.']",1.0
passed_filter_no_mcqa,reviewed,United_States_v_Justin_Cutbank,3.0, a pretestimony limiting instruction,"According to the opinion 'United States v. Justin Cutbank,' given these facts, the trial safeguard Cutbank requested that was not required to prevent the confrontation problem he predicted was","According to the opinion 'United States v. Justin Cutbank,' given these facts, the trial safeguard Cutbank requested that was not required to prevent the confrontation problem he predicted was a pretestimony limiting instruction",Synthesized Insight,"['The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.”', 'Here, the record demonstrates the court did not admit hearsay during the trial. In addition, D.F. testified.', 'The Confrontation Clause is satisfied “when the hearsay declarants . . . actually appear in court and testify in person.”']","Since the panel found no hearsay was admitted and the declarant later testified in person, the requested front-end limiting instruction was not needed to avoid the confrontation problem Cutbank predicted.","Given these facts, what trial safeguard Cutbank requested was not required to prevent the confrontation problem he predicted?",a pretestimony limiting instruction,"['The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.”', 'Here, the record demonstrates the court did not admit hearsay during the trial. In addition, D.F. testified.', 'The Confrontation Clause is satisfied “when the hearsay declarants . . . actually appear in court and testify in person.”']","['The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.”', 'Here, the record demonstrates the court did not admit hearsay during the trial. In addition, D.F. testified.', 'The Confrontation Clause is satisfied “when the hearsay declarants . . . actually appear in court and testify in person.”']",3.0
prefilter_rejected,reviewed,United_States_v_Justin_Cutbank,2.0, no reversal,"According to the opinion 'United States v. Justin Cutbank', assuming one of the evidentiary rulings had been mistaken, the court’s harmless-error and cumulative-error statements together implied that the conviction would still stand, with","According to the opinion 'United States v. Justin Cutbank', assuming one of the evidentiary rulings had been mistaken, the court’s harmless-error and cumulative-error statements together implied that the conviction would still stand, with no reversal",Synthesized Insight,"['“this court will not reverse an erroneous evidentiary ruling if the error was harmless. . . . In other words, we will reverse only if the jury may have been substantially swayed by the improperly admitted evidence.”', 'The government’s evidence, both testimonial and physical, was substantial.', 'Thus, the district court’s evidentiary rulings “did not influence or had only a slight influence on the verdict.”', '“We will not overturn a conviction based on the cumulative effect of trial errors unless there is substantial prejudice to the defendant.”']","If the evidence against Cutbank was substantial and any evidentiary mistakes had at most a slight effect on the verdict, then neither individual nor cumulative error justified upsetting the conviction.","Assuming one of the evidentiary rulings had been mistaken, what do the court’s harmless-error and cumulative-error statements together imply about the conviction?",no reversal,"['“this court will not reverse an erroneous evidentiary ruling if the error was harmless. . . . In other words, we will reverse only if the jury may have been substantially swayed by the improperly admitted evidence.”', 'The government’s evidence, both testimonial and physical, was substantial.', 'Thus, the district court’s evidentiary rulings “did not influence or had only a slight influence on the verdict.”', '“We will not overturn a conviction based on the cumulative effect of trial errors unless there is substantial prejudice to the defendant.”']","['“this court will not reverse an erroneous evidentiary ruling if the error was harmless. . . . In other words, we will reverse only if the jury may have been substantially swayed by the improperly admitted evidence.”', 'The government’s evidence, both testimonial and physical, was substantial.', 'Thus, the district court’s evidentiary rulings “did not influence or had only a slight influence on the verdict.”', '“We will not overturn a conviction based on the cumulative effect of trial errors unless there is substantial prejudice to the defendant.”']",2.0
prefilter_rejected,reviewed,United_States_v_Justin_Cutbank,4.0, offense level 35,"According to the opinion 'United States v. Justin Cutbank', if the section 2K2.1(b)(6)(B) enhancement yielded 35 and the Armed Career Criminal Guideline yielded 34, the greater-offense-level rule made the advisory range use","According to the opinion 'United States v. Justin Cutbank', if the section 2K2.1(b)(6)(B) enhancement yielded 35 and the Armed Career Criminal Guideline yielded 34, the greater-offense-level rule made the advisory range use offense level 35",Multi-Fact Integration,"['The PSR recommended a base offense level of 26 because the offense involved a sawed-off firearm described in 26 U.S.C. § 5845(a) and Cutback had at least two prior convictions for crimes of violence, plus a three-level increase because the firearm had an altered/obliterated serial number, a two-level increase because he recklessly created a risk of death or serious bodily injury while fleeing from police, and a four-level increase because he possessed the firearm in connection with another felony offense, for a total offense level of 35.', 'Though the jury found that Cutback had three or more prior violent felony convictions, triggering Armed Career Criminal Act penalties, the Armed Career Criminal Guideline would have produced a total offense level of 34.', 'The Guidelines provide that the greater offense level applies.']","The opinion states two possible offense levels and then says the greater one controls, so the higher of 35 and 34 governed.","If the § 2K2.1(b)(6)(B) enhancement yielded offense level 35 while the Armed Career Criminal Guideline would have yielded 34, which offense level governed the advisory range under the rule quoted by the panel?",35,"['The PSR recommended a base offense level of 26 because the offense involved a sawed-off firearm described in 26 U.S.C. § 5845(a) and Cutback had at least two prior convictions for crimes of violence, plus a three-level increase because the firearm had an altered/obliterated serial number, a two-level increase because he recklessly created a risk of death or serious bodily injury while fleeing from police, and a four-level increase because he possessed the firearm in connection with another felony offense, for a total offense level of 35.', 'Though the jury found that Cutback had three or more prior violent felony convictions, triggering Armed Career Criminal Act penalties, the Armed Career Criminal Guideline would have produced a total offense level of 34.', 'The Guidelines provide that the greater offense level applies.']","['The PSR recommended a base offense level of 26 because the offense involved a sawed-off firearm described in 26 U.S.C. § 5845(a) and Cutback had at least two prior convictions for crimes of violence, plus a three-level increase because the firearm had an altered/obliterated serial number, a two-level increase because he recklessly created a risk of death or serious bodily injury while fleeing from police, and a four-level increase because he possessed the firearm in connection with another felony offense, for a total offense level of 35.', 'Though the jury found that Cutback had three or more prior violent felony convictions, triggering Armed Career Criminal Act penalties, the Armed Career Criminal Guideline would have produced a total offense level of 34.', 'The Guidelines provide that the greater offense level applies.']",4.0
prefilter_rejected,reviewed,United_States_v_Justin_Cutbank,5.0, violence and firearms,"According to the opinion 'United States v. Justin Cutbank', combining Cutbank’s prior record with the offense conduct the court recounted, the common aggravating theme that supported affirming the within-range 292-month sentence was","According to the opinion 'United States v. Justin Cutbank', combining Cutbank’s prior record with the offense conduct the court recounted, the common aggravating theme that supported affirming the within-range 292-month sentence was violence and firearms",Synthesized Insight,"['Cutback had nearly a dozen prior felony convictions, many involving violence and firearms.', 'The offense of conviction involved domestic abuse, kidnaping, assault in the victim’s home in the presence of her children, and injuring a police officer while resisting arrest.', 'The district court did not abuse its substantial sentencing discretion and impose a substantively unreasonable sentence when it sentenced Cutback to a withinrange 292-month term of imprisonment.']",The court linked both his prior record and the charged conduct through a shared aggravating pattern that supported affirming the sentence.,"Combining Cutbank’s prior record with the offense conduct the court recounted, what common aggravating theme supported affirming the within-range 292-month sentence?",violence and firearms,"['Cutback had nearly a dozen prior felony convictions, many involving violence and firearms.', 'The offense of conviction involved domestic abuse, kidnaping, assault in the victim’s home in the presence of her children, and injuring a police officer while resisting arrest.', 'The district court did not abuse its substantial sentencing discretion and impose a substantively unreasonable sentence when it sentenced Cutback to a withinrange 292-month term of imprisonment.']","['Cutback had nearly a dozen prior felony convictions, many involving violence and firearms.', 'The offense of conviction involved domestic abuse, kidnaping, assault in the victim’s home in the presence of her children, and injuring a police officer while resisting arrest.', 'The district court did not abuse its substantial sentencing discretion and impose a substantively unreasonable sentence when it sentenced Cutback to a withinrange 292-month term of imprisonment.']",5.0
prefilter_rejected,reviewed,United_States_v_Justin_Cutbank,6.0, actual consideration,"According to the opinion 'United States v. Justin Cutbank', the record showed that the district court gave the § 3553(a) factors","According to the opinion 'United States v. Justin Cutbank', the record showed that the district court gave the § 3553(a) factors actual consideration",Multi-Fact Integration,"['At sentencing, the court noted its review of the PSR and sentencing memoranda and reviewed § 3553(a) factors that could warrant a variance.', '“To uphold the sentence, we do not require a district court to provide a mechanical recitation of the factors it weighed; it simply must be clear from the record that the district court actually considered the § 3553(a) factors in determining the sentence.”']","Because the court reviewed the sentencing materials and variance-related factors, the record showed the required substantive engagement even without a formulaic factor-by-factor recital.",What did the record show about the district court’s treatment of the § 3553(a) factors?,actual consideration,"['At sentencing, the court noted its review of the PSR and sentencing memoranda and reviewed § 3553(a) factors that could warrant a variance.', '“To uphold the sentence, we do not require a district court to provide a mechanical recitation of the factors it weighed; it simply must be clear from the record that the district court actually considered the § 3553(a) factors in determining the sentence.”']","['At sentencing, the court noted its review of the PSR and sentencing memoranda and reviewed § 3553(a) factors that could warrant a variance.', '“To uphold the sentence, we do not require a district court to provide a mechanical recitation of the factors it weighed; it simply must be clear from the record that the district court actually considered the § 3553(a) factors in determining the sentence.”']",6.0
passed_filter_no_mcqa,reviewed,Williams_v_GoAuto_Insurance,0.0, no signature requirement,"According to the opinion 'Williams v. GoAuto Insurance,' under strict adherence, Louisiana law imposed","According to the opinion 'Williams v. GoAuto Insurance,' under strict adherence, Louisiana law imposed no signature requirement",Synthesized Insight,"['The statute makes no explicit reference to a signature. La. Rev. Stat. § 9.3550(G)(3)(a).', 'Unlike in Benitez, each notice “certifies” the relevant information.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.']","Because the statute does not mention signatures and the notice otherwise contains the required certification, strict adherence does not permit adding a signature requirement.","Under the panel’s reading of strict adherence, what follows about an unsigned APAC notice that otherwise certifies the required information?",no signature required,"['The statute makes no explicit reference to a signature. La. Rev. Stat. § 9.3550(G)(3)(a).', 'Unlike in Benitez, each notice “certifies” the relevant information.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.']","['The statute makes no explicit reference to a signature. La. Rev. Stat. § 9.3550(G)(3)(a).', 'Unlike in Benitez, each notice “certifies” the relevant information.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.']",0.0
prefilter_rejected,reviewed,Williams_v_GoAuto_Insurance,1.0, receipt of the cancellation request,"According to the opinion 'Williams v. GoAuto Insurance,' when APAC's e-mail reached GoAuto's web service before cancellation, GoAuto had","According to the opinion 'Williams v. GoAuto Insurance,' when APAC's e-mail reached GoAuto's web service before cancellation, GoAuto had receipt of the cancellation request",Multi-Fact Integration,"['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']","The court treated the email reaching GoAuto’s computer system as GoAuto’s taking possession, delivery, or custody of the request, which satisfies receipt before cancellation.","Applying the panel’s definition of “receipt,” what did GoAuto have before its system canceled the policy when the email reached GoAuto’s web service?",receipt of notice of cancellation,"['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']","['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']",1.0
