domain_group,document,v14_mcqa_row_index,short_cloze_row_index,old_cloze_probe,old_cloze_target,shortened_cloze_probe,shortened_cloze_target,contextualized_question,old_formatted_question,old_option_a,old_option_b,old_option_c,old_option_d,old_option_e,old_correct_label,fact,source_statement,rewrite_reason
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,68,97,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like",a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of",58×71 mm at both US and MRI imaging,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas. What did the caudal solid component of the pelvic mass seem like on both ultrasound and MRI imaging?","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like
(A) a right ovarian mature cystic teratoma with a prominent Rokitansky nodule measuring 58×71 mm on US and MRI
(B) a pedunculated subserosal leiomyoma arising from the left uterine wall with hyaline degeneration of about 60×70 mm at both US and MRI imaging
(C) a broad-ligament fibroid with torsion and central necrosis of 58×71 mm at both US and MRI imaging
(D) an anterior subserosal myoma of the uterus with red degeneration of 58×71 mm on ultrasound, without clear MRI correlation
(E) a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging",a right ovarian mature cystic teratoma with a prominent Rokitansky nodule measuring 58×71 mm on US and MRI,a pedunculated subserosal leiomyoma arising from the left uterine wall with hyaline degeneration of about 60×70 mm at both US and MRI imaging,a broad-ligament fibroid with torsion and central necrosis of 58×71 mm at both US and MRI imaging,"an anterior subserosal myoma of the uterus with red degeneration of 58×71 mm on ultrasound, without clear MRI correlation",a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging,(E),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging","In the present case, the initial evaluation showed the abdominal masses that appeared as two huge decidualised endometriomas, except for the caudal solid component of the pelvic mass that seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging.",accepted: Specific size and imaging context remains coherent.
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,87,120,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of","an accurate US examination of the size, location, number and distance of uterine myomas from the placenta","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of an accurate US examination of the size, location, number and distance of",uterine myomas from the placenta,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", which imaging examination was shown to be important before the surgical approach for uterine myomas?","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of
(A) an accurate US examination of the size, location, number and distance of uterine myomas from the placenta
(B) measurement of maternal serum hormonal and inflammatory markers to predict leiomyoma growth during pregnancy
(C) serial MRI evaluation of the vascularity, degeneration, and bowel involvement of uterine myomas
(D) conservative management until postpartum because leiomyomas usually decrease in size after delivery
(E) careful Doppler assessment of uterine artery impedance and fetal biometry before deciding on myomectomy","an accurate US examination of the size, location, number and distance of uterine myomas from the placenta",measurement of maternal serum hormonal and inflammatory markers to predict leiomyoma growth during pregnancy,"serial MRI evaluation of the vascularity, degeneration, and bowel involvement of uterine myomas",conservative management until postpartum because leiomyomas usually decrease in size after delivery,careful Doppler assessment of uterine artery impedance and fetal biometry before deciding on myomectomy,(A),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of an accurate US examination of the size, location, number and distance of uterine myomas from the placenta","These papers showed the importance of an accurate US examination of the size, location, number and distance of uterine myomas from the placenta before the surgical approach.",accepted: Coherent specific anatomical suffix after moving the examination details into the probe.
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,57,87,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered",a highly conserved residue and is predicted to be damaging to the protein function.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered a highly conserved residue and is",predicted to be damaging to the protein function.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis. What type of residue did this missense variant alter?","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered
(A) mitochondrial respiratory chain assembly and is therefore considered the primary cause of her neuropathy.
(B) a highly conserved residue and is predicted to be damaging to the protein function.
(C) a canonical splice-site nucleotide and is predicted to result in exon 8 skipping of the PARN transcript.
(D) calcium-sensing signalling and is thought to account for her secondary hyperparathyroidism, electrolyte disturbances and osteoporosis.
(E) a weakly conserved residue and is predicted to be tolerated with little effect on protein function.",mitochondrial respiratory chain assembly and is therefore considered the primary cause of her neuropathy.,a highly conserved residue and is predicted to be damaging to the protein function.,a canonical splice-site nucleotide and is predicted to result in exon 8 skipping of the PARN transcript.,"calcium-sensing signalling and is thought to account for her secondary hyperparathyroidism, electrolyte disturbances and osteoporosis.",a weakly conserved residue and is predicted to be tolerated with little effect on protein function.,(B),"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered a highly conserved residue and is predicted to be damaging to the protein function.",The identified missense variant alters a highly conserved residue and is predicted to be damaging to the protein function.,accepted: Natural clinically meaningful suffix after the conserved residue clause is moved.
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,64,100,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was","intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was intravenous cyanocobalamin","1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", which medication was used to correct the patient’s severe deficiency during treatment?","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was
(A) whole blood transfusions for symptomatic anaemia, followed by oral folate replacement and monthly vitamin supplementation.
(B) oral folic acid 1 mg daily with vitamin D 60 000 IU weekly and elemental calcium supplementation.
(C) intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.
(D) intramuscular hydroxocobalamin 1000 µg on alternate days for 2 weeks, followed by maintenance every 3 months.
(E) intravenous cyanocobalamin 1000 µg weekly for 5 weeks, followed by monthly maintenance.","whole blood transfusions for symptomatic anaemia, followed by oral folate replacement and monthly vitamin supplementation.",oral folic acid 1 mg daily with vitamin D 60 000 IU weekly and elemental calcium supplementation.,"intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","intramuscular hydroxocobalamin 1000 µg on alternate days for 2 weeks, followed by maintenance every 3 months.","intravenous cyanocobalamin 1000 µg weekly for 5 weeks, followed by monthly maintenance.",(C),"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","The patient was treated with intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance to correct severe deficiency.",accepted: Dose schedule remains coherent after moving the drug and route into the probe.
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,89,144,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently","supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently supportive and","tailored to symptom severity, organ transplantation needs and risk factor mitigation","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is tailored to symptom severity, organ transplantation needs, and risk factor mitigation. What type of treatment is currently used for these disorders according to the report?","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently
(A) based mainly on corticosteroids and antifibrotic agents, with routine escalation to long-term immunosuppression
(B) driven primarily by genetic confirmation with next-generation sequencing and telomere length assessment by flow-FISH
(C) centered on early haematopoietic stem cell transplantation as the definitive treatment for most patients
(D) focused on androgen therapy to promote telomere elongation and reverse marrow, hepatic and pulmonary disease
(E) supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation","based mainly on corticosteroids and antifibrotic agents, with routine escalation to long-term immunosuppression",driven primarily by genetic confirmation with next-generation sequencing and telomere length assessment by flow-FISH,centered on early haematopoietic stem cell transplantation as the definitive treatment for most patients,"focused on androgen therapy to promote telomere elongation and reverse marrow, hepatic and pulmonary disease","supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation",(E),"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation","Treatment is currently supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation, although haematopoietic stem cell transplantation can be potentially curative in patients with haematologic manifestations.",accepted: Management description remains coherent after supportive and is moved.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,18,31,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to",a recent shift away from the use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the",use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", what change in practice has mounting evidence led to regarding the use of steroids in anaphylaxis management?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to
(A) stronger preference for 0.3 mg epinephrine auto-injectors in adults.
(B) renewed support for routine corticosteroid administration to prevent biphasic reactions.
(C) a three-tier risk-stratified approach to post-anaphylaxis monitoring.
(D) a stronger emphasis on antihistamines as first-line treatment in anaphylaxis.
(E) a recent shift away from the use of steroids in anaphylaxis.",stronger preference for 0.3 mg epinephrine auto-injectors in adults.,renewed support for routine corticosteroid administration to prevent biphasic reactions.,a three-tier risk-stratified approach to post-anaphylaxis monitoring.,a stronger emphasis on antihistamines as first-line treatment in anaphylaxis.,a recent shift away from the use of steroids in anaphylaxis.,(E),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the use of steroids in anaphylaxis.","However, mounting evidence demonstrates no benefit and even potential harmful effects, leading to a recent shift away from the use of steroids in anaphylaxis.",accepted: Clear clinically meaningful treatment target after moving away from the.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,30,42,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as",a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as a severe and—especially in anaphylactic shock—potentially",life-threatening allergic reaction,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", how is anaphylaxis described in the background section, particularly in relation to allergic reactions and its severity in anaphylactic shock?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as
(A) an IgE-mediated hypersensitivity reaction confined primarily to the skin and mucosa
(B) a delayed allergic response that usually develops only after an asymptomatic period of more than 24 hours
(C) a biphasic or even multiphasic allergic reaction marked by symptom recurrence without re-exposure
(D) a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction
(E) a generally self-limiting allergic event for which observation is unnecessary once symptoms resolve",an IgE-mediated hypersensitivity reaction confined primarily to the skin and mucosa,a delayed allergic response that usually develops only after an asymptomatic period of more than 24 hours,a biphasic or even multiphasic allergic reaction marked by symptom recurrence without re-exposure,a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction,a generally self-limiting allergic event for which observation is unnecessary once symptoms resolve,(D),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction","Anaphylaxis is a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction, and a common cause of presentation to emergency care.",accepted: Natural definition suffix.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,32,45,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed",within the first 24 hours after initial allergen exposure,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed within the first",24 hours after initial allergen exposure,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed after initial allergen exposure within what time frame?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed
(A) within the first 48 hours after the initial anaphylactic reaction
(B) only after re-exposure to the triggering allergen
(C) up to 78 hours after initial allergen exposure
(D) within the first 6 to 12 hours after symptom resolution
(E) within the first 24 hours after initial allergen exposure",within the first 48 hours after the initial anaphylactic reaction,only after re-exposure to the triggering allergen,up to 78 hours after initial allergen exposure,within the first 6 to 12 hours after symptom resolution,within the first 24 hours after initial allergen exposure,(E),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed within the first 24 hours after initial allergen exposure","This reaction is usually observed within the first 24 hours after initial allergen exposure, but reports include symptom recurrence up to 78 hours later.",accepted: Specific timing suffix remains natural.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,45,62,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started",1 hour after oral intake of the first dose of clarithromycin,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started 1 hour after oral intake of the",first dose of clarithromycin,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. How long after oral intake of that first dose did her symptoms start?","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started
(A) 1 hour after oral intake of the first dose of clarithromycin
(B) within the first 12 hours after hospital admission
(C) 1 hour after arriving at the emergency department
(D) 5 days after starting clindamycin for erysipelas
(E) within minutes after oral intake of the first dose of clarithromycin",1 hour after oral intake of the first dose of clarithromycin,within the first 12 hours after hospital admission,1 hour after arriving at the emergency department,5 days after starting clindamycin for erysipelas,within minutes after oral intake of the first dose of clarithromycin,(A),"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started 1 hour after oral intake of the first dose of clarithromycin","Symptoms started 1 hour after oral intake of the first dose of clarithromycin, with symptoms worsening progressively over time.",accepted: Specific exposure suffix remains coherent after timing is moved.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,51,67,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given","slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given slow intravenous injection of 2 mg","clemastine, for treatment of the skin reaction following local guidelines.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin. As part of the initial treatment for her skin reaction, which antihistamine was given by slow intravenous injection?","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given
(A) intramuscular injection of 0.3 mg epinephrine via auto-injector, as first-line treatment for the anaphylactic reaction.
(B) supplemental oxygen (15 L via non-rebreather mask) and 500 mL of normal saline, during initial stabilisation in the ED.
(C) slow intravenous injection of 10 mg chlorphenamine, for treatment of the skin reaction following local guidelines.
(D) slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.
(E) 8 mg of dexamethasone intravenously once, according to the intensive care anaphylaxis protocol.","intramuscular injection of 0.3 mg epinephrine via auto-injector, as first-line treatment for the anaphylactic reaction.","supplemental oxygen (15 L via non-rebreather mask) and 500 mL of normal saline, during initial stabilisation in the ED.","slow intravenous injection of 10 mg chlorphenamine, for treatment of the skin reaction following local guidelines.","slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.","8 mg of dexamethasone intravenously once, according to the intensive care anaphylaxis protocol.",(D),"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.","She promptly received care for a suspected severe allergic reaction, consisting of intramuscular injection of 0.3 mg epinephrine via auto-injector and slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.",accepted: Drug and purpose remain clinically meaningful after route and dose are moved.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,53,69,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and",500 mL of normal saline (sodium chloride 0.9% solution),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and 500 mL of",normal saline (sodium chloride 0.9% solution),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with anaphylaxis after taking clarithromycin. During her initial stabilisation, she received supplemental oxygen and a 500 mL intravenous fluid bolus. What intravenous fluid did she receive?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and
(A) 1 L of lactated Ringer’s solution intravenously
(B) continuous administration of epinephrine via intravenous pump
(C) 8 mg of dexamethasone intravenously once
(D) 30 mg of prednisone intravenously daily for 5 days
(E) 500 mL of normal saline (sodium chloride 0.9% solution)",1 L of lactated Ringer’s solution intravenously,continuous administration of epinephrine via intravenous pump,8 mg of dexamethasone intravenously once,30 mg of prednisone intravenously daily for 5 days,500 mL of normal saline (sodium chloride 0.9% solution),(E),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and 500 mL of normal saline (sodium chloride 0.9% solution)","Additionally, she received supplemental oxygen (15 L via non-rebreather mask) and 500 mL of normal saline (sodium chloride 0.9% solution) during initial stabilisation.",accepted: Fluid identity remains coherent after volume is moved.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,59,81,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was",2 mg of clemastine intravenously twice for treatment of cutaneous symptoms,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was 2 mg of",clemastine intravenously twice for treatment of cutaneous symptoms,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms. What medication was given intravenously twice for this purpose?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was
(A) 8 mg of dexamethasone intravenously once after the first recurrence of anaphylaxis
(B) 10 mg of chlorphenamine intravenously twice for treatment of cutaneous symptoms
(C) 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms
(D) 50 mg of diphenhydramine intravenously twice for urticaria and pruritus
(E) 30 mg of prednisone intravenously daily for 5 days to prevent biphasic anaphylaxis",8 mg of dexamethasone intravenously once after the first recurrence of anaphylaxis,10 mg of chlorphenamine intravenously twice for treatment of cutaneous symptoms,2 mg of clemastine intravenously twice for treatment of cutaneous symptoms,50 mg of diphenhydramine intravenously twice for urticaria and pruritus,30 mg of prednisone intravenously daily for 5 days to prevent biphasic anaphylaxis,(C),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms","Furthermore, she received 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms and an additional 500 mL of normal saline solution during the second episode of anaphylaxis.",accepted: Medication route frequency and indication remain meaningful.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,73,97,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined",during the initial workup of the first anaphylactic episodes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined during the initial workup of the",first anaphylactic episodes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient had multiple anaphylactic episodes after taking clarithromycin, and the authors noted a limitation in the laboratory evaluation. During which phase of care were tryptase levels not determined?","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined
(A) during the recommended 1–2-hour peak window after symptom onset
(B) during follow-up via the allergologist after hospital discharge
(C) before administering intramuscular epinephrine in the emergency department
(D) at baseline a minimum of 24 hours after full clinical resolution
(E) during the initial workup of the first anaphylactic episodes",during the recommended 1–2-hour peak window after symptom onset,during follow-up via the allergologist after hospital discharge,before administering intramuscular epinephrine in the emergency department,at baseline a minimum of 24 hours after full clinical resolution,during the initial workup of the first anaphylactic episodes,(E),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined during the initial workup of the first anaphylactic episodes","Unfortunately, tryptase levels were not determined during the initial workup of the first anaphylactic episodes, meaning that the recommended intervals for tryptase level evaluation were not adhered to.",accepted: Specific episode context remains coherent after workup wording is moved.
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,81,105,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because","risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because risking renewed serious anaphylaxis through, for example,",skin testing was not deemed proportional,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", no allergy confirmation test was performed after the patient’s multiphasic anaphylactic reaction to clarithromycin. Why was skin testing not done in this case?","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because
(A) risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional
(B) clarithromycin hypersensitivity was thought to be better confirmed by delayed laboratory testing than by skin prick testing
(C) persistently elevated tryptase levels and probable systemic mastocytosis were considered sufficient to explain the reaction
(D) ongoing antihistamine treatment with levocetirizine would have made immediate skin testing difficult to interpret
(E) the recommended sequence of acute and baseline tryptase sampling had not been completed at the proper intervals","risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional",clarithromycin hypersensitivity was thought to be better confirmed by delayed laboratory testing than by skin prick testing,persistently elevated tryptase levels and probable systemic mastocytosis were considered sufficient to explain the reaction,ongoing antihistamine treatment with levocetirizine would have made immediate skin testing difficult to interpret,the recommended sequence of acute and baseline tryptase sampling had not been completed at the proper intervals,(A),"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", skin testing was not done after the patient’s multiphasic anaphylactic reaction to clarithromycin because risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional","No allergy confirmation test was performed, as risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional, underpinned by the relative ease with which further exposure can be avoided.",accepted: Coherent clinical rationale remains after example framing is moved.
