document,row_1based_before_drop,old_target,new_target,method,probe_repaired,old_probe,new_probe
legal/United_States_v_Constantinescu,29,to cause some harm to result from the deceit.,cause some harm to result from the deceit,source_wording,no,"In the case ""United States v. Constantinescu"", the opinion explains that the securities fraud statute’s “intent to defraud” element requires an intent to do two things, the second of which is","In the case ""United States v. Constantinescu"", the opinion explains that the securities fraud statute’s “intent to defraud” element requires an intent to do two things, the second of which is"
legal/United_States_v_Jaison_Coleman,2,friendly and said they would not bite.,friendly and would not bite.,source_wording,no,"In the case ""United States v. Jaison L. Coleman"", after Lisa Coleman agreed to let Officer Jamie Kizer come inside, she described her dogs as","In the case ""United States v. Jaison L. Coleman"", after Lisa Coleman agreed to let Officer Jamie Kizer come inside, she described her dogs as"
legal/United_States_v_Jaison_Coleman,20,the scope of Lisa Coleman’s consent once inside the home.,the scope of Lisa’s consent once inside,source_wording,no,"In the case ""United States v. Jaison L. Coleman"", the district court found that the officers did not exceed","In the case ""United States v. Jaison L. Coleman"", the district court found that the officers did not exceed"
legal/United_States_v_Jaison_Coleman,48,freely and voluntarily given.,“freely and voluntarily” given.,source_quote,no,"In the case ""United States v. Jaison L. Coleman"", the Supreme Court said consent must be","In the case ""United States v. Jaison L. Coleman"", the Supreme Court said consent must be"
legal/United_States_v_Jaison_Coleman,55,“objective reasonableness.”,"“objective reasonableness,”",source_punctuation,no,"In the case ""United States v. Jaison L. Coleman"", courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of","In the case ""United States v. Jaison L. Coleman"", courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of"
legal/United_States_v_Jaison_Coleman,65,to make sure the kids were okay,to make sure [the kids are okay].,source_bracket,no,"In the case ""United States v. Jaison L. Coleman"", Coleman focused on Officer Kizer’s statement that the officers almost needed to come inside","In the case ""United States v. Jaison L. Coleman"", Coleman focused on Officer Kizer’s statement that the officers almost needed to come inside"
legal/United_States_v_Justin_Cutbank,49,her sister had been killed by a gun.,[her] sister was killed by a gun,source_bracket,no,"In the case ""United States v. Justin Lyle Cutbank"", during cross-examination about D.F.’s prior inconsistent statements concerning the gun, D.F. said she did not like guns because","In the case ""United States v. Justin Lyle Cutbank"", during cross-examination about D.F.’s prior inconsistent statements concerning the gun, D.F. said she did not like guns because"
legal/United_States_v_Justin_Cutbank,68,the PSR’s factual statements regarding Cutbank’s prior felony convictions.,the PSR’s factual statements regarding Cutback’s prior felony convictions,source_typo,no,"In the case ""United States v. Justin Lyle Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted without objection","In the case ""United States v. Justin Lyle Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted without objection"
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,12,the patient's unusual clinical course.,the patient’s unusual clinical course.,source_apostrophe,no,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was"
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,9,sleep-disordered breathing is suspected.,sleep-disordered breathing.,source_wording,no,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,54,flexible nasendoscopy was performed.,flexible nasendoscopy performed,source_wording,yes,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s,","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s, the documented examination was"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,104,an allergy confirmation test.,No allergy confirmation test,source_negation,yes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after multiphasic anaphylaxis to clarithromycin, the omitted test was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after multiphasic anaphylaxis to clarithromycin, the omitted allergy-confirmation workup was"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,90,a progressive decline in beta-cell function.,a progressive decline in β-cell function,replace_beta-cell_strip_period,no,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", HNF1A mutations lead to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", HNF1A mutations lead to"
