document,row_1based_before_drop,target,probe,fact,reason,candidate_target,score,candidate_source_ok,v12_raw_knowledge_statement
arxiv/OFT,180, $\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the constraint imposed on the orthogonal matrix $\bm{R}$ in the OFT formulation for a pretrained fully connected layer is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the constraint imposed on the orthogonal matrix $\bm{R}$ in the OFT formulation for a pretrained fully connected layer is $\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}$.",target_not_exact_source_span,\bm{R}\in\mathbb{R}^{d \times d}$,0.725,True,"Formally, OFT seeks to optimize the orthogonal matrix $\thickmuskip=2mu \medmuskip=2mu \bm{R}\in\mathbb{R}^{d \times d}$ for a pretrained fully connected layer $\thickmuskip=2mu \medmuskip=2mu\bm{W}^0\in\mathbb{R}^{d\times n}$, changing the forward pass from $\thickmuskip=2mu \medmuskip=2mu\bm{z}=(\bm{W}^0)^\top\bm{x}$ to

\begin{equation}\label{eq:oft_general}
    \footnotesize
    \bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}
\end{equation}

where $\bm{W}$ denotes the OFT-finetuned weight matrix and $\bm{I}$ is an identity matrix."
arxiv/OFT,195, $\text{O}(\frac{d}{r})$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the block-diagonal parameterization of the orthogonal matrix $\bm{R}$ with $r$ blocks, each block $\bm{R}_i$ belongs to the orthogonal group","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the block-diagonal parameterization of the orthogonal matrix $\bm{R}$ with $r$ blocks, each block $\bm{R}_i$ belongs to the orthogonal group $\text{O}(\frac{d}{r})$",target_not_exact_source_span,\text{O}(\frac{d}{r}),1.100,True,"To address this, we propose to represent $\bm{R}$ with a block-diagonal matrix with $r$ blocks, leading to the following form:

\begin{equation}
    \footnotesize
    \bm{R}=\text{diag}(\bm{R}_1,\bm{R}_2,\cdots,\bm{R}_r)=\begin{bmatrix}
    \bm{R}_1\in \text{O}(\frac{d}{r}) &  &\\
    &\ddots & \\
    & & \bm{R}_r\in \text{O}(\frac{d}{r})
    \end{bmatrix}\in \text{O}(d)
\end{equation}

where $\text{O}(d)$ denotes the orthogonal group in dimension $d$, and $\thickmuskip=2mu \medmuskip=2mu \bm{R}\in\mathbb{R}^{d\times d}$ and $\thickmuskip=2mu \medmuskip=2mu \bm{R}_i\in\mathbb{R}^{d/r\times d/r},\forall i$ are orthogonal matrices."
arxiv/OFT,199, $d(d-1)/2$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", an orthogonal matrix of size $d\times d$ has","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", an orthogonal matrix of size $d\times d$ has $d(d-1)/2$",target_not_exact_source_span,d(d-1)/2$,1.100,True,"For an orthogonal matrix with size $\thickmuskip=2mu \medmuskip=2mu d\times d$, the number of parameters is $\thickmuskip=2mu \medmuskip=2mu d(d-1)/2$, resulting in a complexity of $\mathcal{O}(d^2)$."
arxiv/OFT,203, $r'(d+n)$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for LoRA with a low-rank parameter $r'$, the number of trainable parameters is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for LoRA with a low-rank parameter $r'$, the number of trainable parameters is $r'(d+n)$",target_not_exact_source_span,r'(d+n)$.,1.100,True,"For LoRA with a low-rank parameter $r'$, we have its number of trainable parameters as $\thickmuskip=2mu \medmuskip=2mu r'(d+n)$."
arxiv/OFT,209, $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in COFT's forward pass, the expression for the transformed output $\bm{z}$ in terms of $\bm{W}$, $\bm{x}$, $\bm{R}$, and the pretrained weight matrix $\bm{W}^0$ under the orthogonality and $\epsilon$-deviation constraints is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in COFT's forward pass, the expression for the transformed output $\bm{z}$ in terms of $\bm{W}$, $\bm{x}$, $\bm{R}$, and the pretrained weight matrix $\bm{W}^0$ under the orthogonality and $\epsilon$-deviation constraints is $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$",target_not_exact_source_span,"\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I},~\norm{\bm{R}-\bm{I}}\leq",0.691,True,"Specifically, COFT uses the following forward pass:

\begin{equation}\label{eq:coft_general}
    \footnotesize
    \bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I},~\norm{\bm{R}-\bm{I}}\leq \epsilon
\end{equation}

which has an orthogonality constraint and an $\epsilon$-deviation constraint to an identity matrix."
arxiv/OFT,210, $\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}$,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", COFT defines its forward pass as $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$ with both an orthogonality condition and an $\epsilon$-deviation constraint. The constraint on $\bm{R}$ that enforces orthogonality in this forward pass is","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", COFT defines its forward pass as $\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x}$ with both an orthogonality condition and an $\epsilon$-deviation constraint. The constraint on $\bm{R}$ that enforces orthogonality in this forward pass is $\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I}$",target_not_exact_source_span,"\bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I},~\norm{\bm{R}-\bm{I}}\leq",0.550,True,"Specifically, COFT uses the following forward pass:

\begin{equation}\label{eq:coft_general}
    \footnotesize
    \bm{z}=\bm{W}^\top\bm{x}=(\bm{R}\cdot\bm{W}^0)^\top\bm{x},~~~\text{s.t.}~\bm{R}^\top\bm{R}=\bm{R}\bm{R}^\top=\bm{I},~\norm{\bm{R}-\bm{I}}\leq \epsilon
\end{equation}

which has an orthogonality constraint and an $\epsilon$-deviation constraint to an identity matrix."
arxiv/OFT,213, $\|\bm{Q}-\bm{0}\|\leq\epsilon'$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", after moving the deviation constraint $\|\bm{R}-\bm{I}\|\leq\epsilon$ inside the Cayley transform for the orthogonal matrix $\bm{R}$, the equivalent constraint imposed on $\bm{Q}$ is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", after moving the deviation constraint $\|\bm{R}-\bm{I}\|\leq\epsilon$ inside the Cayley transform for the orthogonal matrix $\bm{R}$, the equivalent constraint imposed on $\bm{Q}$ is $\|\bm{Q}-\bm{0}\|\leq\epsilon'$",target_not_exact_source_span,\|\bm{Q}-\bm{0}\|\leq\epsilon'$,1.100,True,"Therefore, we can move the constraint $\thickmuskip=2mu \medmuskip=2mu\|\bm{R}-\bm{I}\|\leq\epsilon$ inside the Cayley transform, and the equivalent constraint is $\thickmuskip=2mu \medmuskip=2mu \|\bm{Q}-\bm{0}\|\leq\epsilon'$ where $\bm{0}$ denotes an all-zero matrix and $\epsilon'$ is another error hyperparameter (different than $\epsilon$)."
arxiv/OFT,241, $(\bm{R}-\bm{I})\bm{W}^0$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the authors rewrite OFT's forward pass in their connection to LoRA, the expression analogous to LoRA's low-rank weight update is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the authors rewrite OFT's forward pass in their connection to LoRA, the expression analogous to LoRA's low-rank weight update is $(\bm{R}-\bm{I})\bm{W}^0$.",target_not_exact_source_span,(\bm{R}-\bm{I})\bm{W}^0$,1.100,True,We can rewrite OFT's forward pass as $\thickmuskip=2mu \medmuskip=2mu \bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$ where $\thickmuskip=2mu \medmuskip=2mu (\bm{R}-\bm{I})\bm{W}^0$ is analogous to LoRA's low-rank weight update.
arxiv/OFT,242, $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT's forward pass can be rewritten in terms of the pretrained weight matrix $\bm{W}^0$ and the orthogonal transform $\bm{R}$ as","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT's forward pass can be rewritten in terms of the pretrained weight matrix $\bm{W}^0$ and the orthogonal transform $\bm{R}$ as $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$",target_not_exact_source_span,\medmuskip=2mu \bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$,1.020,True,We can rewrite OFT's forward pass as $\thickmuskip=2mu \medmuskip=2mu \bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}=(\bm{W}^0+(\bm{R}-\bm{I})\bm{W}^0)^\top\bm{x}$ where $\thickmuskip=2mu \medmuskip=2mu (\bm{R}-\bm{I})\bm{W}^0$ is analogous to LoRA's low-rank weight update.
arxiv/OFT,243,$\bm{R}-\bm{I}$ is low-rank.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" OFT also performs a low-rank weight update, given that $\bm{W}^0$ is typically full-rank, when","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" OFT also performs a low-rank weight update, given that $\bm{W}^0$ is typically full-rank, when $\bm{R}-\bm{I}$ is low-rank.",target_not_exact_source_span,\bm{R}-\bm{I}$ is low-rank.,1.100,True,"Since $\bm{W}^0$ is typically full-rank, OFT also performs low-rank weight update when $\thickmuskip=2mu \medmuskip=2mu \bm{R}-\bm{I}$ is low-rank."
arxiv/OFT,259, the learned orthogonal matrix \bm{R}.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", during the inference stage, the pretrained weight matrix $\bm{W}^0$ is multiplied by","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", during the inference stage, the pretrained weight matrix $\bm{W}^0$ is multiplied by the learned orthogonal matrix \bm{R}.",target_not_exact_source_span,the learned orthogonal matrix $\bm{R}$,1.100,True,"In the inference stage, we can simply multiply the learned orthogonal matrix $\bm{R}$ into the pretrained weight matrix $\bm{W}^0$ and obtain an equivalent weight matrix $\thickmuskip=2mu \medmuskip=2mu \bm{W}=\bm{R}\bm{W}^0$."
arxiv/OFT,260, $\bm{W}=\bm{R}\bm{W}^0$,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the inference stage of OFT, the authors obtain the equivalent weight matrix by multiplying the learned orthogonal matrix $\bm{R}$ into the pretrained weight matrix $\bm{W}^0$, which is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the inference stage of OFT, the authors obtain the equivalent weight matrix by multiplying the learned orthogonal matrix $\bm{R}$ into the pretrained weight matrix $\bm{W}^0$, which is $\bm{W}=\bm{R}\bm{W}^0$",target_not_exact_source_span,\bm{W}=\bm{R}\bm{W}^0$.,1.100,True,"In the inference stage, we can simply multiply the learned orthogonal matrix $\bm{R}$ into the pretrained weight matrix $\bm{W}^0$ and obtain an equivalent weight matrix $\thickmuskip=2mu \medmuskip=2mu \bm{W}=\bm{R}\bm{W}^0$."
arxiv/OFT,376,convergence of the Neumann series in the operator norm,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the Neumann-series approximation assumes:","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the Neumann-series approximation assumes: convergence of the Neumann series in the operator norm",target_not_exact_source_span,"the Neumann \looseness=-1 {\parfillskip=0pt\par}

series converges in the operator norm).",0.816,True,"To gain more insights on the Cayley transform, we apply the Neumann series to approximate $\thickmuskip=2mu \medmuskip=2mu \bm{R}=(\bm{I}+\bm{Q})(I-\bm{Q})^{-1}$ as $\thickmuskip=2mu \medmuskip=2mu \bm{R}\approx\bm{I}+2\bm{Q}+\mathcal{O}(\bm{Q}^2)$ (under the assumption that the Neumann \looseness=-1 {\parfillskip=0pt\par}

series converges in the operator norm)."
arxiv/QLoRA,65, $\frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}}$,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the expression given for the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ before it is shown to equal $\mathbf{X}^{\text{FP32}}$ is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the expression given for the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ before it is shown to equal $\mathbf{X}^{\text{FP32}}$ is $\frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}}$",target_not_exact_source_span,\frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}},1.100,True,"Dequantization is the inverse:

\begin{equation}
    \text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}}) = \frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}} = \mathbf{X}^{\text{FP32}}
\end{equation}"
arxiv/QLoRA,66, $\mathbf{X}^{\text{FP32}}$.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of quantizing an FP32 tensor into an Int8 tensor, the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ recovers the FP32 tensor","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of quantizing an FP32 tensor into an Int8 tensor, the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ recovers the FP32 tensor $\mathbf{X}^{\text{FP32}}$.",target_not_exact_source_span,\mathbf{X}^{\text{FP32}},1.100,True,"Dequantization is the inverse:

\begin{equation}
    \text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}}) = \frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}} = \mathbf{X}^{\text{FP32}}
\end{equation}"
arxiv/QLoRA,78, $s\mathbf{X}\mathbf{L}_1\mathbf{L}_2$,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", for a projection ${\mathbf{X} \mathbf{W} = \mathbf{Y}}$, the expression for $\mathbf{Y}$ adds the term","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", for a projection ${\mathbf{X} \mathbf{W} = \mathbf{Y}}$, the expression for $\mathbf{Y}$ adds the term $s\mathbf{X}\mathbf{L}_1\mathbf{L}_2$",target_not_exact_source_span,s\mathbf{X}\mathbf{L}_1\mathbf{L}_2,1.100,True,"Given a projection ${\mathbf{X} \mathbf{W} = \mathbf{Y}}$ with $\mathbf{X}\in  \mathbb{R}^{b\times h}$, $\mathbf{W}\in  \mathbb{R}^{h\times o}$ LoRA computes:

\begin{equation}
    \mathbf{Y} = \mathbf{X}\mathbf{W} + s\mathbf{X}\mathbf{L}_1\mathbf{L}_2,
\end{equation}

where $\mathbf{L}_1\in  \mathbb{R}^{h\times r}$ and $\mathbf{L}_2\in  \mathbb{R}^{r\times o}$, and $s$ is a scalar."
arxiv/QLoRA,116, $\frac{1}{2}\left( Q_X\left(\frac{i}{2^k+1}\right) + Q_X\left(\frac{i+1}{2^k+1}\right)\right)$.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the $2^k$ values $q_i$ of the data type are estimated using the quantile function $Q_X(\cdot)$ of the standard normal distribution $N(0,1)$ by","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the $2^k$ values $q_i$ of the data type are estimated using the quantile function $Q_X(\cdot)$ of the standard normal distribution $N(0,1)$ by $\frac{1}{2}\left( Q_X\left(\frac{i}{2^k+1}\right) + Q_X\left(\frac{i+1}{2^k+1}\right)\right)$.",target_not_exact_source_span,= \frac{1}{2}\left( Q_X\left(\frac{i}{2^k+1}\right) + Q_X\left(\frac{i+1}{2^k+1}\right)\right),1.100,True,"More formally, we estimate the $2^k$ values $q_i$ of the data type as follows:

\begin{equation}
q_i  = \frac{1}{2}\left( Q_X\left(\frac{i}{2^k+1}\right) + Q_X\left(\frac{i+1}{2^k+1}\right)\right),
\end{equation}

where $Q_X(\cdot)$ is the quantile function of the standard normal distribution $N(0,1)$."
arxiv/fa3,62,$\mathbb{R}^{N \times d}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the single-head attention formulation, $\mathbf{Q}, \mathbf{K}, \mathbf{V}$ denote the query, key, and value input sequences for a head and belong to","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the single-head attention formulation, $\mathbf{Q}, \mathbf{K}, \mathbf{V}$ denote the query, key, and value input sequences for a head and belong to $\mathbb{R}^{N \times d}$.",target_not_exact_source_span,\mathbb{R}^{N \times d}$,1.100,True,"Let $\mathbf{Q}, \mathbf{K}, \mathbf{V} \in \mathbb{R}^{N \times d}$ be the query, key and value input sequences associated to a single head, where $N$ is the sequence length and $d$ is the head dimension."
arxiv/fa3,71,$\mathbf{P}^\top \mathbf{dO}$,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the backward pass of multi-head attention, given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$, $\mathbf{dV}$ is computed as","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the backward pass of multi-head attention, given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$, $\mathbf{dV}$ is computed as $\mathbf{P}^\top \mathbf{dO}$",target_not_exact_source_span,\mathbf{P}^\top \mathbf{dO},1.100,True,"Given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$, we compute $\mathbf{dQ}$, $\mathbf{dK}$, and $\mathbf{dV}$ according to the chain rule as follows:

\begin{align*}
  \mathbf{dV} &= \mathbf{P}^\top \mathbf{dO} \in \mathbb{R}^{N \times d} \\
  \mathbf{dP} &= \mathbf{dO} \mathbf{V}^\top \in \mathbb{R}^{N \times N} \\
  \mathbf{dS} &= \mathrm{dsoftmax} (\mathbf{dP}) \in \mathbb{R}^{N \times N} \\
  \mathbf{dQ} &= \alpha \mathbf{dS} \mathbf{K} \in \mathbb{R}^{N \times d} \\
  \mathbf{dK} &= \alpha \mathbf{dS}^\top \mathbf{Q} \in \mathbb{R}^{N \times d},
\end{align*}

Here, we have that $\mathbf{d}s = (\mathrm{diag}(p) - p p^\top)\mathbf{d}p$ for $p = \mathrm{softmax}(s)$ as a function of a vector $s$, and we write $\mathrm{dsoftmax}(\mathbf{dP})$ for this formula applied row-wise."
arxiv/fa3,72, $\alpha \mathbf{dS} \mathbf{K}$.,"According to the paper **""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision""**, in the backward pass of multi-head attention, given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$ and the chain-rule expressions for $\mathbf{dV}$, $\mathbf{dP}$, and $\mathbf{dS}$, $\mathbf{dQ}$ is computed as","According to the paper **""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision""**, in the backward pass of multi-head attention, given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$ and the chain-rule expressions for $\mathbf{dV}$, $\mathbf{dP}$, and $\mathbf{dS}$, $\mathbf{dQ}$ is computed as $\alpha \mathbf{dS} \mathbf{K}$.",target_not_exact_source_span,\mathbf{dS} \mathbf{K},1.100,True,"Given the output gradient $\mathbf{dO} \in \mathbb{R}^{N \times d}$, we compute $\mathbf{dQ}$, $\mathbf{dK}$, and $\mathbf{dV}$ according to the chain rule as follows:

\begin{align*}
  \mathbf{dV} &= \mathbf{P}^\top \mathbf{dO} \in \mathbb{R}^{N \times d} \\
  \mathbf{dP} &= \mathbf{dO} \mathbf{V}^\top \in \mathbb{R}^{N \times N} \\
  \mathbf{dS} &= \mathrm{dsoftmax} (\mathbf{dP}) \in \mathbb{R}^{N \times N} \\
  \mathbf{dQ} &= \alpha \mathbf{dS} \mathbf{K} \in \mathbb{R}^{N \times d} \\
  \mathbf{dK} &= \alpha \mathbf{dS}^\top \mathbf{Q} \in \mathbb{R}^{N \times d},
\end{align*}

Here, we have that $\mathbf{d}s = (\mathrm{diag}(p) - p p^\top)\mathbf{d}p$ for $p = \mathrm{softmax}(s)$ as a function of a vector $s$, and we write $\mathrm{dsoftmax}(\mathbf{dP})$ for this formula applied row-wise."
arxiv/fa3,120, $\mathbb{R}^{B_r \times d}$,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the shape of $\mathbf{Q}_i$ in the requirements of the FlashAttention-3 forward pass without intra-consumer overlapping — CTA view algorithm is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the shape of $\mathbf{Q}_i$ in the requirements of the FlashAttention-3 forward pass without intra-consumer overlapping — CTA view algorithm is $\mathbb{R}^{B_r \times d}$",target_not_exact_source_span,\mathbb{R}^{B_r \times d}$,1.100,True,"\REQUIRE Matrices $\mathbf{Q}_i \in \mathbb{R}^{B_r \times d}$ and $\mathbf{K}, \mathbf{V} \in \mathbb{R}^{N \times d}$ in HBM, key block size $B_c$ with $T_c = \lceil \frac{N}{B_c} \rceil$."
arxiv/fa3,155, $\mathbb{R}^{B_r \times d}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the consumer warpgroup forward pass, the shape of the matrix $\mathbf{Q}_i$ in the requirement that $\mathbf{Q}_i$, $\mathbf{K}$, and $\mathbf{V}$ are matrices in HBM is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the consumer warpgroup forward pass, the shape of the matrix $\mathbf{Q}_i$ in the requirement that $\mathbf{Q}_i$, $\mathbf{K}$, and $\mathbf{V}$ are matrices in HBM is $\mathbb{R}^{B_r \times d}$.",target_not_exact_source_span,\mathbb{R}^{B_r \times d}$,1.100,True,"\REQUIRE  Matrices $\mathbf{Q}_i \in \mathbb{R}^{B_r \times d}$ and $\mathbf{K}, \mathbf{V} \in \mathbb{R}^{N \times d}$ in HBM, key block size $B_c$ with $T_c = \lceil \frac{N}{B_c} \rceil$."
arxiv/fa3,156,$(0)$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the FlashAttention-3 consumer warpgroup forward pass algorithm, during on-chip initialization, \mathbf{O}_i is set to","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the FlashAttention-3 consumer warpgroup forward pass algorithm, during on-chip initialization, \mathbf{O}_i is set to $(0)$.",target_not_exact_source_span,(0),1.100,True,"On-chip, initialize $\mathbf{O}_i = (0) \in \mathbb{R}^{B_r \times d}$ and $\ell_i, m_i = (0), (-\infty) \in \mathbb{R}^{B_r}$."
arxiv/fa3,157, $(-\infty)$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the on-chip initialization of the consumer warpgroup forward pass, the value assigned to $m_i$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the on-chip initialization of the consumer warpgroup forward pass, the value assigned to $m_i$ is $(-\infty)$.
",target_not_exact_source_span,On-chip,0.100,True,"On-chip, initialize $\mathbf{O}_i = (0) \in \mathbb{R}^{B_r \times d}$ and $\ell_i, m_i = (0), (-\infty) \in \mathbb{R}^{B_r}$."
arxiv/fa3,167, $\tilde{\mathbf{P}}_{\mathrm{last}} \mathbf{V}_{T_c - 1}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the epilogue of the \cref{alg:flash3_wgmma} algorithm, after waiting for $\mathbf{V}_{T_c - 1}$ to be loaded in shared memory, the term added to $\mathbf{O}_{i}$ using WGMMA is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the epilogue of the \cref{alg:flash3_wgmma} algorithm, after waiting for $\mathbf{V}_{T_c - 1}$ to be loaded in shared memory, the term added to $\mathbf{O}_{i}$ using WGMMA is $\tilde{\mathbf{P}}_{\mathrm{last}} \mathbf{V}_{T_c - 1}$.",target_not_exact_source_span,\tilde{\mathbf{P}}_{\mathrm{last}} \mathbf{V}_{T_c - 1}$,1.100,True,"Compute
      $\mathbf{O}_{i} = \mathbf{O}_{i} + \tilde{\mathbf{P}}_{\mathrm{last}} \mathbf{V}_{T_c - 1}$ using WGMMA."
arxiv/fa3,206,"columns 0, 1, 8, and 9.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the register permutation for the logical shape of the P tile, become the first four columns after the maneuver.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the register permutation for the logical shape of the P tile, become the first four columns after the maneuver. columns 0, 1, 8, and 9.",target_not_exact_source_span,columns $0189$,0.874,True,"In terms of the logical shape of the $\mathbf{P}$ tile, this manuever permutes its columns (e.g., columns $0189$ now become the first four columns)."
arxiv/fa3,215, a random orthogonal matrix \mathbf{M},"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the incoherent processing step used to even out outliers before quantizing to FP8, \mathbf{Q} and \mathbf{K} are multiplied with","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the incoherent processing step used to even out outliers before quantizing to FP8, \mathbf{Q} and \mathbf{K} are multiplied with a random orthogonal matrix \mathbf{M}",target_not_exact_source_span,a random orthogonal matrix $\mathbf{M}$,1.100,True,"to even out outliers, we multiply
  $\mathbf{Q}$ and $\mathbf{K}$ with a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8."
arxiv/fa3,231,75%.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the fraction of theoretical maximum TFLOPs/s that FlashAttention-3 reaches on H100 GPUs is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the fraction of theoretical maximum TFLOPs/s that FlashAttention-3 reaches on H100 GPUs is 75%.",target_not_exact_source_span,75\%,1.100,True,"\textsc{FlashAttention-3} reaches up to 740 TFLOPs/s, 75\% of the theoretical maximum TFLOPs/s on H100 GPUs."
