document,row_1based_pre_sanity_v13,decision,reason,target,probe,fact
arxiv/OFT,334,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, controllable generation.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that the control consistency metric is introduced to evaluate the performance of","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that the control consistency metric is introduced to evaluate the performance of controllable generation.
"
arxiv/OFT,362,still_dropped_hard_criteria,hard drop from reviewer/judge list, subject-driven generation.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that their orthogonal finetuning method targets two text-to-image applications, one of which is","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that their orthogonal finetuning method targets two text-to-image applications, one of which is subject-driven generation.
"
arxiv/OFT,384,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, depth-wise convolution kernels~\cite{chollet2017xception},"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the authors discuss finetuning convolution layers with OFT and set the number of blocks in $\bm{R}$ equal to the number of input channels, each block transforms a unique neuron channel. This setup is described as being similar to learning","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when the authors discuss finetuning convolution layers with OFT and set the number of blocks in $\bm{R}$ equal to the number of input channels, each block transforms a unique neuron channel. This setup is described as being similar to learning depth-wise convolution kernels~\cite{chollet2017xception}"
arxiv/QLoRA,18,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, add desirable or remove undesirable behaviors.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", besides improving performance, finetuning large language models can","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", besides improving performance, finetuning large language models can add desirable or remove undesirable behaviors.
"
arxiv/QLoRA,20,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, LLaMA 65B parameter model,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the kind of model cited as requiring more than 780 GB of GPU memory for regular 16-bit finetuning is the","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the kind of model cited as requiring more than 780 GB of GPU memory for regular 16-bit finetuning is the LLaMA 65B parameter model
"
arxiv/QLoRA,36,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, instruction tuning datasets.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" the authors trained more than 1,000 models across several model architectures and parameter sizes between 80M and 65B on","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" the authors trained more than 1,000 models across several model architectures and parameter sizes between 80M and 65B on instruction tuning datasets.
"
arxiv/QLoRA,62,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," $[-127, 127]$.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the range used for the Int8 tensor in the example of quantizing a 32-bit Floating Point (FP32) tensor to Int8 is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the range used for the Int8 tensor in the example of quantizing a 32-bit Floating Point (FP32) tensor to Int8 is $[-127, 127]$.
"
arxiv/QLoRA,74,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $n$ quantization constants $c_i$,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the input tensor $\mathbf{X}\in \mathbb{R}^{b\times h}$ is chunked into $n$ contiguous blocks of size $B$ and these blocks are quantized independently with Equation~1, the quantized tensor is created along with","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the input tensor $\mathbf{X}\in \mathbb{R}^{b\times h}$ is chunked into $n$ contiguous blocks of size $B$ and these blocks are quantized independently with Equation~1, the quantized tensor is created along with $n$ quantization constants $c_i$
"
arxiv/QLoRA,94,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 4-bit.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the low-precision storage data type that \textsc{QLoRA} usually uses is","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the low-precision storage data type that \textsc{QLoRA} usually uses is 4-bit.
"
arxiv/QLoRA,107,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a quantization constant.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the distribution of input tensors must be fixed up to","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the distribution of input tensors must be fixed up to a quantization constant.
"
arxiv/QLoRA,137,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, when the GPU runs out-of-memory.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of paged optimizers that use NVIDIA unified memory for optimizer states, those optimizer states are automatically evicted to CPU RAM before being paged back into GPU memory during the optimizer update step","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of paged optimizers that use NVIDIA unified memory for optimizer states, those optimizer states are automatically evicted to CPU RAM before being paged back into GPU memory during the optimizer update step when the GPU runs out-of-memory.
"
arxiv/QLoRA,142,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 64.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the blocksize used for $\mathbf{W}$ to achieve higher quantization precision is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the blocksize used for $\mathbf{W}$ to achieve higher quantization precision is 64.
"
arxiv/QLoRA,145,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", during the computation of parameter updates for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, an additional required quantity is","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", during the computation of parameter updates for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, an additional required quantity is $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$.
"
arxiv/QLoRA,147,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, BFloat16 precision.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when computing the gradient needed for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ is calculated after dequantizing from storage $\mathbf{W}^{\text{NF4}}$ via equation~(5) in","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when computing the gradient needed for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ is calculated after dequantizing from storage $\mathbf{W}^{\text{NF4}}$ via equation~(5) in BFloat16 precision.
"
arxiv/QLoRA,159,still_dropped_hard_criteria,hard drop from reviewer/judge list, zero-shot accuracy and perplexity.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors use the setup of Dettmers et al. to study the advantages of NF4 over other 4-bit data types across OPT, LLaMA, BLOOM, and Pythia models with sizes from 125m to 13B, the post-quantization metrics they measure are","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors use the setup of Dettmers et al. to study the advantages of NF4 over other 4-bit data types across OPT, LLaMA, BLOOM, and Pythia models with sizes from 125m to 13B, the post-quantization metrics they measure are zero-shot accuracy and perplexity.
"
arxiv/QLoRA,198,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, FLAN v2.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" the recent instruction-following dataset included in the experimental setup that is described as a corpora aggregation is","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" the recent instruction-following dataset included in the experimental setup that is described as a corpora aggregation is FLAN v2.
"
arxiv/QLoRA,254,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, Elo.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the tournament-style evaluation where pairs of models compete to produce the best response for a given prompt, the metric the authors compute by randomly sampling from the set of labeled comparisons is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the tournament-style evaluation where pairs of models compete to produce the best response for a given prompt, the metric the authors compute by randomly sampling from the set of labeled comparisons is Elo.
"
arxiv/QLoRA,256,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 65\%.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" an Elo of 1100 versus 1000 corresponds to an expected win-rate for the Elo 1100 player of","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs,"" an Elo of 1100 versus 1000 corresponds to an expected win-rate for the Elo 1100 player of 65\%.
"
arxiv/QLoRA,257,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 50\%.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the discussion of Elo rating for comparing model matches, a 1000 vs 1000 match or an 1100 vs 1100 match corresponds to an expected win-rate of","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the discussion of Elo rating for comparing model matches, a 1000 vs 1000 match or an 1100 vs 1100 match corresponds to an expected win-rate of 50\%.
"
arxiv/QLoRA,260,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, different random seeds.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", during the Elo-rating procedure where the authors start with a score of 1,000 and use $K=32$, the quantity varied across 10,000 repetitions to control for ordering effects is","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", during the Elo-rating procedure where the authors start with a score of 1,000 and use $K=32$, the quantity varied across 10,000 repetitions to control for ordering effects is different random seeds.
"
arxiv/QLoRA,287,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, what its name or description suggests,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", benchmark validity concerns whether a benchmark truly tests","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", benchmark validity concerns whether a benchmark truly tests what its name or description suggests
"
arxiv/QLoRA,290,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, {Guanaco}.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors search through data generated for the Vicuna benchmark and the OpenAssistant benchmark to find examples, they examine patterns in the answers generated by","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors search through data generated for the Vicuna benchmark and the OpenAssistant benchmark to find examples, they examine patterns in the answers generated by {Guanaco}.
"
arxiv/QLoRA,334,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the Vicuna benchmark prompts,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors investigate possible data leakage involving the OASST1 data, they compare it against","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors investigate possible data leakage involving the OASST1 data, they compare it against the Vicuna benchmark prompts
"
arxiv/QLoRA,344,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, SwitchBack layers,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the only work besides the authors' that studies backpropagation through quantized weights at a scale beyond 1B parameters is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the only work besides the authors' that studies backpropagation through quantized weights at a scale beyond 1B parameters is SwitchBack layers
"
arxiv/QLoRA,364,still_dropped_hard_criteria,hard drop from reviewer/judge list, 4-bit base model,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the kind of base model, together with Low-rank Adapters (LoRA), that allows \textsc{QLoRA} to replicate 16-bit full finetuning performance is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the kind of base model, together with Low-rank Adapters (LoRA), that allows \textsc{QLoRA} to replicate 16-bit full finetuning performance is 4-bit base model
"
arxiv/QLoRA,366,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 33B and 65B scales.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", despite evidence that \textsc{QLoRA} can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA), the authors said they did not establish that \textsc{QLoRA} can match full 16-bit finetuning performance at the","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", despite evidence that \textsc{QLoRA} can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA), the authors said they did not establish that \textsc{QLoRA} can match full 16-bit finetuning performance at the 33B and 65B scales.
"
arxiv/QLoRA,368,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, BigBench,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when discussing the evaluation of instruction finetuning models, the benchmark mentioned as one of the benchmarks the authors did not evaluate on, alongside RAFT and HELM, is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when discussing the evaluation of instruction finetuning models, the benchmark mentioned as one of the benchmarks the authors did not evaluate on, alongside RAFT and HELM, is BigBench
"
arxiv/QLoRA,371,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, FLAN v2.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the authors' discussion of how benchmark performance depends on the similarity between finetuning data and benchmark datasets, the dataset described as similar to MMLU but dissimilar to chatbot benchmarks is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the authors' discussion of how benchmark performance depends on the similarity between finetuning data and benchmark datasets, the dataset described as similar to MMLU but dissimilar to chatbot benchmarks is FLAN v2.
"
arxiv/QLoRA,390,still_dropped_hard_criteria,hard drop from reviewer/judge list, 3 million tokens.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors estimate that while an iPhone 12 Plus is charging overnight, \textsc{QLoRA} can finetune","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors estimate that while an iPhone 12 Plus is charging overnight, \textsc{QLoRA} can finetune 3 million tokens.
"
arxiv/QLoRA,392,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, \textbf{Guanaco},"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors' best model family that outperforms all previous openly released models on the Vicuna benchmark while requiring only 24 hours of finetuning on a single GPU is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors' best model family that outperforms all previous openly released models on the Vicuna benchmark while requiring only 24 hours of finetuning on a single GPU is \textbf{Guanaco}"
arxiv/fa3,18,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, hardware characteristics.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with hardware characteristics.
"
arxiv/fa3,24,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, Hopper-specific instructions.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are Hopper-specific instructions.
"
arxiv/fa3,39,still_dropped_hard_criteria,hard drop from reviewer/judge list,three.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the number of new ideas FlashAttention-3 contributes and synthesizes to improve performance on newer GPU architectures is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the number of new ideas FlashAttention-3 contributes and synthesizes to improve performance on newer GPU architectures is three.
"
arxiv/fa3,56,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,1.2 PFLOPs/s.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the empirical benchmark of \textsc{FlashAttention-3} on the H100 SXM5 GPU over a range of parameters, FP8 achieves a throughput of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the empirical benchmark of \textsc{FlashAttention-3} on the H100 SXM5 GPU over a range of parameters, FP8 achieves a throughput of 1.2 PFLOPs/s.
"
arxiv/fa3,68,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,$\mathrm{rowmax}(\mathbf{S})$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in practice, to prevent numerical instability with the exponential function, the quantity subtracted from the attention score matrix $\mathbf{S}$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in practice, to prevent numerical instability with the exponential function, the quantity subtracted from the attention score matrix $\mathbf{S}$ is $\mathrm{rowmax}(\mathbf{S})$.
"
arxiv/fa3,74,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\mathbf{d}s = (\mathrm{diag}(p) - p p^\top)\mathbf{d}p$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the backward pass of multi-head attention, the expression applied row-wise to define $\mathrm{dsoftmax}(\mathbf{dP})$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the backward pass of multi-head attention, the expression applied row-wise to define $\mathrm{dsoftmax}(\mathbf{dP})$ is $\mathbf{d}s = (\mathrm{diag}(p) - p p^\top)\mathbf{d}p$.
"
arxiv/fa3,88,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, throughput processors.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of asynchrony and warp-specialization on Hopper GPUs, GPUs are described as","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of asynchrony and warp-specialization on Hopper GPUs, GPUs are described as throughput processors.
"
arxiv/fa3,113,still_dropped_hard_criteria,hard drop from reviewer/judge list," the batch size, number of heads, and query sequence length","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the warp-specialization discussion, the forward pass of FlashAttention-3 is embarrassingly parallel in the three dimensions of the batch size, number of heads, and query sequence length
"
arxiv/fa3,124,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, TMA.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the Hopper implementation of \cref{alg:flash3_wgmma_ws_only}, the thing used to load $\mathbf{Q}_i$ and $\{ \mathbf{K}_j, \mathbf{V}_j \}_{0 \leq j < T_c}$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the Hopper implementation of \cref{alg:flash3_wgmma_ws_only}, the thing used to load $\mathbf{Q}_i$ and $\{ \mathbf{K}_j, \mathbf{V}_j \}_{0 \leq j < T_c}$ is TMA.
"
arxiv/fa3,125,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,WGMMA.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the Hopper implementation of the FlashAttention-3 forward algorithm, the GEMMs in the consumer mainloop are executed using","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the Hopper implementation of the FlashAttention-3 forward algorithm, the GEMMs in the consumer mainloop are executed using WGMMA.
"
arxiv/fa3,136,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, doubles.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass and hardware throughput, the matmul throughput when using FP8","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass and hardware throughput, the matmul throughput when using FP8 doubles.
"
arxiv/fa3,150,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,one warpgroup,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in their attention algorithm, the authors say that some instructions in the softmax can be overlapped with some instructions in the GEMMs within","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in their attention algorithm, the authors say that some instructions in the softmax can be overlapped with some instructions in the GEMMs within one warpgroup
"
arxiv/fa3,159,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $(-\infty)$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the on-chip initialization of the consumer warpgroup forward pass, the value assigned to $m_i$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the on-chip initialization of the consumer warpgroup forward pass, the value assigned to $m_i$ is $(-\infty)$.
"
arxiv/fa3,171,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, FP16 precision.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \cref{alg:flash3_wgmma} functions as a replacement for the consumer path of \cref{alg:flash3_wgmma_ws_only} to comprise the complete \textsc{FlashAttention-3} algorithm for","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \cref{alg:flash3_wgmma} functions as a replacement for the consumer path of \cref{alg:flash3_wgmma_ws_only} to comprise the complete \textsc{FlashAttention-3} algorithm for FP16 precision.
"
arxiv/fa3,174,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, an idealized execution order.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the pseudocode represents, in contrast to the compiler (NVCC) often rearranging instructions for optimization,","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the pseudocode represents, in contrast to the compiler (NVCC) often rearranging instructions for optimization, an idealized execution order.
"
arxiv/fa3,179,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, context.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the 2-stage pipeline maintains information between stages in addition to storing intermediate results, preserving","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the 2-stage pipeline maintains information between stages in addition to storing intermediate results, preserving context.
"
arxiv/fa3,184,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, softmax,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the authors propose a 3-stage variant of the 2-stage algorithm that would further overlap the second WGMMA with","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the authors propose a 3-stage variant of the 2-stage algorithm that would further overlap the second WGMMA with softmax
"
arxiv/fa3,191,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\mathbf{V}$,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the FP8 forward pass and its second GEMM, the tensor whose tiles loaded into SMEM need to be contiguous in the sequence length dimension to satisfy the k-major constraint is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the FP8 forward pass and its second GEMM, the tensor whose tiles loaded into SMEM need to be contiguous in the sequence length dimension to satisfy the k-major constraint is $\mathbf{V}$
"
arxiv/fa3,194,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $8 \times 8$ matrices with 16-bit entries.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the PTX documentation describes LDSM/STSM as copying","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the PTX documentation describes LDSM/STSM as copying $8 \times 8$ matrices with 16-bit entries.
"
arxiv/fa3,209,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, most other values.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", outlier values in large models are much larger in magnitude than","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", outlier values in large models are much larger in magnitude than most other values.
"
arxiv/fa3,214,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, rotary embedding.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the block quantization method used to reduce numerical error of attention in FP8, this quantization can be fused without any additional slowdown with the operation right before attention, namely","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the block quantization method used to reduce numerical error of attention in FP8, this quantization can be fused without any additional slowdown with the operation right before attention, namely rotary embedding.
"
arxiv/fa3,218,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,$\mathbf{Q}$ and $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", under the incoherent processing technique used to even out outliers before quantizing to FP8 in the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the tensors multiplied with a random orthogonal matrix $\mathbf{M}$ are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", under the incoherent processing technique used to even out outliers before quantizing to FP8 in the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the tensors multiplied with a random orthogonal matrix $\mathbf{M}$ are $\mathbf{Q}$ and $\mathbf{K}$.
"
arxiv/fa3,219,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, orthogonal.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of incoherent processing before quantizing $\mathbf{Q}$ and $\mathbf{K}$ to FP8, the property of $\mathbf{M}$ that implies that $\mathbf{M}\mathbf{M}^\top = I$ and therefore $(\mathbf{Q}\mathbf{M})(\mathbf{K}\mathbf{M})^\top = \mathbf{Q}\mathbf{K}^\top$ is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of incoherent processing before quantizing $\mathbf{Q}$ and $\mathbf{K}$ to FP8, the property of $\mathbf{M}$ that implies that $\mathbf{M}\mathbf{M}^\top = I$ and therefore $(\mathbf{Q}\mathbf{M})(\mathbf{K}\mathbf{M})^\top = \mathbf{Q}\mathbf{K}^\top$ is orthogonal.
"
arxiv/fa3,223,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $O(d \log d)$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix, the stated time complexity for multiplying $\mathbf{M}$ is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix, the stated time complexity for multiplying $\mathbf{M}$ is $O(d \log d)$.
"
arxiv/fa3,251,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 2.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when calculating the forward-pass FLOPs for attention with causal masking, the authors divide the computed FLOPs count to account for approximately half of the entries being calculated by","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when calculating the forward-pass FLOPs for attention with causal masking, the authors divide the computed FLOPs count to account for approximately half of the entries being calculated by 2.
"
