document,v14_filtered_row,section,target,probe,fact,raw_knowledge_statement
Jimenez_v_Bondi,110,II. Discussion,the property at issue,"In the case ""Jimenez v. Bondi,"" when the court discussed whether the Colombian government was unable or unwilling to protect the petitioners from alleged persecution, it noted that the government was aware of ongoing criminal conduct in connection with","In the case ""Jimenez v. Bondi,"" when the court discussed whether the Colombian government was unable or unwilling to protect the petitioners from alleged persecution, it noted that the government was aware of ongoing criminal conduct in connection with the property at issue",The government was aware of the property at issue and had attempted several searches and seizures to address the ongoing criminal conduct there.
Jimenez_v_Bondi,111,II. Discussion,several searches and seizures,"In the case ""Jimenez v. Bondi,"" the opinion states that, to address the ongoing criminal conduct at the property at issue, the government had attempted","In the case ""Jimenez v. Bondi,"" the opinion states that, to address the ongoing criminal conduct at the property at issue, the government had attempted several searches and seizures",The government was aware of the property at issue and had attempted several searches and seizures to address the ongoing criminal conduct there.
Jimenez_v_Bondi,113,II. Discussion,unwilling or unable to stop the persecutors.,"According to the opinion in ""Jimenez v. Bondi,"" Petitioners argued that their persecutors were closely aligned with the Colombian government and that the government would be","According to the opinion in ""Jimenez v. Bondi,"" Petitioners argued that their persecutors were closely aligned with the Colombian government and that the government would be unwilling or unable to stop the persecutors.","In other words, the evidence counters Petitioners’ argument that their persecutors are closely aligned with the government and would be unwilling or unable to stop the persecutors."
Jimenez_v_Bondi,121,III. Conclusion,asylum,"According to the opinion in ""Jimenez v. Bondi,"" the court says there is substantial evidence supporting the BIA’s finding that the petitioners do not qualify for","According to the opinion in ""Jimenez v. Bondi,"" the court says there is substantial evidence supporting the BIA’s finding that the petitioners do not qualify for asylum","In sum, there is substantial evidence supporting the BIA’s findings that Petitioners do not qualify for asylum."
Jimenez_v_Bondi,122,III. Conclusion,a well-founded fear of persecution,"In the case ""Jimenez v. Bondi,"" the opinion explains that the petitioners do not qualify for asylum and therefore also fail to meet the higher standard for withholding of removal because they fail to demonstrate","In the case ""Jimenez v. Bondi,"" the opinion explains that the petitioners do not qualify for asylum and therefore also fail to meet the higher standard for withholding of removal because they fail to demonstrate a well-founded fear of persecution","And because Petitioners fail to demonstrate a well-founded fear of persecution under asylum standards, they necessarily fail to meet the higher standard for withholding of removal."
Jimenez_v_Bondi,124,III. Conclusion,the president of Colombia.,"According to the opinion in ""Jimenez v. Bondi,"" the petitioners argued that relocation within Colombia was unworkable for several reasons, including administrative and economic burdens and the country’s judicial infrastructure, and they also claimed that their persecutors had ties to","According to the opinion in ""Jimenez v. Bondi,"" the petitioners argued that relocation within Colombia was unworkable for several reasons, including administrative and economic burdens and the country’s judicial infrastructure, and they also claimed that their persecutors had ties to the president of Colombia.","They also assert that relocation is unworkable because of administrative and economic burdens, and the country’s judicial infrastructure, as well as the fact that their persecutors have ties to the president of Colombia."
Pacito_v_Trump,0,BACKGROUND,"January 20, 2025.","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on January 20, 2025.","On January 20, 2025, President Trump issued an executive order entitled “Realigning the United States Refugee Admissions Program.”"
Pacito_v_Trump,2,BACKGROUND,refugees admitted to the United States.,"In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for refugees admitted to the United States.","Pending further review, this suspension included funding for domestic resettlement services for refugees admitted to the United States."
Pacito_v_Trump,15,BACKGROUND,domestic resettlement services,"In Pacito v. Trump, after the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, the suspension included funding for","In Pacito v. Trump, after the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, the suspension included funding for domestic resettlement services","Pending further review, this suspension included funding for domestic resettlement services for refugees admitted to the United States."
Pacito_v_Trump,17,BACKGROUND,the Refugee Act of 1980,"In Pacito v. Trump, plaintiffs sued in the Western District of Washington in February 2025 over Executive Order 14163 and the defunding of the U.S. Refugee Admissions Program, and their complaint alleged that Executive Order 14163’s suspension of the refugee program violated","In Pacito v. Trump, plaintiffs sued in the Western District of Washington in February 2025 over Executive Order 14163 and the defunding of the U.S. Refugee Admissions Program, and their complaint alleged that Executive Order 14163’s suspension of the refugee program violated the Refugee Act of 1980","In February 2025, the plaintiffs filed suit in the Western District of Washington, alleging that Executive Order 14163’s suspension of the refugee program violated the Refugee Act of 1980, Pub. L. No. 96-212, 94 Stat. 102 (codified in various provisions of the Immigration and Nationality Act, 8 U.S.C. §§ 1101 et seq.), and that the defunding of USRAP violated various provisions of the Administrative Procedure Act, 5 U.S.C. § 551 et seq."
Pacito_v_Trump,18,BACKGROUND,"various provisions of the Administrative Procedure Act, 5 U.S.C. § 551 et seq.","In ""Pacito v. Trump,"" where plaintiffs filed suit in the Western District of Washington in February 2025 challenging both Executive Order 14163 and the suspension of funding for the U.S. Refugee Admissions Program, the opinion states that the defunding of USRAP allegedly violated","In ""Pacito v. Trump,"" where plaintiffs filed suit in the Western District of Washington in February 2025 challenging both Executive Order 14163 and the suspension of funding for the U.S. Refugee Admissions Program, the opinion states that the defunding of USRAP allegedly violated various provisions of the Administrative Procedure Act, 5 U.S.C. § 551 et seq.","In February 2025, the plaintiffs filed suit in the Western District of Washington, alleging that Executive Order 14163’s suspension of the refugee program violated the Refugee Act of 1980, Pub. L. No. 96-212, 94 Stat. 102 (codified in various provisions of the Immigration and Nationality Act, 8 U.S.C. §§ 1101 et seq.), and that the defunding of USRAP violated various provisions of the Administrative Procedure Act, 5 U.S.C. § 551 et seq."
Pacito_v_Trump,23,BACKGROUND,the suspension of USRAP funding,"In Pacito v. Trump, after the Western District of Washington issued a February 25 preliminary injunction and then entered a written order on February 28 defining its scope, the court specified that the injunction also prohibits","In Pacito v. Trump, after the Western District of Washington issued a February 25 preliminary injunction and then entered a written order on February 28 defining its scope, the court specified that the injunction also prohibits the suspension of USRAP funding","On February 28, the district court issued a written order to define the scope of the February 25 preliminary injunction, specifying that it also prohibits the suspension of USRAP funding."
Pacito_v_Trump,31,DISCUSSION,July 18,"In Pacito v. Trump, after receiving briefing and hearing oral argument, the court stated that it was vacating an earlier administrative stay of","In Pacito v. Trump, after receiving briefing and hearing oral argument, the court stated that it was vacating an earlier administrative stay of July 18","In the interim, we now vacate our administrative stay of July 18 and our stay of March 25, as amended on April 21 and May 9."
Pacito_v_Trump,33,DISCUSSION,plaintiffs’ challenge to the validity of Executive Order No. 14163’s suspension of refugee admissions,"In its discussion of the stay factors pending appeal in Pacito v. Trump, the court said the government is likely to prevail on","In its discussion of the stay factors pending appeal in Pacito v. Trump, the court said the government is likely to prevail on plaintiffs’ challenge to the validity of Executive Order No. 14163’s suspension of refugee admissions","The government is likely to prevail on plaintiffs’ challenge to the validity of Executive Order No. 14163’s suspension of refugee admissions, and we cannot engage in “a searching inquiry into the persuasiveness of the President’s justifications.” Hawaii, 585 U.S. at 686."
Pacito_v_Trump,35,DISCUSSION,any textual limit on the President’s authority.,"According to the opinion in Pacito v. Trump, while discussing the government’s likelihood of success on the merits under 8 U.S.C. § 1182(f), the quoted authority said the Executive Order does not exceed","According to the opinion in Pacito v. Trump, while discussing the government’s likelihood of success on the merits under 8 U.S.C. § 1182(f), the quoted authority said the Executive Order does not exceed any textual limit on the President’s authority.","“[T]he language of § 1182(f) is clear, and the [Executive Order] does not exceed any textual limit on the President’s authority,” id. at 688, to suspend the “entry of . . . any class of aliens into the United States,” U.S.C. § 1182(f)."
Pacito_v_Trump,36,DISCUSSION,any class of aliens into the United States,"According to the opinion in ""Pacito v. Trump,"" when discussing the President’s authority under 8 U.S.C. § 1182(f) in connection with the Executive Order suspending refugee admissions, the quoted statutory phrase allowed suspension of entry of","According to the opinion in ""Pacito v. Trump,"" when discussing the President’s authority under 8 U.S.C. § 1182(f) in connection with the Executive Order suspending refugee admissions, the quoted statutory phrase allowed suspension of entry of any class of aliens into the United States","“[T]he language of § 1182(f) is clear, and the [Executive Order] does not exceed any textual limit on the President’s authority,” id. at 688, to suspend the “entry of . . . any class of aliens into the United States,” U.S.C. § 1182(f)."
Santos_v_Kimmel,2,I. Copyright Infringement and Fair Use,(sarcastic) criticism and commentary.,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s argument that Kimmel’s false representations showed bad faith and defeated the fair use defense, the complaint portrays the defendants as being motivated by","According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s argument that Kimmel’s false representations showed bad faith and defeated the fair use defense, the complaint portrays the defendants as being motivated by (sarcastic) criticism and commentary.","To the contrary, the complaint paints a portrait of defendants motivated by (sarcastic) criticism and commentary."
Santos_v_Kimmel,7,II. State Law Claims,the Terms of Service.,"According to the opinion in ""Santos v. Kimmel"", Santos’s implied-contract theory failed in part because he did not plausibly allege a meeting of the minds that Kimmel would agree to follow","According to the opinion in ""Santos v. Kimmel"", Santos’s implied-contract theory failed in part because he did not plausibly allege a meeting of the minds that Kimmel would agree to follow the Terms of Service.",Nor does Santos plausibly allege that there was “an indication of a meeting of minds of the parties constituting an agreement” that Kimmel would adhere to the Terms of Service.
Santos_v_Kimmel,17,I. Copyright Infringement and Fair Use,the degree to which the use is transformative,"According to the opinion in ""Santos v. Kimmel"", when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on","According to the opinion in ""Santos v. Kimmel"", when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on the degree to which the use is transformative","In assessing the “purpose and character of the use” factor, we “focus[] chiefly on the degree to which the use is transformative, i.e., whether the new work merely supersedes the objects of the original creation, or instead adds something new, with a further purpose or different character.”"
Santos_v_Kimmel,21,I. Copyright Infringement and Fair Use,say absurd things for money.,"According to the opinion in ""Santos v. Kimmel"", the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to","According to the opinion in ""Santos v. Kimmel"", the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to say absurd things for money.",Santos does not dispute the District Court’s finding that the purpose of the allegedly infringing use was “to comment on the willingness of Santos . . . to say absurd things for money.”
Santos_v_Kimmel,34,II. State Law Claims,Santos’s state law contract claims fail to state a claim for relief under state law,"According to the opinion in ""Santos v. Kimmel"", the Second Circuit did not decide whether the claims were preempted by the Copyright Act; instead, it said that","According to the opinion in ""Santos v. Kimmel"", the Second Circuit did not decide whether the claims were preempted by the Copyright Act; instead, it said that Santos’s state law contract claims fail to state a claim for relief under state law","We need not resolve this issue, however, because Santos’s state law contract claims fail to state a claim for relief under state law."
Santos_v_Kimmel,37,II. State Law Claims,him or other noncontracting parties,"According to the opinion in ""Santos v. Kimmel"", Santos’s direct breach of contract claim under the Cameo Terms of Service depended on showing that the relevant provisions of those Terms applied to","According to the opinion in ""Santos v. Kimmel"", Santos’s direct breach of contract claim under the Cameo Terms of Service depended on showing that the relevant provisions of those Terms applied to him or other noncontracting parties","Here, Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties."
Santos_v_Kimmel,42,II. State Law Claims,“an indication of a meeting of minds of the parties constituting an agreement”,"According to the opinion in ""Santos v. Kimmel"", Santos did not plausibly allege that there was","According to the opinion in ""Santos v. Kimmel"", Santos did not plausibly allege that there was “an indication of a meeting of minds of the parties constituting an agreement”",Nor does Santos plausibly allege that there was “an indication of a meeting of minds of the parties constituting an agreement” that Kimmel would adhere to the Terms of Service.
United_States_v_Constantinescu,2,III,a protected property interest.,"According to the opinion in ""United States v. Constantinescu,"" the defendants argued that the district court properly dismissed the indictment because it failed to allege that their followers were deprived of","According to the opinion in ""United States v. Constantinescu,"" the defendants argued that the district court properly dismissed the indictment because it failed to allege that their followers were deprived of a protected property interest.",Defendants argue that the district court properly dismissed the indictment because it does not allege a scheme to deprive their followers of a protected property interest.
United_States_v_Constantinescu,3,III,their money or property.,"In the case ""United States v. Constantinescu,"" the opinion distinguished the indictment from the right-to-control theory discussed in Ciminelli and explained that the defendants allegedly induced their followers, through misrepresentations, to purchase securities, which meant parting with","In the case ""United States v. Constantinescu,"" the opinion distinguished the indictment from the right-to-control theory discussed in Ciminelli and explained that the defendants allegedly induced their followers, through misrepresentations, to purchase securities, which meant parting with their money or property.","Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property."
United_States_v_Constantinescu,9,I,skilled stock traders,"In the case ""United States v. Constantinescu,"" where the government alleged that Edward Constantinescu and the other defendants engaged in a scheme to ""pump and dump"" securities, the opinion states that they held themselves out to be","In the case ""United States v. Constantinescu,"" where the government alleged that Edward Constantinescu and the other defendants engaged in a scheme to ""pump and dump"" securities, the opinion states that they held themselves out to be skilled stock traders",They held themselves out to be skilled stock traders and frequently posted their trading activities on social media.
United_States_v_Constantinescu,13,I,18 U.S.C. §§ 1348 & 2,"In the case ""United States v. Constantinescu,"" the defendants were indicted for conspiracy to commit securities fraud and for multiple counts of securities fraud, in violation of","In the case ""United States v. Constantinescu,"" the defendants were indicted for conspiracy to commit securities fraud and for multiple counts of securities fraud, in violation of 18 U.S.C. §§ 1348 & 2","Defendants were indicted for conspiracy to commit securities fraud, in violation of 18 U.S.C. § 1349, and multiple counts of securities fraud, in violation of 18 U.S.C. §§ 1348 & 2."
United_States_v_Constantinescu,18,II,each material element of the offense,"In the case ""United States v. Constantinescu,"" the court stated that, to be sufficient, an indictment must allege","In the case ""United States v. Constantinescu,"" the court stated that, to be sufficient, an indictment must allege each material element of the offense","“In sum, to be sufficient, an indictment must allege each material element of the offense.” United States v. Guzman-Ocampo, 236 F.3d 233, 236 (5th Cir. 2000) (quotation cleaned up)."
United_States_v_Constantinescu,22,III,a material misrepresentation.,"According to the opinion in ""United States v. Constantinescu,"" the securities fraud statute’s “scheme to defraud” element requires","According to the opinion in ""United States v. Constantinescu,"" the securities fraud statute’s “scheme to defraud” element requires a material misrepresentation.","The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.” Id. (alteration in original) (quoting United States v. Evans, 892 F.3d 692, 711–12 (5th Cir. 2018))."
United_States_v_Constantinescu,25,III,“‘engaged in deception’”,"According to the opinion in ""United States v. Constantinescu,"" the summarized rule says a defendant committed securities fraud only if obtaining the victim’s money or property was an object of the fraud and he had","According to the opinion in ""United States v. Constantinescu,"" the summarized rule says a defendant committed securities fraud only if obtaining the victim’s money or property was an object of the fraud and he had “‘engaged in deception’”","In sum, a defendant commits securities fraud when he “‘engaged in deception’” and “[o]btaining the victim’s money or property” was “‘an object’ of his fraud.” Kousisis v. United States, 145 S. Ct. 1382, 1390–91 (2025) (quoting Ciminelli v. United States, 598 U.S. 306, 312 (2023))."
United_States_v_Constantinescu,26,III,a scheme to defraud.,"In the case ""United States v. Constantinescu,"" the defendants argued that the indictment was insufficient under the securities fraud statute because, in addition to lacking an allegation of intent to defraud, it did not allege","In the case ""United States v. Constantinescu,"" the defendants argued that the indictment was insufficient under the securities fraud statute because, in addition to lacking an allegation of intent to defraud, it did not allege a scheme to defraud.",But they contend that the indictment does not allege a scheme to defraud nor an intent to defraud.
United_States_v_Constantinescu,30,III,the deprivation of valuable economic information.,"In the case ""United States v. Constantinescu,"" the court discussed the Supreme Court’s decision in Ciminelli, which held that a fraud conviction cannot be based solely on","In the case ""United States v. Constantinescu,"" the court discussed the Supreme Court’s decision in Ciminelli, which held that a fraud conviction cannot be based solely on the deprivation of valuable economic information.","In Ciminelli, the Supreme Court held that a fraud conviction cannot be based solely on the deprivation of valuable economic information."
United_States_v_Constantinescu,36,III,to profit from their scheme.,"In the case ""United States v. Constantinescu,"" the defendants argued that the indictment did not properly allege an intent to defraud because it alleged they intended","In the case ""United States v. Constantinescu,"" the defendants argued that the indictment did not properly allege an intent to defraud because it alleged they intended to profit from their scheme.","Defendants next argue that the indictment fails to allege an intent to defraud because it alleges defendants intended to profit from their scheme, not harm any victim."
United_States_v_Constantinescu,37,III,an economic loss,"In the case ""United States v. Constantinescu,"" the defendants argued that the indictment failed to allege an intent to defraud because it alleged they intended to profit from the scheme rather than harm any victim, but the Supreme Court’s recent rejection of a similar argument confirms that the fraud statutes do not require a victim to suffer","In the case ""United States v. Constantinescu,"" the defendants argued that the indictment failed to allege an intent to defraud because it alleged they intended to profit from the scheme rather than harm any victim, but the Supreme Court’s recent rejection of a similar argument confirms that the fraud statutes do not require a victim to suffer an economic loss","But the Supreme Court recently rejected a similar argument, holding that the fraud statutes do not require a victim to suffer an economic loss from a defendant’s scheme."
United_States_v_Constantinescu,41,III,a material misstatement,"In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Kousisis, the opinion explains that under the “fraudulent-inducement theory” a defendant tricks a victim into entering a contract by using","In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Kousisis, the opinion explains that under the “fraudulent-inducement theory” a defendant tricks a victim into entering a contract by using a material misstatement","When his lie came to light, the government charged Kousisis under the “fraudulent-inducement theory” whereby a defendant “uses a material misstatement to trick a victim into a contract that requires handing over her money or property—regardless of whether the fraudster, who often provides something in return, seeks to cause the victim net pecuniary loss.”"
United_States_v_Constantinescu,43,III,the defendant sought to hurt the victim’s bottom line.,"According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that","According to the opinion in ""United States v. Constantinescu,"" Kousisis argued that the fraudulent-inducement theory allowed a conviction even without evidence that the defendant sought to hurt the victim’s bottom line.",Kousisis argued that the fraudulent-inducement theory could not stand because it permitted a conviction in the absence of evidence that “the defendant sought to hurt the victim’s bottom line.”
United_States_v_Constantinescu,49,III,to purchase securities,"In the case ""United States v. Constantinescu,"" where the defendants argued that the indictment failed to allege an injury because their alleged scheme was aimed at profit rather than harm, the indictment said they fraudulently induced their followers","In the case ""United States v. Constantinescu,"" where the defendants argued that the indictment failed to allege an injury because their alleged scheme was aimed at profit rather than harm, the indictment said they fraudulently induced their followers to purchase securities",The indictment’s allegation of defendants’ fraudulently inducing their followers to purchase securities is sufficient to allege an injury.
United_States_v_Jaison_Coleman,1,I,in her bedroom.,"According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer arrived at the Coleman home and Lisa stepped onto the porch, she said her children were","According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer arrived at the Coleman home and Lisa stepped onto the porch, she said her children were in her bedroom.","She hesitated to answer whether her kids were safe, saying (at that initial moment) only that they were in her bedroom."
United_States_v_Jaison_Coleman,30,I,Officer Kizer and his colleagues.,"According to the opinion in ""United States v. Jaison L. Coleman,"" Coleman argued that his wife had never consented in the first place to the entry of","According to the opinion in ""United States v. Jaison L. Coleman,"" Coleman argued that his wife had never consented in the first place to the entry of Officer Kizer and his colleagues.","Coleman moved to suppress the recovery of the firearms from his home, contending that his wife never consented to Officer Kizer and his colleagues entering in the first instance."
United_States_v_Jaison_Coleman,34,I,to challenge the suppression ruling.,"According to the opinion in ""United States v. Jaison L. Coleman,"" after the district court denied Coleman's motion to suppress evidence and Coleman then pleaded guilty, he expressly reserved for appeal the right","According to the opinion in ""United States v. Jaison L. Coleman,"" after the district court denied Coleman's motion to suppress evidence and Coleman then pleaded guilty, he expressly reserved for appeal the right to challenge the suppression ruling.","Following the district court’s denial of his motion to suppress, Coleman chose to plead guilty while reserving his right on appeal to challenge the suppression ruling."
United_States_v_Justin_Cutbank,1,I. Background,in the garage and refused to leave.,"In the case ""United States v. Justin Cutbank"", after D.F. called the police, officers also received a separate report from a house about a half mile away that a man was","In the case ""United States v. Justin Cutbank"", after D.F. called the police, officers also received a separate report from a house about a half mile away that a man was in the garage and refused to leave.",The police also received a call from a house a half mile from D.F.’s residence reporting that a man was in the garage and refused to leave.
United_States_v_Justin_Cutbank,2,I. Background,a weapon.,"In the case ""United States v. Justin Cutbank"", after police responded to a report that a man was in a nearby garage and refusing to leave, and Cutbank barricaded himself inside and made erratic statements over several hours, he claimed to have","In the case ""United States v. Justin Cutbank"", after police responded to a report that a man was in a nearby garage and refusing to leave, and Cutbank barricaded himself inside and made erratic statements over several hours, he claimed to have a weapon.","When police arrived, Cutbank barricaded himself in the garage and, over the course of several hours, made erratic statements and claimed to have a weapon."
United_States_v_Justin_Cutbank,16,I. Background,"her two teenage sons and her housemate, C.F.","In the case ""United States v. Justin Cutbank"", during the events of November 19-20, 2020, Cutbank ordered D.F. to rouse others sleeping in the house, including","In the case ""United States v. Justin Cutbank"", during the events of November 19-20, 2020, Cutbank ordered D.F. to rouse others sleeping in the house, including her two teenage sons and her housemate, C.F.","At some point, Cutbank ordered D.F. to rouse others sleeping in the house, including her two teenage sons and her housemate, C.F."
United_States_v_Justin_Cutbank,25,II. The Evidentiary and Procedural Issues,to avoid hearsay and Confrontation Clause issues,"In the case ""United States v. Justin Cutbank"", before trial Cutbank asked for a limiting jury instruction about D.F.’s statements to police","In the case ""United States v. Justin Cutbank"", before trial Cutbank asked for a limiting jury instruction about D.F.’s statements to police to avoid hearsay and Confrontation Clause issues","Before trial, Cutbank also requested that the jury be instructed, to avoid hearsay and Confrontation Clause issues, that it could not consider D.F.’s statements to police as substantive evidence of Cutbank’s actions until D.F. herself testified to the events."
United_States_v_Justin_Cutbank,26,II. The Evidentiary and Procedural Issues,D.F. herself testified to the events.,"In the case ""United States v. Justin Cutbank"", before trial Cutbank asked for a jury instruction that the jury could not treat D.F.’s statements to police as substantive evidence of his actions until","In the case ""United States v. Justin Cutbank"", before trial Cutbank asked for a jury instruction that the jury could not treat D.F.’s statements to police as substantive evidence of his actions until D.F. herself testified to the events.","Before trial, Cutbank also requested that the jury be instructed, to avoid hearsay and Confrontation Clause issues, that it could not consider D.F.’s statements to police as substantive evidence of Cutbank’s actions until D.F. herself testified to the events."
United_States_v_Justin_Cutbank,33,II. The Evidentiary and Procedural Issues,the sawed-off rifle,"In the case ""United States v. Justin Cutbank"", D.F. testified at trial that she had seen Cutbank with","In the case ""United States v. Justin Cutbank"", D.F. testified at trial that she had seen Cutbank with the sawed-off rifle","At trial, D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident."
United_States_v_Justin_Cutbank,37,II. The Evidentiary and Procedural Issues,the report was not authored by C.F.,"In the case ""United States v. Justin Cutbank"", the district court sustained the government's objections to defense counsel reading parts of the police report into the record for lack of foundation because","In the case ""United States v. Justin Cutbank"", the district court sustained the government's objections to defense counsel reading parts of the police report into the record for lack of foundation because the report was not authored by C.F.",The district court allowed questions regarding what C.F. said to police but sustained the government’s objections to defense counsel reading portions of the resulting police report into the record without proper foundation because the report was not authored by C.F.
United_States_v_Justin_Cutbank,42,II. The Evidentiary and Procedural Issues,the district court’s evidentiary rulings,"According to the opinion in ""United States v. Justin Cutbank"", the rulings that ""did not influence or had only a slight influence on the verdict"" were","According to the opinion in ""United States v. Justin Cutbank"", the rulings that ""did not influence or had only a slight influence on the verdict"" were the district court’s evidentiary rulings","Thus, the district court’s evidentiary rulings “did not influence or had only a slight influence on the verdict.” Id. at 998."
United_States_v_Justin_Cutbank,46,III. The Sentencing Issue,an altered/obliterated serial number,"In the case ""United States v. Justin Cutbank"", the Presentence Investigation Report recommended several sentencing increases for Cutbank’s felon-in-possession offense, including a three-level increase based on","In the case ""United States v. Justin Cutbank"", the Presentence Investigation Report recommended several sentencing increases for Cutbank’s felon-in-possession offense, including a three-level increase based on an altered/obliterated serial number","The Presentence Investigation Report (PSR) recommended a base offense level of 26 because the offense involved a sawed-off firearm described in 26 U.S.C. § 5845(a) and Cutback had at least two prior convictions for crimes of violence, plus a three-level increase because the firearm had an altered/obliterated serial number, a two-level increase because he recklessly created a risk of death or serious bodily injury while fleeing from police, and a four-level increase because he possessed the firearm in connection with another felony offense, for a total offense level of 35."
United_States_v_Justin_Cutbank,55,III. The Sentencing Issue,three or more prior violent felony convictions,"In the case ""United States v. Justin Cutbank"", the jury found that Cutbank had","In the case ""United States v. Justin Cutbank"", the jury found that Cutbank had three or more prior violent felony convictions","Though the jury found that Cutback had three or more prior violent felony convictions, triggering Armed Career Criminal Act penalties, the Armed Career Criminal Guideline would have produced a total offense level of 34."
United_States_v_Justin_Cutbank,56,III. The Sentencing Issue,all sentencing proceedings by correctly calculating the applicable Guidelines range.,"In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin","In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by correctly calculating the applicable Guidelines range.","In determining an appropriate sentence, “a district court should begin all sentencing proceedings by correctly calculating the applicable Guidelines range.” Gall v. United States, 552 U.S. 38, 49 (2007)."
United_States_v_Justin_Cutbank,57,III. The Sentencing Issue,"significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","“Before a court of appeals can consider the substantive reasonableness of a sentence, it must first ensure that the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.” Rosales-Mireles v. United States, 585 U.S. 129, 143-44 (2018)."
Williams_v_GoAuto_Insurance,11,Header,misrepresentations and breach of good faith and fair dealing.,"According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in","According to the opinion in ""Williams v. GoAuto Insurance"", former insureds challenging the insurer’s cancellation procedures under the Louisiana statute governing cancellation for nonpayment to the company that financed the premiums alleged that the statutory noncompliance resulted in misrepresentations and breach of good faith and fair dealing.","Former insureds claim that the insurance company’s cancellation procedures did not comply with the statute, resulting in misrepresentations and breach of good faith and fair dealing."
Williams_v_GoAuto_Insurance,12,Header,there was no statutory violation.,"According to the opinion in ""Williams v. GoAuto Insurance"", the district court held","According to the opinion in ""Williams v. GoAuto Insurance"", the district court held there was no statutory violation.",The district court held there was no statutory violation and dismissed all claims with prejudice.
Williams_v_GoAuto_Insurance,34,I. Strict Adherence to the Statute,the premium insurer,"According to the opinion in ""Williams v. GoAuto Insurance"", under the plaintiffs’ interpretation of Louisiana’s statutory cancellation procedure and its requirement that something be “certified,” the entity that must do the “certifying” before a cancellation can occur is","According to the opinion in ""Williams v. GoAuto Insurance"", under the plaintiffs’ interpretation of Louisiana’s statutory cancellation procedure and its requirement that something be “certified,” the entity that must do the “certifying” before a cancellation can occur is the premium insurer",The Plaintiffs interpret the statutory requirement of “certifying” by the premium insurer as requiring a signature before there can be a cancellation.
Williams_v_GoAuto_Insurance,40,I. Strict Adherence to the Statute,a named employee being identified,"According to the opinion in ""Williams v. GoAuto Insurance"", and in the absence of clearer Louisiana authority, the court said that for a company to certify information, there does not have to be","According to the opinion in ""Williams v. GoAuto Insurance"", and in the absence of clearer Louisiana authority, the court said that for a company to certify information, there does not have to be a named employee being identified","Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified."
