row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
66,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed."," another federal, state, or local felony offense"," another federal, state, or local felony offense","According to the opinion in ""United States v. Justin Lyle Cutbank,"" Application Note 14(C) to § 2K2.1(b)(6)(B) provides that the firearm-possession enhancement applies when the firearm or ammunition is used or possessed in connection with","According to the opinion in ""United States v. Justin Cutbank"", Application Note 14(C) to § 2K2.1(b)(6)(B) provides that the firearm-possession enhancement applies when the firearm or ammunition is used or possessed in connection with","According to the opinion in ""United States v. Justin Lyle Cutbank,"" Application Note 14(C) to § 2K2.1(b)(6)(B) provides that the firearm-possession enhancement applies when the firearm or ammunition is used or possessed in connection with another federal, state, or local felony offense","According to the opinion in ""United States v. Justin Cutbank"", Application Note 14(C) to § 2K2.1(b)(6)(B) provides that the firearm-possession enhancement applies when the firearm or ammunition is used or possessed in connection with another federal, state, or local felony offense"
67,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed."," “regardless of whether a criminal charge was brought, or a conviction obtained.”"," “regardless of whether a criminal charge was brought, or a conviction obtained.”","According to the opinion in ""United States v. Justin Lyle Cutbank,"" the commentary to U.S.S.G. § 2K2.1, application note 14(C), says that the four-level enhancement for possessing a firearm in connection with another felony offense applies","According to the opinion in ""United States v. Justin Cutbank"", the commentary to U.S.S.G. § 2K2.1, application note 14(C), says that the four-level enhancement for possessing a firearm in connection with another felony offense applies","According to the opinion in ""United States v. Justin Lyle Cutbank,"" the commentary to U.S.S.G. § 2K2.1, application note 14(C), says that the four-level enhancement for possessing a firearm in connection with another felony offense applies “regardless of whether a criminal charge was brought, or a conviction obtained.”","According to the opinion in ""United States v. Justin Cutbank"", the commentary to U.S.S.G. § 2K2.1, application note 14(C), says that the four-level enhancement for possessing a firearm in connection with another felony offense applies “regardless of whether a criminal charge was brought, or a conviction obtained.”"
68,repair,source_framing_issue|target_source_repair,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed. Repaired the target to the exact source span using the opinion's spelling ""Cutback’s"".",the PSR’s factual statements regarding Cutbank’s prior felony convictions., the PSR’s factual statements regarding Cutback’s prior felony convictions.,"In United States v. Justin Lyle Cutbank, during sentencing on the felon-in-possession conviction, the district court adopted without objection","In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection,","In United States v. Justin Lyle Cutbank, during sentencing on the felon-in-possession conviction, the district court adopted without objectionthe PSR’s factual statements regarding Cutbank’s prior felony convictions.","In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted, without objection, the PSR’s factual statements regarding Cutback’s prior felony convictions."
69,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.",without objection, without objection,"In United States v. Justin Lyle Cutbank, during sentencing on the felon-in-possession conviction and related guideline enhancements, the district court adopted the Presentence Investigation Report’s factual statements about Cutbank’s prior felony convictions","In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction and related guideline enhancements, the district court adopted the Presentence Investigation Report’s factual statements about Cutbank’s prior felony convictions","In United States v. Justin Lyle Cutbank, during sentencing on the felon-in-possession conviction and related guideline enhancements, the district court adopted the Presentence Investigation Report’s factual statements about Cutbank’s prior felony convictionswithout objection","In the case ""United States v. Justin Cutbank"", during sentencing on the felon-in-possession conviction and related guideline enhancements, the district court adopted the Presentence Investigation Report’s factual statements about Cutbank’s prior felony convictions without objection"
70,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", the PSR, the PSR,"In United States v. Justin Lyle Cutbank, on appeal from the district court's application of the § 2K2.1(b)(6)(B) sentencing enhancement for possessing a firearm in connection with another felony offense, the facts the court found established that the gun was used in connection with another felony were contained in","In the case ""United States v. Justin Cutbank"", on appeal from the district court's application of the § 2K2.1(b)(6)(B) sentencing enhancement for possessing a firearm in connection with another felony offense, the facts the court found established that the gun was used in connection with another felony were contained in","In United States v. Justin Lyle Cutbank, on appeal from the district court's application of the § 2K2.1(b)(6)(B) sentencing enhancement for possessing a firearm in connection with another felony offense, the facts the court found established that the gun was used in connection with another felony were contained in the PSR","In the case ""United States v. Justin Cutbank"", on appeal from the district court's application of the § 2K2.1(b)(6)(B) sentencing enhancement for possessing a firearm in connection with another felony offense, the facts the court found established that the gun was used in connection with another felony were contained in the PSR"
71,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed."," United States v. Dunn, 723 F.3d 919, 929-30 (8th Cir. 2013)"," United States v. Dunn, 723 F.3d 919, 929-30 (8th Cir. 2013)","In United States v. Justin Lyle Cutbank, when the Eighth Circuit concluded that the district court did not clearly err in relying on the PSR's facts to apply the four-level enhancement under U.S.S.G. § 2K2.1(b)(6)(B) for possessing a firearm in connection with another felony offense, it cited","In the case ""United States v. Justin Cutbank"", when the Eighth Circuit concluded that the district court did not clearly err in relying on the PSR's facts to apply the four-level enhancement under U.S.S.G. § 2K2.1(b)(6)(B) for possessing a firearm in connection with another felony offense, it cited","In United States v. Justin Lyle Cutbank, when the Eighth Circuit concluded that the district court did not clearly err in relying on the PSR's facts to apply the four-level enhancement under U.S.S.G. § 2K2.1(b)(6)(B) for possessing a firearm in connection with another felony offense, it cited United States v. Dunn, 723 F.3d 919, 929-30 (8th Cir. 2013)","In the case ""United States v. Justin Cutbank"", when the Eighth Circuit concluded that the district court did not clearly err in relying on the PSR's facts to apply the four-level enhancement under U.S.S.G. § 2K2.1(b)(6)(B) for possessing a firearm in connection with another felony offense, it cited United States v. Dunn, 723 F.3d 919, 929-30 (8th Cir. 2013)"
72,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", application of the § 2K2.1(b)(6)(B) 4-level enhancement, application of the § 2K2.1(b)(6)(B) 4-level enhancement,"In United States v. Justin Lyle Cutbank, on appeal from his felon-in-possession sentence, Cutbank argued that the within-Guidelines sentence conflicted with the core principle of 18 U.S.C. § 3553(a) because of","In the case ""United States v. Justin Cutbank"", on appeal from his felon-in-possession sentence, Cutbank argued that the within-Guidelines sentence conflicted with the core principle of 18 U.S.C. § 3553(a) because of","In United States v. Justin Lyle Cutbank, on appeal from his felon-in-possession sentence, Cutbank argued that the within-Guidelines sentence conflicted with the core principle of 18 U.S.C. § 3553(a) because of application of the § 2K2.1(b)(6)(B) 4-level enhancement","In the case ""United States v. Justin Cutbank"", on appeal from his felon-in-possession sentence, Cutbank argued that the within-Guidelines sentence conflicted with the core principle of 18 U.S.C. § 3553(a) because of application of the § 2K2.1(b)(6)(B) 4-level enhancement"
73,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", three or more prior violent felony convictions, three or more prior violent felony convictions,"In United States v. Justin Lyle Cutbank, the jury found that Cutbank had","In the case ""United States v. Justin Cutbank"", the jury found that Cutbank had","In United States v. Justin Lyle Cutbank, the jury found that Cutbank had three or more prior violent felony convictions","In the case ""United States v. Justin Cutbank"", the jury found that Cutbank had three or more prior violent felony convictions"
74,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", all sentencing proceedings by correctly calculating the applicable Guidelines range., all sentencing proceedings by correctly calculating the applicable Guidelines range.,"In United States v. Justin Lyle Cutbank, quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin","In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin","In United States v. Justin Lyle Cutbank, quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by correctly calculating the applicable Guidelines range.","In the case ""United States v. Justin Cutbank"", quoting Gall v. United States on how a district court should determine an appropriate sentence, the court said a district court should begin all sentencing proceedings by correctly calculating the applicable Guidelines range."
75,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed."," significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range."," significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","According to the opinion in ""United States v. Justin Lyle Cutbank,"" before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no","According to the opinion in ""United States v. Justin Lyle Cutbank,"" before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.","According to the opinion in ""United States v. Justin Cutbank"", before an appellate court considers the substantive reasonableness of a sentence in reviewing the district court's Guidelines calculation, it must first ensure the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range."
76,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", failing to calculate (or improperly calculating) the Guidelines range, failing to calculate (or improperly calculating) the Guidelines range,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as","According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as","According to the opinion in ""United States v. Justin Lyle Cutbank,"" before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to calculate (or improperly calculating) the Guidelines range","According to the opinion in ""United States v. Justin Cutbank"", before reviewing the substantive reasonableness of a sentence, a court of appeals must first check for a significant procedural sentencing error such as failing to calculate (or improperly calculating) the Guidelines range"
77,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", the § 3553(a) factors, the § 3553(a) factors,"According to the opinion in ""United States v. Justin Lyle Cutbank,"" after correctly calculating the advisory Guidelines range at sentencing, the court considers whether a departure or variance is warranted, and the relevant considerations are","According to the opinion in ""United States v. Justin Cutbank"", after correctly calculating the advisory Guidelines range at sentencing, the court considers whether a departure or variance is warranted, and the relevant considerations are","According to the opinion in ""United States v. Justin Lyle Cutbank,"" after correctly calculating the advisory Guidelines range at sentencing, the court considers whether a departure or variance is warranted, and the relevant considerations are the § 3553(a) factors","According to the opinion in ""United States v. Justin Cutbank"", after correctly calculating the advisory Guidelines range at sentencing, the court considers whether a departure or variance is warranted, and the relevant considerations are the § 3553(a) factors"
78,repair,source_framing_issue|poor_wording,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed. Removed colon-before-target wording and made the citation target a grammatical cloze completion."," United States v. Goodhouse, 81 F.4th 786, 793 (8th Cir. 2023)."," United States v. Goodhouse, 81 F.4th 786, 793 (8th Cir. 2023).","In United States v. Justin Lyle Cutbank, the opinion cited the case for the rule that a sentence imposed within the applicable Guidelines range is presumed reasonable on appeal:","According to the opinion in ""United States v. Justin Cutbank"", the case cited for the rule that a sentence imposed within the applicable Guidelines range is presumed reasonable on appeal was","In United States v. Justin Lyle Cutbank, the opinion cited the case for the rule that a sentence imposed within the applicable Guidelines range is presumed reasonable on appeal: United States v. Goodhouse, 81 F.4th 786, 793 (8th Cir. 2023).","According to the opinion in ""United States v. Justin Cutbank"", the case cited for the rule that a sentence imposed within the applicable Guidelines range is presumed reasonable on appeal was United States v. Goodhouse, 81 F.4th 786, 793 (8th Cir. 2023)."
79,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", assault in the victim’s home in the presence of her children, assault in the victim’s home in the presence of her children,"In United States v. Justin Lyle Cutbank, the Eighth Circuit described the conduct at issue under 18 U.S.C. § 3553(a) as","In the case ""United States v. Justin Cutbank"", the Eighth Circuit described the conduct at issue under 18 U.S.C. § 3553(a) as","In United States v. Justin Lyle Cutbank, the Eighth Circuit described the conduct at issue under 18 U.S.C. § 3553(a) as assault in the victim’s home in the presence of her children","In the case ""United States v. Justin Cutbank"", the Eighth Circuit described the conduct at issue under 18 U.S.C. § 3553(a) as assault in the victim’s home in the presence of her children"
80,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.",a police officer, a police officer,"In United States v. Justin Lyle Cutbank, when discussing Cutbank’s within-Guidelines sentence and the § 3553(a) factors, the Eighth Circuit said the offense involved injuring","In the case ""United States v. Justin Cutbank"", when discussing Cutbank’s within-Guidelines sentence and the § 3553(a) factors, the Eighth Circuit said the offense involved injuring","In United States v. Justin Lyle Cutbank, when discussing Cutbank’s within-Guidelines sentence and the § 3553(a) factors, the Eighth Circuit said the offense involved injuringa police officer","In the case ""United States v. Justin Cutbank"", when discussing Cutbank’s within-Guidelines sentence and the § 3553(a) factors, the Eighth Circuit said the offense involved injuring a police officer"
81,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", 292-month term of imprisonment, 292-month term of imprisonment,"In United States v. Justin Lyle Cutbank, after the Eighth Circuit considered Cutbank's challenge to the substantive reasonableness of his within-Guidelines sentence, the district court had imposed a","In the case ""United States v. Justin Cutbank"", after the Eighth Circuit considered Cutbank's challenge to the substantive reasonableness of his within-Guidelines sentence, the district court had imposed a","In United States v. Justin Lyle Cutbank, after the Eighth Circuit considered Cutbank's challenge to the substantive reasonableness of his within-Guidelines sentence, the district court had imposed a 292-month term of imprisonment","In the case ""United States v. Justin Cutbank"", after the Eighth Circuit considered Cutbank's challenge to the substantive reasonableness of his within-Guidelines sentence, the district court had imposed a 292-month term of imprisonment"
82,repair,source_framing_issue,"Repaired to required legal case/opinion framing with the cleaned source title ""United States v. Justin Cutbank""; retained the source-supported legal fact and normalized cloze spacing where needed.", a substantively unreasonable sentence, a substantively unreasonable sentence,"In United States v. Justin Lyle Cutbank, after the district court imposed a within-Guidelines 292-month term of imprisonment and the Eighth Circuit reviewed it for substantive reasonableness, the court said the district court did not impose","In the case ""United States v. Justin Cutbank"", after the district court imposed a within-Guidelines 292-month term of imprisonment and the Eighth Circuit reviewed it for substantive reasonableness, the court said the district court did not impose","In United States v. Justin Lyle Cutbank, after the district court imposed a within-Guidelines 292-month term of imprisonment and the Eighth Circuit reviewed it for substantive reasonableness, the court said the district court did not impose a substantively unreasonable sentence","In the case ""United States v. Justin Cutbank"", after the district court imposed a within-Guidelines 292-month term of imprisonment and the Eighth Circuit reviewed it for substantive reasonableness, the court said the district court did not impose a substantively unreasonable sentence"
