doc,row_1based,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact
DPO,14,content_diff,PPO-based RLHF.,PPO-based RLHF.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO exceeds the method for controlling sentiment of generations,","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO exceeds","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO exceeds the method for controlling sentiment of generations, PPO-based RLHF.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO exceeds PPO-based RLHF."
DPO,15,content_diff,summarization and single-turn dialogue,summarization and single-turn dialogue,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO is reported to match or improve response quality in which tasks, while being substantially simpler to implement and train:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO is reported to match or improve response quality in","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO is reported to match or improve response quality in which tasks, while being substantially simpler to implement and train: summarization and single-turn dialogue","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", fine-tuning with DPO is reported to match or improve response quality in summarization and single-turn dialogue."
DPO,19,content_diff,humans.,humans.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by whom, with a wide variety of goals, priorities, and skillsets:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by whom, with a wide variety of goals, priorities, and skillsets: humans.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by humans."
DPO,20,content_diff,"goals, priorities, and skillsets.","goals, priorities, and skillsets.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"" the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"" the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of goals, priorities, and skillsets.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors note that large unsupervised language models are trained on data generated by humans with a wide variety of goals, priorities, and skillsets."
DPO,22,content_diff,selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.,selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what is described as crucial to building AI systems that are safe, performant, and controllable is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the thing described as crucial to building AI systems that are safe, performant, and controllable is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what is described as crucial to building AI systems that are safe, performant, and controllable is selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the thing described as crucial to building AI systems that are safe, performant, and controllable is selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}."
DPO,29,content_diff,a dataset of human preferences,a dataset of human preferences,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", RLHF methods fit a reward model to the following kind of dataset before using RL to optimize a language model policy:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the kind of dataset RLHF methods fit a reward model to before using RL to optimize a language model policy is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", RLHF methods fit a reward model to the following kind of dataset before using RL to optimize a language model policy: a dataset of human preferences","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the kind of dataset RLHF methods fit a reward model to before using RL to optimize a language model policy is a dataset of human preferences."
DPO,30,content_diff,a language model policy.,a language model policy.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", after fitting a reward model to a dataset of human preferences, RLHF methods use reinforcement learning to optimize what in order to produce responses assigned high reward without drifting excessively far from the original model:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", after fitting a reward model to a dataset of human preferences, the thing RLHF methods use reinforcement learning to optimize is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", after fitting a reward model to a dataset of human preferences, RLHF methods use reinforcement learning to optimize what in order to produce responses assigned high reward without drifting excessively far from the original model: a language model policy.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", after fitting a reward model to a dataset of human preferences, the thing RLHF methods use reinforcement learning to optimize is a language model policy."
DPO,31,content_diff,the original model.,the original model.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", RLHF methods try not to drift excessively far from a reference point while optimizing a language model policy to produce responses assigned high reward:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the reference point that RLHF methods try not to drift excessively far from while optimizing a language model policy is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", RLHF methods try not to drift excessively far from a reference point while optimizing a language model policy to produce responses assigned high reward: the original model.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the reference point that RLHF methods try not to drift excessively far from while optimizing a language model policy is the original model."
DPO,38,content_diff,reward maximization with a KL-divergence constraint.,reward maximization with a KL-divergence constraint.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO implicitly optimizes the same objective as existing RLHF algorithms:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO implicitly optimizes the same objective as existing RLHF algorithms, namely","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO implicitly optimizes the same objective as existing RLHF algorithms: reward maximization with a KL-divergence constraint.","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO implicitly optimizes the same objective as existing RLHF algorithms, namely reward maximization with a KL-divergence constraint."
DPO,43,content_diff,a theoretical preference model.,a theoretical preference model.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO relies on a model to measure how well a given reward function aligns with empirical preference data:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the model DPO relies on to measure how well a reward function aligns with empirical preference data is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO relies on a model to measure how well a given reward function aligns with empirical preference data: a theoretical preference model.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the model DPO relies on to measure how well a reward function aligns with empirical preference data is a theoretical preference model."
DPO,47,content_diff,a change of variables.,a change of variables.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO uses the following to define the preference loss as a function of the policy directly:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO uses","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO uses the following to define the preference loss as a function of the policy directly: a change of variables.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO uses a change of variables."
DPO,48,content_diff,a simple binary cross entropy objective.,a simple binary cross entropy objective.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the authors, given a dataset of human preferences over model responses, DPO uses the following objective to optimize a policy:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", given a dataset of human preferences over model responses, DPO optimizes a policy using","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the authors, given a dataset of human preferences over model responses, DPO uses the following objective to optimize a policy: a simple binary cross entropy objective.","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", given a dataset of human preferences over model responses, DPO optimizes a policy using a simple binary cross entropy objective."
DPO,54,content_diff,zero-shot.,zero-shot.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", self-supervised language models of increasing scale learn to complete some tasks without using few-shot prompts in the following setting:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", self-supervised language models of increasing scale learn to complete some tasks","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", self-supervised language models of increasing scale learn to complete some tasks without using few-shot prompts in the following setting: zero-shot.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", self-supervised language models of increasing scale learn to complete some tasks zero-shot."
DPO,56,content_diff,fine-tuning on datasets of instructions and human-written completions,fine-tuning on datasets of instructions and human-written completions,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what can significantly improve language models' performance on downstream tasks and their alignment with user intent is","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the process that can significantly improve language models' performance on downstream tasks and their alignment with user intent is","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what can significantly improve language models' performance on downstream tasks and their alignment with user intent is fine-tuning on datasets of instructions and human-written completions","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the process that can significantly improve language models' performance on downstream tasks and their alignment with user intent is fine-tuning on datasets of instructions and human-written completions."
DPO,58,content_diff,generalize,generalize,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to do what with instructions outside of the instruction-tuning set:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to do what with instructions outside of the instruction-tuning set: generalize","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to generalize."
DPO,61,content_diff,instruction-following.,instruction-following.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", besides translation, summarization, and story-telling, fine-tuning LLMs with datasets of human preferences improved proficiency in one key capability:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", besides translation, summarization, and story-telling, fine-tuning LLMs with datasets of human preferences improved proficiency in","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", besides translation, summarization, and story-telling, fine-tuning LLMs with datasets of human preferences improved proficiency in one key capability: instruction-following.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", besides translation, summarization, and story-telling, fine-tuning LLMs with datasets of human preferences improved proficiency in instruction-following."
DPO,65,content_diff,a text rubric.,a text rubric.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when LLMs fine-tuned for instruction following with human feedback are used to generate additional synthetic preference data for targeted attributes such as safety or harmlessness, the weak supervision from humans takes the form of written instructions for the LLM's annotations:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when LLMs generate additional synthetic preference data for targeted attributes, the weak supervision from humans takes the form of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when LLMs fine-tuned for instruction following with human feedback are used to generate additional synthetic preference data for targeted attributes such as safety or harmlessness, the weak supervision from humans takes the form of written instructions for the LLM's annotations: a text rubric.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when LLMs generate additional synthetic preference data for targeted attributes, the weak supervision from humans takes the form of a text rubric."
DPO,67,content_diff,reinforcement learning,reinforcement learning,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that the methods they discuss represent a convergence of two bodies of work, one of which focuses on training language models with what approach for a variety of objectives:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", one body of work in the convergence described by the authors focuses on training language models with","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that the methods they discuss represent a convergence of two bodies of work, one of which focuses on training language models with what approach for a variety of objectives: reinforcement learning","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", one body of work in the convergence described by the authors focuses on training language models with reinforcement learning."
DPO,70,content_diff,RL.,RL.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors say their method provides a theoretically justified approach to optimizing relative preferences without using the learning paradigm that is a major practical challenge for fine-tuning large language models:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the learning paradigm their approach avoids for optimizing relative preferences is","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors say their method provides a theoretically justified approach to optimizing relative preferences without using the learning paradigm that is a major practical challenge for fine-tuning large language models: RL.","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the learning paradigm their approach avoids for optimizing relative preferences is RL."
DPO,71,content_diff,bandit and reinforcement learning settings,bandit and reinforcement learning settings,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", outside of the context of language, learning policies from preferences has been studied in the following two settings:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", outside of the context of language, learning policies from preferences has been studied in both","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", outside of the context of language, learning policies from preferences has been studied in the following two settings: bandit and reinforcement learning settings","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", outside of the context of language, learning policies from preferences has been studied in both bandit and reinforcement learning settings."
DPO,78,content_diff,the latent scoring function.,the latent scoring function.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", various algorithms for preference-based RL generally first explicitly estimate a quantity before subsequently optimizing it:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", various algorithms for preference-based RL generally first explicitly estimate","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", various algorithms for preference-based RL generally first explicitly estimate a quantity before subsequently optimizing it: the latent scoring function.","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", various algorithms for preference-based RL generally first explicitly estimate the latent scoring function."
DPO,80,content_diff,a single stage policy learning approach.,a single stage policy learning approach.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors present an alternative to methods that first estimate a latent scoring function and then optimize it:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the alternative the authors present to methods that first estimate a latent scoring function and then optimize it is","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors present an alternative to methods that first estimate a latent scoring function and then optimize it: a single stage policy learning approach.","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the alternative the authors present to methods that first estimate a latent scoring function and then optimize it is a single stage policy learning approach."
DPO,111,content_diff,its optimal policy,its optimal policy,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the particular choice of reward model parameterization enables extraction of what in closed form, without an RL training loop:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the particular choice of reward model parameterization enables extraction of","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the particular choice of reward model parameterization enables extraction of what in closed form, without an RL training loop: its optimal policy","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the particular choice of reward model parameterization enables extraction of its optimal policy."
DPO,114,content_diff,"an explicit, standalone reward model","an explicit, standalone reward model","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting while still optimizing under existing models of human preferences such as the Bradley-Terry model:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting while still optimizing under existing models of human preferences such as the Bradley-Terry model: an explicit, standalone reward model","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting an explicit, standalone reward model."
DPO,137,content_diff,"the offline dataset of preferences $\mathcal{D} = \{x^{(i)}, y_w^{(i)}, y_l)^{(i)}\}_{i=1}^N$",the offline dataset of preferences,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the general DPO pipeline, the thing that is constructed by sampling completions $y_1, y_2 \sim \pi_\text{ref}(\cdot \mid x)$ for each prompt $x$ and then labeling them with human preferences is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the general DPO pipeline, the thing that is constructed by sampling completions $y_1, y_2 \sim \pi_\text{ref}(\cdot \mid x)$ for each prompt $x$ and then labeling them with human preferences is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the general DPO pipeline, the thing that is constructed by sampling completions $y_1, y_2 \sim \pi_\text{ref}(\cdot \mid x)$ for each prompt $x$ and then labeling them with human preferences isthe offline dataset of preferences $\mathcal{D} = \{x^{(i)}, y_w^{(i)}, y_l)^{(i)}\}_{i=1}^N$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the general DPO pipeline, the thing that is constructed by sampling completions $y_1, y_2 \sim \pi_\text{ref}(\cdot \mid x)$ for each prompt $x$ and then labeling them with human preferences isthe offline dataset of preferences"
DPO,138,content_diff,$\mathcal{L}_\text{DPO}$,$\mathcal{L}_\text{DPO}$,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the second step of the general DPO pipeline, the language model $\pi_\theta$ is optimized to minimize the loss, given the reference policy $\pi_\text{ref}$, the offline preference dataset $\mathcal{D}$, and the desired $\beta$:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the second step of the general DPO pipeline, the loss minimized by the language model is","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the second step of the general DPO pipeline, the language model $\pi_\theta$ is optimized to minimize the loss, given the reference policy $\pi_\text{ref}$, the offline preference dataset $\mathcal{D}$, and the desired $\beta$: $\mathcal{L}_\text{DPO}$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the second step of the general DPO pipeline, the loss minimized by the language model is $\mathcal{L}_\text{DPO}$."
DPO,140,content_diff,$\pi^\text{SFT}$,$\pi^\text{SFT}$,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the preference datasets are sampled using the initial policy, $\pi_\text{ref}$ is initialized to the same model whenever it is available:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when preference datasets are sampled using the initial policy, $\pi_\text{ref}$ is initialized to","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the preference datasets are sampled using the initial policy, $\pi_\text{ref}$ is initialized to the same model whenever it is available: $\pi^\text{SFT}$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when preference datasets are sampled using the initial policy, $\pi_\text{ref}$ is initialized to $\pi^\text{SFT}$."
DPO,143,content_diff,"\pi_\text{ref} = \argmax_{\pi}\mathbb{E}_{x, y_w \sim \mathcal{D}}\left[\log \pi(y_w \mid x)\right]","\pi_\text{ref} = \argmax_{\pi}\mathbb{E}_{x, y_w \sim \mathcal{D}}\left[\log \pi(y_w \mid x)\right]","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the supervised fine-tuned policy $\pi^\text{SFT}$ is not available, the authors use the following optimization to initialize $\pi_\text{ref}$ from the preference dataset of preferred completions ${(x, y_w)}$:","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when $\pi^\text{SFT}$ is not available, the optimization used to initialize $\pi_\text{ref}$ is","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the supervised fine-tuned policy $\pi^\text{SFT}$ is not available, the authors use the following optimization to initialize $\pi_\text{ref}$ from the preference dataset of preferred completions ${(x, y_w)}$:\pi_\text{ref} = \argmax_{\pi}\mathbb{E}_{x, y_w \sim \mathcal{D}}\left[\log \pi(y_w \mid x)\right]","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when $\pi^\text{SFT}$ is not available, the optimization used to initialize $\pi_\text{ref}$ is\pi_\text{ref} = \argmax_{\pi}\mathbb{E}_{x, y_w \sim \mathcal{D}}\left[\log \pi(y_w \mid x)\right]."
DPO,146,content_diff,an explicit reward,an explicit reward,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that DPO is able to bypass both fitting what kind of reward and performing RL to learn the policy using a single maximum likelihood objective, namely","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is able to bypass fitting","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that DPO is able to bypass both fitting what kind of reward and performing RL to learn the policy using a single maximum likelihood objective, namely an explicit reward","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is able to bypass fitting an explicit reward."
DPO,157,content_diff,the Plackett-Luce (and Bradley-Terry in particular) models.,the Plackett-Luce (and Bradley-Terry in particular) models.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under mild assumptions, reward classes consistent with which models can be represented with the reparameterization $r(x, y) = \beta \log \frac{\pi(y\mid x)}{\pi_\text{ref}(y\mid x)}$ are","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under mild assumptions, all reward classes consistent with","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under mild assumptions, reward classes consistent with which models can be represented with the reparameterization $r(x, y) = \beta \log \frac{\pi(y\mid x)}{\pi_\text{ref}(y\mid x)}$ are the Plackett-Luce (and Bradley-Terry in particular) models.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under mild assumptions, all reward classes consistent with the Plackett-Luce (and Bradley-Terry in particular) models."
DPO,161,content_diff,normalizes the reward function.,normalizes the reward function.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ does what to the reward function when it is defined as a projection using $\pi_\text{ref}$ and $\beta$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ simply","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ does what to the reward function when it is defined as a projection using $\pi_\text{ref}$ and $\beta$ normalizes the reward function.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ simply normalizes the reward function."
DPO,162,content_diff,the partition function of $\pi_r$.,the partition function of $\pi_r$.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ uses the logarithm of the following to normalize the reward function:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ normalizes the reward function with the logarithm of","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ uses the logarithm of the following to normalize the reward function: the partition function of $\pi_r$.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the operator $f$ normalizes the reward function with the logarithm of the partition function of $\pi_r$."
DPO,163,content_diff,the equivalence class.,the equivalence class.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix x implies that f(r; \pi_\text{ref}, \beta)(x, y) is a reward function in what class of r(x, y):","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix $x$ implies that $f(r; \pi_\text{ref}, \beta)(x, y)$ is a reward function in","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix x implies that f(r; \pi_\text{ref}, \beta)(x, y) is a reward function in what class of r(x, y): the equivalence class.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the fact that the added normalization term depends only on the prefix $x$ implies that $f(r; \pi_\text{ref}, \beta)(x, y)$ is a reward function in the equivalence class."
DPO,168,content_diff,instabilities.,instabilities.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors’ framework can be used to diagnose the following in standard actor-critic algorithms used for RLHF, such as PPO:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors’ framework can be used to diagnose","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors’ framework can be used to diagnose the following in standard actor-critic algorithms used for RLHF, such as PPO: instabilities.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors’ framework can be used to diagnose instabilities."
DPO,179,content_diff,a human completion baseline,a human completion baseline,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", prior works used a baseline to normalize rewards, described as essentially a single-sample Monte Carlo estimate of the normalizing term:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", prior works have normalized rewards using","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", prior works used a baseline to normalize rewards, described as essentially a single-sample Monte Carlo estimate of the normalizing term: a human completion baseline","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", prior works have normalized rewards using a human completion baseline."
DPO,186,content_diff,returning the best of $N$ sampled trajectories.,returning the best of $N$ sampled trajectories.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the experiments on larger models and more difficult RLHF tasks, DPO tends to perform as well or better than strong baselines like RLHF with PPO, as well as another baseline method:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO tends to perform as well or better than strong baselines like RLHF with PPO as well as","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the experiments on larger models and more difficult RLHF tasks, DPO tends to perform as well or better than strong baselines like RLHF with PPO, as well as another baseline method: returning the best of $N$ sampled trajectories.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO tends to perform as well or better than strong baselines like RLHF with PPO as well as returning the best of $N$ sampled trajectories."
DPO,189,content_diff,the IMDb dataset.,the IMDb dataset.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation task, x is a prefix of a movie review from which dataset:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation task, $x$ is a prefix of a movie review from","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation task, x is a prefix of a movie review from which dataset: the IMDb dataset.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation task, $x$ is a prefix of a movie review from the IMDb dataset."
DPO,192,content_diff,"$p(\text{positive}\mid x,y_w)>p(\text{positive}\mid x,y_l)$","$p(\text{positive}\mid x,y_w)>p(\text{positive}\mid x,y_l)$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation experiment, the generated preference pairs satisfy the condition when they are produced using a pre-trained sentiment classifier:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation experiment, generated preference pairs satisfy","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation experiment, the generated preference pairs satisfy the condition when they are produced using a pre-trained sentiment classifier: $p(\text{positive}\mid x,y_w)>p(\text{positive}\mid x,y_l)$","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the controlled sentiment generation experiment, generated preference pairs satisfy $p(\text{positive}\mid x,y_w)>p(\text{positive}\mid x,y_l)$."
