seed_local_id,seed_arxiv_id,seed_title,cited_arxiv_id,cited_title,cited_year,semantic_scholar_paper_id,openalex_id
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2205.12952,Pretraining is All You Need for Image-to-Image Translation,2022,f8d56373df3023f36af2a0c45cd371bf9fe924a8,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2206.02779,Blended Latent Diffusion,2022,ef669bb2d0a3e957a91c1dde85ce01c6984ad7d6,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2206.10789,Scaling Autoregressive Models for Content-Rich Text-to-Image Generation,2022,1243e13254bb4ea1f71b4be8a3e4e54ffd02d2fe,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2208.01618,An Image is Worth One Word: Personalizing Text-to-Image Generation using Textual Inversion,2022,5406129d9d7d00dc310671c43597101b0ee93629,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2208.01626,Prompt-to-Prompt Image Editing with Cross Attention Control,2022,04e541391e8dce14d099d00fb2c21dbbd8afe87f,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2208.12242,DreamBooth: Fine Tuning Text-to-Image Diffusion Models for Subject-Driven Generation,2022,5b19bf6c3f4b25cac96362c98b930cf4b37f6744,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2210.08402,LAION-5B: An open large-scale dataset for training next generation image-text models,2022,e5c8960eb2ec034ffbd353ef39fd1cb541d3c7c9,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2211.13752,Sketch-Guided Text-to-Image Diffusion Models,2022,55036dea7f6068d6b5de6ffe178bb324d01918a0,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2301.12597,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,2023,3f5b31c4f7350dc88002c121aecbdc82f86eb5bb,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2302.05543,Adding Conditional Control to Text-to-Image Diffusion Models,2023,efbe97d20c4ffe356e8826c01dc550bacc405add,
OFT,2306.07280,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,2302.08453,T2I-Adapter: Learning Adapters to Dig out More Controllable Ability for Text-to-Image Diffusion Models,2023,58842cdca3ea68f7b9e638b288fc247a6f26dafc,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1604.06174,Training Deep Nets with Sublinear Memory Cost,2016,942deb7d865b7782c03176d95e3a0d56cb71009e,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1706.03741,Deep Reinforcement Learning from Human Preferences,2017,5bbb6f9a8204eb13070b6f033e61c84ef8ee68dd,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1803.02324,Annotation Artifacts in Natural Language Inference Data,2018,2997b26ffb8c291ce478bd8a6e47979d5a55c466,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1804.07461,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,2018,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1805.01042,Hypothesis Only Baselines in Natural Language Inference,2018,8c6427cc1f4e1bbe5d6da34a4511842361f4fbb6,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1808.09352,Evaluating Theory of Mind in Question Answering,2018,c7a66b71d44e89aaecd6c7fd4b0779be45781920,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1809.09600,"HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering",2018,22655979df781d222eaf812b0d325fa9adf11594,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1902.00751,Parameter-Efficient Transfer Learning for NLP,2019,29ddc1f43f28af7c846515e32cc167bc66886d0c,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1904.09751,The Curious Case of Neural Text Degeneration,2019,cf4aa38ae31b43fd07abe13b4ffdb265babb7be1,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1907.11692,RoBERTa: A Robustly Optimized BERT Pretraining Approach,2019,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1910.03771,HuggingFace's Transformers: State-of-the-art Natural Language Processing,2019,53c8b98eb9180ed9f46820627715c7ae2803cee7,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,1910.10683,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,2019,6c4b76232bb72897685d19b3d264c6ee3005bc2b,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2009.03300,Measuring Massive Multitask Language Understanding,2020,814a4f680b9ba6baba23b93499f4b48af1a27678,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2101.00190,Prefix-Tuning: Optimizing Continuous Prompts for Generation,2021,53d8b356551a2361020a948f64454a6d599af69f,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2104.04670,Adapting Language Models for Zero-shot Learning by Meta-tuning on Dataset and Prompt Collections,2021,4b0ec90dc10e51c1fc983edcd57bb86636d7b3ca,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2104.06599,Learning How to Ask: Querying LMs with Mixtures of Soft Prompts,2021,209f9bde2dee7cf1677801586562ffe56d435d38,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2104.08691,The Power of Scale for Parameter-Efficient Prompt Tuning,2021,ffdbd7f0b03b85747b001b4734d5ee31b5229aa4,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2106.04647,Compacter: Efficient Low-Rank Hypercomplex Adapter Layers,2021,656ed155c2d345c19d9bff4b50f2ae00db8407cc,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2106.09685,LoRA: Low-Rank Adaptation of Large Language Models,2021,a8ca46b171467ceb2d7652fbfb67fe701ad86092,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2106.10199,BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models,2021,339b2b711fb5b228d097b03ebc3e62a521779235,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2108.07258,On the Opportunities and Risks of Foundation Models,2021,76e9e2ec3de437ffb30d8b7b629f7fe3e61de5c2,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2109.01652,Finetuned Language Models Are Zero-Shot Learners,2021,ff0b2681d7b05e16c46dfb71d980cc2f605907cd,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2110.02861,8-bit Optimizers via Block-wise Quantization,2021,11fe37ab6faf6bf85ad2f5746c154dec5412bd04,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2110.08207,Multitask Prompted Training Enables Zero-Shot Task Generalization,2021,17dd3555fd1ccf1141cf984347fa1b3fd6b009ca,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2110.15943,MetaICL: Learning to Learn In Context,2021,47df3fd32d00220c85c2c51a571254fd99b2ecc7,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2111.09839,Training Neural Networks with Fixed Sparse Masks,2021,d9cdf21e73519edc593bdf1a00fcd778764b13f6,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2112.00861,A General Language Assistant as a Laboratory for Alignment,2021,3dc7dc1bea9a4f70c02b6759a0bda7aca0005a9e,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2201.05966,UnifiedSKG: Unifying and Multi-Tasking Structured Knowledge Grounding with Text-to-Text Language Models,2022,79950179d60ba39a74d5fe2aedc47a57c0bf4c03,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2201.08239,LaMDA: Language Models for Dialog Applications,2022,b3848d32f7294ec708627897833c4097eb4d8778,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,2022,1b6e810ce0afd0dd093f789d2b2742d047e316d5,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2202.01279,PromptSource: An Integrated Development Environment and Repository for Natural Language Prompts,2022,9b1f4492a663c7f56f2b43ae1ed167d3857aacca,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2203.02155,Training language models to follow instructions with human feedback,2022,d766bffc357127e0dc86dd69561d5aeb520d6f4c,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2203.03131,Input-Tuning: Adapting Unfamiliar Inputs to Frozen Pretrained Models,2022,2e4cdd36d77b9d814638fc2cd6c703535cb1d2f7,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2204.05862,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,2022,0286b2736a114198b25fb5553c671c33aed5d477,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2204.07705,Super-NaturalInstructions: Generalization via Declarative Instructions on 1600+ NLP Tasks,2022,06d7cb8c8816360feb33c3367073e0ef66d7d0b0,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2205.01068,OPT: Open Pre-trained Transformer Language Models,2022,13a0d8bb38f739990c8cd65a44061c6534f17221,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2205.05638,Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning,2022,7cdaa08890895e1ad92afb5fad429690ad7b1dac,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2206.01861,ZeroQuant: Efficient and Affordable Post-Training Quantization for Large-Scale Transformers,2022,e03609f2587f690867e7ea0bedaf0db25282c548,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2208.07339,LLM.int8(): 8-bit Matrix Multiplication for Transformers at Scale,2022,4be7d1524edb0137599a5cc95f72844b85a52fe1,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2209.14375,Improving alignment of dialogue agents via targeted human judgements,2022,74eae12620bd1c1393e268bddcb6f129a5025166,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2210.02414,GLM-130B: An Open Bilingual Pre-trained Model,2022,1d26c947406173145a4665dd7ab255e03494ea28,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2210.11416,Scaling Instruction-Finetuned Language Models,2022,cdbd4f9b6ab2e2fd1ddf5400d5ed2c18960635d1,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2210.13312,Neural Theory-of-Mind? On the Limits of Social Intelligence in Large LMs,2022,311fd5f6f114ae51f8cbd95a0da69d7b556d25f1,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2210.17323,GPTQ: Accurate Post-Training Quantization for Generative Pre-trained Transformers,2022,7da0f2501034522e3d50af7e9b8fa7ec9d7b65b6,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2211.05100,BLOOM: A 176B-Parameter Open-Access Multilingual Language Model,2022,964bd39b546f0f6625ff3b9ef1083f797807ef2e,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2211.05102,Efficiently Scaling Transformer Inference,2022,379e42895f6d40ab9e9559609f505aba89145a5d,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2211.10438,SmoothQuant: Accurate and Efficient Post-Training Quantization for Large Language Models,2022,2c994fadbb84fb960d8306ee138dbeef41a5b323,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2212.08073,Constitutional AI: Harmlessness from AI Feedback,2022,3936fd3c6187f606c6e4e2e20b196dbc41cc4654,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2212.09689,Unnatural Instructions: Tuning Language Models with (Almost) No Human Labor,2022,6f4cc536f9ed83d0dbf7e919dc609be12aa0848a,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2212.09720,The case for 4-bit precision: k-bit Inference Scaling Laws,2022,53535d38fe259a3aa7c911edd8048d764e09e8e1,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2212.10560,Self-Instruct: Aligning Language Models with Self-Generated Instructions,2022,e65b346d442e9962a4276dc1c1af2956d9d5f1eb,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2212.12017,OPT-IML: Scaling Language Model Instruction Meta Learning through the Lens of Generalization,2022,e965e93e76a9e6c4e4863d145b5c007b540d575d,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2301.13688,The Flan Collection: Designing Data and Methods for Effective Instruction Tuning,2023,f2b0017ddd77fa38760a18145e63553105a1a236,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2302.04166,GPTScore: Evaluate as You Desire,2023,40c318400809abf5e50aba5a5a80c8012a7715d5,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2302.13971,LLaMA: Open and Efficient Foundation Language Models,2023,57e849d0de13ed5f91d086936296721d4ff75a75,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2303.08774,GPT-4 Technical Report,2023,163b4d6a79a5b19af88b8585456363340d9efd04,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2304.01373,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,2023,be55e8ec4213868db08f2c3168ae666001bea4b8,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2304.03277,Instruction Tuning with GPT-4,2023,9e8cb8c91a0acb6e661b58ad724aa758490f2bea,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2304.07327,OpenAssistant Conversations - Democratizing Large Language Model Alignment,2023,ae736662f64d56f3ab1894fbd9c45f8f37251843,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2304.08460,LongForm: Effective Instruction Tuning with Reverse Instructions,2023,05bf0ea7bc89adb92e583f4fc91dc994fa77bb85,
QLoRA,2305.14314,QLoRA: Efficient Finetuning of Quantized LLMs,2304.13013,Stable and low-precision training for large-scale vision-language models,2023,b3c64a046d6cfc0f55a2aebc5176bbab69a7e021,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,1706.03762,Attention is All you Need,2017,204e3073870fae3d05bcbc2f6a8e263d9b72e776,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,1904.06690,BERT4Rec: Sequential Recommendation with Bidirectional Encoder Representations from Transformer,2019,690edf44e8739fd80bdfb76f40c9a4a222f3bba8,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,1904.10509,Generating Long Sequences with Sparse Transformers,2019,21da617a0f79aabf94272107184606cefe90ab75,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,1911.02150,Fast Transformer Decoding: One Write-Head is All You Need,2019,dc52b09089704ebd6f471177474bc29741c50023,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2001.04451,Reformer: The Efficient Transformer,2020,055fd6a9f7293269f1b22c1470e63bd02d8d9500,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2003.05997,Efficient Content-Based Sparse Attention with Routing Transformers,2020,657329c633709dd1ac34a30d57341b186b1a47c2,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2004.05150,Longformer: The Long-Document Transformer,2020,925ad2897d1b5decbea320d07e99afa9110e09b2,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2005.08100,Conformer: Convolution-augmented Transformer for Speech Recognition,2020,0170fc76e934ee643f869df18fb617d5357e8b4e,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2006.16236,Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,2020,6f68e1bb253925d8431588555d3010419f322e04,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2007.14062,Big Bird: Transformers for Longer Sequences,2020,044e13d7dd4e0655eb76f0bd00b2c1bdb44e2be3,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2009.06732,Efficient Transformers: A Survey,2020,7e5709d81558d3ef4265de29ea75931afeb1f2dd,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2009.14794,Rethinking Attention with Performers,2020,3fbf6339273c50b04e886fa9bd4ad18c952a683d,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2102.03902,Nyströmformer: A Nyström-Based Algorithm for Approximating Self-Attention,2021,6fa1cfc4f97f03a8485692418c7aa1a06c574a85,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2103.02143,Random Feature Attention,2021,9ed25f101f19ea735ca300848948ed64064b97ca,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2110.15343,Scatterbrain: Unifying Sparse and Low-rank Attention Approximation,2021,5f895e84c1fea75de07b4f90da518273c2e57291,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2112.07916,LongT5: Efficient Text-To-Text Transformer for Long Sequences,2021,3dfb1f50f2a34a699c339dabaa6f9b3a977973de,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2201.03533,SCROLLS: Standardized CompaRison Over Long Language Sequences,2022,6281c40c66febca1d8003bcc6fdfd2189b30c38f,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2204.03458,Video Diffusion Models,2022,3b2a675bb617ae1a920e8e29d535cdf27826e999,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2205.14135,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,2022,87c5b281fa43e6f27191b20a8dd694eda1126336,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2206.02647,Scaling Vision Transformers to Gigapixel Images via Hierarchical Self-Supervised Learning,2022,68cda2cfefe8c21dc64fee55deab87672a517d39,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2209.05433,FP8 Formats for Deep Learning,2022,b37d57edf4a84da158ab8d77921d4aa39faceb32,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2209.10655,Mega: Moving Average Equipped Gated Attention,2022,70e91e16eb321067d9402710e14a40cf28311f73,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2212.14052,Hungry Hungry Hippos: Towards Language Modeling with State Space Models,2022,5a77b508302771fc083bf24e0bcda8553c9b5421,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2301.03598,Stream-K: Work-Centric Parallel Decomposition for Dense Matrix-Matrix Multiplication on the GPU,2023,4c2289fee8badf7ba942c5d58807270e7933dcfc,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2305.06161,StarCoder: may the source be with you!,2023,3e4085e5869f1b7959707a1e1d7d273b6057eb4e,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2305.13048,RWKV: Reinventing RNNs for the Transformer Era,2023,026b3396a63ed5772329708b7580d633bb86bec9,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2305.13245,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints,2023,5ae6fb6b5a3c7df515ff4a82ac9673bae6a8e200,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2307.08621,Retentive Network: A Successor to Transformer for Large Language Models,2023,240103933ffe3dac2179cc160a2bd91299357a53,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2307.08691,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,2023,823ca4778e1027f2f0b356df051d762dcecaaba0,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2307.13304,QuIP: 2-Bit Quantization of Large Language Models With Guarantees,2023,56b828717f32251a5e0f0be9c0113077f23c8429,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2308.12950,Code Llama: Open Foundation Models for Code,2023,0b0debb710366cdff461938c80763eace1651af6,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2309.00071,YaRN: Efficient Context Window Extension of Large Language Models,2023,819bbdc2dac9e13d9ca3e2508a6e063186ce5e40,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2309.06180,Efficient Memory Management for Large Language Model Serving with PagedAttention,2023,83b90f4a0ae4cc214eb3cc140ccfef9cd99fac05,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2310.01889,Ring Attention with Blockwise Transformers for Near-Infinite Context,2023,02ad9f3fefe33cb9ca546591bec65dbdf7766c80,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2311.09431,Striped Attention: Faster Ring Attention for Causal Transformers,2023,ade22704be8a0fc3730d320cc7934b2ccbcd97e4,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2312.00752,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,2023,7bbc7595196a0606a07506c4fb1473e5e87f6082,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2401.18079,KVQuant: Towards 10 Million Context Length LLM Inference with KV Cache Quantization,2024,b085968c4362fb286ad6c5ef71a5db9630da0498,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2402.02750,KIVI: A Tuning-Free Asymmetric 2bit Quantization for KV Cache,2024,a3e000e0d7f64c1d094c2a8bf6f43992cbabe91b,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2402.04396,QuIP#: Even Better LLM Quantization with Hadamard Incoherence and Lattice Codebooks,2024,8fbf2eb4587b5c271979c3f96eee1b109496143e,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2402.13499,Benchmarking and Dissecting the Nvidia Hopper GPU Architecture,2024,1c0b279974dfef5085e4cd9dfa0a0dffd7e873ac,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2402.17762,Massive Activations in Large Language Models,2024,aa085ed9a77d815d3c1d19a468be1d9a8d3efd13,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2404.08801,Megalodon: Efficient LLM Pretraining and Inference with Unlimited Context Length,2024,e9484cf633985ccef70b0ce46866ce232a81ca4b,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.02803,Is Flash Attention Stable?,2024,48c1bf8bab85f4d6a2490a4d3efc8b1fb4a2b261,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.04434,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",2024,53a803388e83ae89261624099d7be4287ace67cb,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.04517,xLSTM: Extended Long Short-Term Memory,2024,e2a6ffba64331989858e5078bfb8277343aa90bd,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.10480,Lean Attention: Hardware-Aware Scalable Attention Mechanism for the Decode-Phase of Transformers,2024,d5a2b22b7f9cfad3b582f9784fafd42749d87b1a,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.16712,Zamba: A Compact 7B SSM Hybrid Model,2024,3dd6bc488283f1e4cc967d98a6a6c3d7f1a6cf76,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2405.21060,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,2024,ca9f5b3bf0f54ad97513e6175b30497873670fed,
fa3,2407.08608,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,2406.07887,An Empirical Study of Mamba-based Language Models,2024,d668f557b922d0cac746c8ec82f7975f06ac906b,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2304.01373,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,2023,be55e8ec4213868db08f2c3168ae666001bea4b8,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2303.12712,Sparks of Artificial General Intelligence: Early experiments with GPT-4,2023,8dbd57469bb32e6d57f23f5e765bf1c9ac8e080c,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2302.13971,LLaMA: Open and Efficient Foundation Language Models,2023,57e849d0de13ed5f91d086936296721d4ff75a75,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2302.08215,Aligning Language Models with Preferences through f-divergence Minimization,2023,e8e035f9768a4d4e7fe9a2e167cd93d170407b1b,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2212.08073,Constitutional AI: Harmlessness from AI Feedback,2022,3936fd3c6187f606c6e4e2e20b196dbc41cc4654,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2210.01241,"Is Reinforcement Learning (Not) for Natural Language Processing?: Benchmarks, Baselines, and Building Blocks for Natural Language Policy Optimization",2022,912a39c2e0e4a35747531669cfa952d2c5627729,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2206.00761,On Reinforcement Learning and Distribution Matching for Fine-Tuning Language Models with no Catastrophic Forgetting,2022,bb03803fa36caa888c40232fd107bba16997fa0e,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2204.10362,Human Preferences as Dueling Bandits,2022,0a0f09d57ba4b5451e5c0d11397b8e437c38e9b9,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2204.05862,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,2022,0286b2736a114198b25fb5553c671c33aed5d477,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2204.02311,PaLM: Scaling Language Modeling with Pathways,2022,094ff971d6a8b8ff870946c9b3ce5aa173617bfb,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2203.02155,Training language models to follow instructions with human feedback,2022,d766bffc357127e0dc86dd69561d5aeb520d6f4c,
DPO,2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2111.04850,Dueling RL: Reinforcement Learning with Trajectory Preferences,2021,3986ea25ab5a428f66c816e16164b519b9ec7231,
