probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's soluble interleukin-2 receptor (sIL-2R) level on screening for haematological malignancy was",704 U/mL,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's soluble interleukin-2 receptor (sIL-2R) level on screening for haematological malignancy was
(A) 514 U/mL
(B) 704 U/mL
(C) 1704 U/mL
(D) 496 U/mL
(E) 744 U/mL",514 U/mL,704 U/mL,1704 U/mL,496 U/mL,744 U/mL,"[""496\u2009U/mL"", ""744\u2009U/mL"", ""514\u2009U/mL"", ""1704\u2009U/mL""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's soluble interleukin-2 receptor (sIL-2R) level on screening for haematological malignancy was 704 U/mL","Screening for haematological malignancy revealed soluble interleukin-2 receptor (sIL-2R) (704 U/mL; reference, 122–496 U/mL), with negative human T-cell leukaemia virus type 1 antibody.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was",cryptococcal antigen,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was
(A) Candida mannan antigen
(B) Mycobacterium tuberculosis PCR
(C) cryptococcal antigen
(D) herpes simplex virus PCR
(E) aspergillus galactomannan antigen",Candida mannan antigen,Mycobacterium tuberculosis PCR,cryptococcal antigen,herpes simplex virus PCR,aspergillus galactomannan antigen,"[""aspergillus galactomannan antigen"", ""Candida mannan antigen"", ""herpes simplex virus PCR"", ""Mycobacterium tuberculosis PCR""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was cryptococcal antigen","CSF cultures and tests for bacterial and mycobacterial pathogens, as well as herpes simplex virus (HSV), varicella zoster virus (VZV) and cryptococcal antigen, were all negative.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when a painful scrotal ulcer appeared on day 5 and the clinicians noted oral aphthae, the skin findings described alongside the oral aphthae in suggesting a systemic form of Behçet's disease were",folliculitis-like rashes,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when a painful scrotal ulcer appeared on day 5 and the clinicians noted oral aphthae, the skin findings described alongside the oral aphthae in suggesting a systemic form of Behçet's disease were
(A) a positive pathergy reaction
(B) a malar butterfly rash
(C) folliculitis-like rashes
(D) erythema nodosum-like rashes
(E) livedo reticularis",a positive pathergy reaction,a malar butterfly rash,folliculitis-like rashes,erythema nodosum-like rashes,livedo reticularis,"[""erythema nodosum-like rashes"", ""a positive pathergy reaction"", ""livedo reticularis"", ""a malar butterfly rash""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when a painful scrotal ulcer appeared on day 5 and the clinicians noted oral aphthae, the skin findings described alongside the oral aphthae in suggesting a systemic form of Behçet's disease were folliculitis-like rashes","In combination with oral aphthae and folliculitis-like rashes, these findings suggested a systemic form of BD.",Investigations
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when bacterial meningitis was considered during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and cerebrospinal fluid abnormalities, the cerebrospinal fluid cell pattern that argued against bacterial meningitis was",the absence of neutrophilic predominance,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when bacterial meningitis was considered during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and cerebrospinal fluid abnormalities, the cerebrospinal fluid cell pattern that argued against bacterial meningitis was
(A) the presence of neutrophilic predominance
(B) a red blood cell predominance
(C) the absence of neutrophilic predominance
(D) the absence of lymphocytic pleocytosis
(E) an eosinophilic predominance",the presence of neutrophilic predominance,a red blood cell predominance,the absence of neutrophilic predominance,the absence of lymphocytic pleocytosis,an eosinophilic predominance,"[""the presence of neutrophilic predominance"", ""the absence of lymphocytic pleocytosis"", ""an eosinophilic predominance"", ""a red blood cell predominance""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when bacterial meningitis was considered during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and cerebrospinal fluid abnormalities, the cerebrospinal fluid cell pattern that argued against bacterial meningitis was the absence of neutrophilic predominance","Bacterial meningitis was also considered but ruled out based on the absence of neutrophilic predominance, mild lymphocytic pleocytosis and negative CSF cultures.",Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", tuberculous meningitis was excluded because the results for",acid-fast staining and tuberculosis DNA testing were negative.,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", tuberculous meningitis was excluded because the results for
(A) CSF cultures were negative and there was only mild lymphocytic pleocytosis without neutrophilic predominance.
(B) HSV and VZV antigen and antibody assays in the CSF were negative.
(C) acid-fast staining and tuberculosis DNA testing were negative.
(D) oligoclonal band testing and aquaporin-4 antibody assays were negative.
(E) brain MRI showed no abnormal findings and CSF cytology did not reveal malignant cells.",CSF cultures were negative and there was only mild lymphocytic pleocytosis without neutrophilic predominance.,HSV and VZV antigen and antibody assays in the CSF were negative.,acid-fast staining and tuberculosis DNA testing were negative.,oligoclonal band testing and aquaporin-4 antibody assays were negative.,brain MRI showed no abnormal findings and CSF cytology did not reveal malignant cells.,"[""HSV and VZV antigen and antibody assays in the CSF were negative."", ""CSF cultures were negative and there was only mild lymphocytic pleocytosis without neutrophilic predominance."", ""brain MRI showed no abnormal findings and CSF cytology did not reveal malignant cells."", ""oligoclonal band testing and aquaporin-4 antibody assays were negative.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", tuberculous meningitis was excluded because the results for acid-fast staining and tuberculosis DNA testing were negative.",Tuberculous meningitis was excluded because the results for acid-fast staining and tuberculosis DNA testing were negative.,Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo prompted brain MRI, the scan showed",no abnormal findings,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo prompted brain MRI, the scan showed
(A) no abnormal findings
(B) temporal lobe hyperintensities suggestive of HSV encephalitis
(C) leptomeningeal enhancement compatible with bacterial meningitis
(D) a space-occupying lesion suspicious for primary CNS lymphoma
(E) brainstem and basal ganglia lesions typical of neuro-Behçet's disease",no abnormal findings,temporal lobe hyperintensities suggestive of HSV encephalitis,leptomeningeal enhancement compatible with bacterial meningitis,a space-occupying lesion suspicious for primary CNS lymphoma,brainstem and basal ganglia lesions typical of neuro-Behçet's disease,"[""temporal lobe hyperintensities suggestive of HSV encephalitis"", ""leptomeningeal enhancement compatible with bacterial meningitis"", ""a space-occupying lesion suspicious for primary CNS lymphoma"", ""brainstem and basal ganglia lesions typical of neuro-Beh\u00e7et's disease""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo prompted brain MRI, the scan showed no abnormal findings","However, brain MRI showed no abnormal findings, and CSF cytology did not reveal malignant cells.",Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of this man in his 60s with fever, headache, and hyponatraemia, autoimmune diseases were excluded due to",absence of characteristic systemic symptoms and negative screening autoantibody test results,(E),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of this man in his 60s with fever, headache, and hyponatraemia, autoimmune diseases were excluded due to
(A) negative paraneoplastic neuronal antibody testing and no evidence of an occult solid tumour
(B) negative acid-fast staining and tuberculosis DNA testing results in the cerebrospinal fluid
(C) mild lymphocytic pleocytosis without neutrophilic predominance and negative cerebrospinal fluid cultures
(D) normal brain MRI findings and the absence of malignant cells on cerebrospinal fluid cytology
(E) absence of characteristic systemic symptoms and negative screening autoantibody test results",negative paraneoplastic neuronal antibody testing and no evidence of an occult solid tumour,negative acid-fast staining and tuberculosis DNA testing results in the cerebrospinal fluid,mild lymphocytic pleocytosis without neutrophilic predominance and negative cerebrospinal fluid cultures,normal brain MRI findings and the absence of malignant cells on cerebrospinal fluid cytology,absence of characteristic systemic symptoms and negative screening autoantibody test results,"[""normal brain MRI findings and the absence of malignant cells on cerebrospinal fluid cytology"", ""negative acid-fast staining and tuberculosis DNA testing results in the cerebrospinal fluid"", ""mild lymphocytic pleocytosis without neutrophilic predominance and negative cerebrospinal fluid cultures"", ""negative paraneoplastic neuronal antibody testing and no evidence of an occult solid tumour""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of this man in his 60s with fever, headache, and hyponatraemia, autoimmune diseases were excluded due to absence of characteristic systemic symptoms and negative screening autoantibody test results",Autoimmune diseases were evaluated but excluded due to the absence of characteristic systemic symptoms and negative screening autoantibody test results.,Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one test whose negative result helped exclude tuberculous meningitis was",acid-fast staining,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one test whose negative result helped exclude tuberculous meningitis was
(A) acid-fast staining
(B) Gram staining of the cerebrospinal fluid
(C) negative CSF cultures
(D) CSF viral antigen and antibody testing
(E) CSF cytology for malignant cells",acid-fast staining,Gram staining of the cerebrospinal fluid,negative CSF cultures,CSF viral antigen and antibody testing,CSF cytology for malignant cells,"[""CSF viral antigen and antibody testing"", ""negative CSF cultures"", ""CSF cytology for malignant cells"", ""Gram staining of the cerebrospinal fluid""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one test whose negative result helped exclude tuberculous meningitis was acid-fast staining",Tuberculous meningitis was excluded because the results for acid-fast staining and tuberculosis DNA testing were negative.,Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was evaluated for worsening headache and vertigo and brain MRI showed no abnormal findings, CSF cytology did not reveal",malignant cells.,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was evaluated for worsening headache and vertigo and brain MRI showed no abnormal findings, CSF cytology did not reveal
(A) oligoclonal bands
(B) viral inclusion bodies
(C) atypical lymphocytes
(D) malignant cells.
(E) Reed-Sternberg cells",oligoclonal bands,viral inclusion bodies,atypical lymphocytes,malignant cells.,Reed-Sternberg cells,"[""atypical lymphocytes"", ""viral inclusion bodies"", ""oligoclonal bands"", ""Reed-Sternberg cells""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was evaluated for worsening headache and vertigo and brain MRI showed no abnormal findings, CSF cytology did not reveal malignant cells.","However, brain MRI showed no abnormal findings, and CSF cytology did not reveal malignant cells.",Differential diagnosis
"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the clinical scoring for definite Behçet's disease, the point value assigned to genital aphthosis was",two points.,(D),"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the clinical scoring for definite Behçet's disease, the point value assigned to genital aphthosis was
(A) three points.
(B) four points.
(C) one major criterion.
(D) two points.
(E) one point.",three points.,four points.,one major criterion.,two points.,one point.,"[""one point."", ""three points."", ""four points."", ""one major criterion.""]","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the clinical scoring for definite Behçet's disease, the point value assigned to genital aphthosis was two points.","This patient was diagnosed with definite BD based on clinical features, including fever and fatigue, oral aphthae (two points), genital aphthosis (two points) and a folliculitis-like rash (one point).",Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient was diagnosed with definite Behçet’s disease, his total score according to the International Criteria for Behçet’s Disease was",five points,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient was diagnosed with definite Behçet’s disease, his total score according to the International Criteria for Behçet’s Disease was
(A) seven points
(B) four points
(C) six points
(D) five points
(E) three points",seven points,four points,six points,five points,three points,"[""four points"", ""six points"", ""three points"", ""seven points""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient was diagnosed with definite Behçet’s disease, his total score according to the International Criteria for Behçet’s Disease was five points","According to the International Criteria for Behçet’s Disease, he had a total score of five points (≥4 indicates definite disease).",Differential diagnosis
"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's headache and vertigo worsened on",day 3,(B),"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's headache and vertigo worsened on
(A) day 8
(B) day 3
(C) day 1
(D) day 2
(E) day 5",day 8,day 3,day 1,day 2,day 5,"[""day 1"", ""day 2"", ""day 5"", ""day 8""]","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient's headache and vertigo worsened on day 3","On day 3, the patient’s headache and vertigo worsened, suggesting CNS inflammation or infection.",Treatment
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after infectious, neoplastic, and autoimmune causes were excluded, acute neuro-BD was diagnosed when the patient had CNS symptoms in the context of",mucocutaneous findings.,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after infectious, neoplastic, and autoimmune causes were excluded, acute neuro-BD was diagnosed when the patient had CNS symptoms in the context of
(A) abnormal MRI findings.
(B) systemic vasculitic manifestations.
(C) mucocutaneous findings.
(D) elevated sIL-2R levels.
(E) cerebrospinal fluid pleocytosis.",abnormal MRI findings.,systemic vasculitic manifestations.,mucocutaneous findings.,elevated sIL-2R levels.,cerebrospinal fluid pleocytosis.,"[""abnormal MRI findings."", ""elevated sIL-2R levels."", ""cerebrospinal fluid pleocytosis."", ""systemic vasculitic manifestations.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after infectious, neoplastic, and autoimmune causes were excluded, acute neuro-BD was diagnosed when the patient had CNS symptoms in the context of mucocutaneous findings.","After excluding infectious, neoplastic and autoimmune causes, a diagnosis of acute neuro-BD was established, with CNS symptoms in the context of mucocutaneous findings.",Differential diagnosis
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo raised concern for CNS infection or encephalitis during hospitalization, the empirically started antiviral drug before being discontinued after HSV and VZV encephalitis were ruled out was",Acyclovir,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo raised concern for CNS infection or encephalitis during hospitalization, the empirically started antiviral drug before being discontinued after HSV and VZV encephalitis were ruled out was
(A) Colchicine
(B) Cefepime
(C) Valacyclovir
(D) Acyclovir
(E) Ganciclovir",Colchicine,Cefepime,Valacyclovir,Acyclovir,Ganciclovir,"[""Valacyclovir"", ""Ganciclovir"", ""Cefepime"", ""Colchicine""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient's worsening headache and vertigo raised concern for CNS infection or encephalitis during hospitalization, the empirically started antiviral drug before being discontinued after HSV and VZV encephalitis were ruled out was Acyclovir",Acyclovir was administered empirically but was discontinued after tests ruled out HSV and VZV encephalitis.,Treatment
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient’s headache and vertigo worsened and acyclovir was started empirically, acyclovir was discontinued after tests ruled out",HSV and VZV encephalitis,(D),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient’s headache and vertigo worsened and acyclovir was started empirically, acyclovir was discontinued after tests ruled out
(A) acute neuro-Behçet's disease
(B) bacterial meningoencephalitis
(C) autoimmune limbic encephalitis
(D) HSV and VZV encephalitis
(E) CMV and EBV encephalitis",acute neuro-Behçet's disease,bacterial meningoencephalitis,autoimmune limbic encephalitis,HSV and VZV encephalitis,CMV and EBV encephalitis,"[""CMV and EBV encephalitis"", ""bacterial meningoencephalitis"", ""autoimmune limbic encephalitis"", ""acute neuro-Beh\u00e7et's disease""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient’s headache and vertigo worsened and acyclovir was started empirically, acyclovir was discontinued after tests ruled out HSV and VZV encephalitis",Acyclovir was administered empirically but was discontinued after tests ruled out HSV and VZV encephalitis.,Treatment
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during conservative management of SIADH with fluid restriction (<800 mL/day), the item carefully monitored daily was",serum sodium,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during conservative management of SIADH with fluid restriction (<800 mL/day), the item carefully monitored daily was
(A) daily urine output
(B) serum sodium
(C) urine sodium
(D) C-reactive protein
(E) serum osmolality",daily urine output,serum sodium,urine sodium,C-reactive protein,serum osmolality,"[""serum osmolality"", ""urine sodium"", ""daily urine output"", ""C-reactive protein""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during conservative management of SIADH with fluid restriction (<800 mL/day), the item carefully monitored daily was serum sodium","SIADH was managed conservatively with fluid restriction (<800 mL/day), careful daily monitoring of serum sodium and avoidance of the rapid correction of sodium levels.",Treatment
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was admitted and empirical treatment was started after blood cultures were collected because a bacterial infection was suspected despite no specific infectious focus, the antimicrobial agent used was",cefepime,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was admitted and empirical treatment was started after blood cultures were collected because a bacterial infection was suspected despite no specific infectious focus, the antimicrobial agent used was
(A) acyclovir
(B) cefepime
(C) ceftriaxone
(D) vancomycin
(E) meropenem",acyclovir,cefepime,ceftriaxone,vancomycin,meropenem,"[""acyclovir"", ""ceftriaxone"", ""meropenem"", ""vancomycin""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the patient was admitted and empirical treatment was started after blood cultures were collected because a bacterial infection was suspected despite no specific infectious focus, the antimicrobial agent used was cefepime","Empirical antimicrobial therapy with cefepime was initiated after blood cultures were collected, targeting a potential bacterial infection despite the absence of a specific infectious focus.",Treatment
"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient was discharged after a",1 month hospitalisation,(A),"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient was discharged after a
(A) 1 month hospitalisation
(B) 2 week observation period
(C) 4 year follow-up period
(D) 16 day inpatient stay
(E) short course of systemic corticosteroid therapy",1 month hospitalisation,2 week observation period,4 year follow-up period,16 day inpatient stay,short course of systemic corticosteroid therapy,"[""2\u2009week observation period"", ""16\u2009day inpatient stay"", ""short course of systemic corticosteroid therapy"", ""4\u2009year follow-up period""]","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the patient was discharged after a 1 month hospitalisation","The patient was discharged after a 1 month hospitalisation, during which recovery from the acute phase was achieved, hyponatraemia was carefully monitored and managed, and rehabilitation was provided for the associated decline in physical function.",Outcome and follow-up
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after treatment and follow-up through day 16, the patient’s serum sodium level had normalised to",136 mmol/L,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after treatment and follow-up through day 16, the patient’s serum sodium level had normalised to
(A) 136 mmol/L
(B) 140 mmol/L
(C) 132 mmol/L
(D) 138 mmol/L
(E) 134 mmol/L",136 mmol/L,140 mmol/L,132 mmol/L,138 mmol/L,134 mmol/L,"[""134\u2009mmol/L"", ""138\u2009mmol/L"", ""140\u2009mmol/L"", ""132\u2009mmol/L""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after treatment and follow-up through day 16, the patient’s serum sodium level had normalised to 136 mmol/L","By day 16, serum sodium had normalised to 136 mmol/L, and ADH levels had decreased to 1.8 pg/mL.",Outcome and follow-up
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", over the following 2 weeks after treatment, his symptoms, including vertigo, general malaise, hiccups and",mucocutaneous lesions,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", over the following 2 weeks after treatment, his symptoms, including vertigo, general malaise, hiccups and
(A) persistent fever
(B) mucocutaneous lesions
(C) poor appetite
(D) visual disturbances
(E) muscle weakness",persistent fever,mucocutaneous lesions,poor appetite,visual disturbances,muscle weakness,"[""poor appetite"", ""persistent fever"", ""visual disturbances"", ""muscle weakness""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", over the following 2 weeks after treatment, his symptoms, including vertigo, general malaise, hiccups and mucocutaneous lesions","Over the following 2 weeks, his symptoms, including vertigo, general malaise, hiccups and mucocutaneous lesions, gradually improved.",Outcome and follow-up
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", colchicine therapy was continued",for approximately 4 years,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", colchicine therapy was continued
(A) for approximately 1 month
(B) for approximately 6 months
(C) for approximately 4 years
(D) until day 16, when serum sodium normalised
(E) for approximately 2 weeks",for approximately 1 month,for approximately 6 months,for approximately 4 years,"until day 16, when serum sodium normalised",for approximately 2 weeks,"[""for approximately 1 month"", ""for approximately 2 weeks"", ""until day 16, when serum sodium normalised"", ""for approximately 6 months""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", colchicine therapy was continued for approximately 4 years","Colchicine therapy was continued for approximately 4 years, with no recurrence of BD or neurological symptoms during that time.",Outcome and follow-up
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the typical interval between the initial diagnosis of Behçet’s disease (BD) and major organ involvement such as CNS lesions is",around 4 years,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the typical interval between the initial diagnosis of Behçet’s disease (BD) and major organ involvement such as CNS lesions is
(A) around 4 years
(B) around 10 years after diagnosis
(C) at the time of the initial diagnosis
(D) around 1 year after diagnosis
(E) within the first 6 months after diagnosis",around 4 years,around 10 years after diagnosis,at the time of the initial diagnosis,around 1 year after diagnosis,within the first 6 months after diagnosis,"[""at the time of the initial diagnosis"", ""within the first 6 months after diagnosis"", ""around 1 year after diagnosis"", ""around 10 years after diagnosis""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the typical interval between the initial diagnosis of Behçet’s disease (BD) and major organ involvement such as CNS lesions is around 4 years","Typically, major organ involvement, such as CNS lesions, occurs around 4 years after the initial diagnosis of BD, and neurological manifestations at presentation are uncommon, occurring in fewer than 5% of patients.",Discussion
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents",as a self-limiting meningoencephalitis,(A),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents
(A) as a self-limiting meningoencephalitis
(B) as a peripheral neuropathy with distal sensory loss
(C) as an isolated hyponatraemic headache syndrome
(D) as a large-vessel ischemic stroke syndrome
(E) as an optic neuritis mimicking multiple sclerosis",as a self-limiting meningoencephalitis,as a peripheral neuropathy with distal sensory loss,as an isolated hyponatraemic headache syndrome,as a large-vessel ischemic stroke syndrome,as an optic neuritis mimicking multiple sclerosis,"[""as an isolated hyponatraemic headache syndrome"", ""as a peripheral neuropathy with distal sensory loss"", ""as an optic neuritis mimicking multiple sclerosis"", ""as a large-vessel ischemic stroke syndrome""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents as a self-limiting meningoencephalitis","Acute neuro-BD most commonly presents as a self-limiting meningoencephalitis, with or without focal neurological deficits.",Discussion
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", although major organ involvement such as CNS lesions typically occurs around 4 years after the initial diagnosis, neurological manifestations at the time of presentation are seen in",fewer than 5% of patients.,(B),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", although major organ involvement such as CNS lesions typically occurs around 4 years after the initial diagnosis, neurological manifestations at the time of presentation are seen in
(A) roughly 20% of patients.
(B) fewer than 5% of patients.
(C) about 15% of patients.
(D) approximately 10% of patients.
(E) nearly one-quarter of patients.",roughly 20% of patients.,fewer than 5% of patients.,about 15% of patients.,approximately 10% of patients.,nearly one-quarter of patients.,"[""approximately 10% of patients."", ""about 15% of patients."", ""roughly 20% of patients."", ""nearly one-quarter of patients.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", although major organ involvement such as CNS lesions typically occurs around 4 years after the initial diagnosis, neurological manifestations at the time of presentation are seen in fewer than 5% of patients.","Typically, major organ involvement, such as CNS lesions, occurs around 4 years after the initial diagnosis of BD, and neurological manifestations at presentation are uncommon, occurring in fewer than 5% of patients.",Discussion
"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the proportion of patients who experience headaches that are directly related to neuro-BD is",approximately 10%,(C),"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the proportion of patients who experience headaches that are directly related to neuro-BD is
(A) around 4%
(B) fewer than 5%
(C) approximately 10%
(D) approximately one-third
(E) approximately 20%",around 4%,fewer than 5%,approximately 10%,approximately one-third,approximately 20%,"[""fewer than 5%"", ""around 4%"", ""approximately 20%"", ""approximately one-third""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the proportion of patients who experience headaches that are directly related to neuro-BD is approximately 10%","Only a minority of patients, approximately 10%, experience headaches that are directly related to neuro-BD.",Discussion
