review_id,domain_group,document,mcqa_row_index,v13_original_row_index,v13_source_row_index,input_hash,question,answer,target,contextualized_question,raw_response
legal/Bruce_Cohen_v_Consilio_LLC/5,legal,Bruce_Cohen_v_Consilio_LLC,5,3,5,8167657db291b66f3282949529b95f349f9d807647488856ae6919ddb5033ce4,"After the appeal, which claim alone was sent back for further proceedings?",MFLSA claim,MFLSA claim,"In the case of Bruce Cohen v. Consilio LLC, which specific claim was remanded for further proceedings after the appeal?","{
  ""contextualized_question"": ""In the case of Bruce Cohen v. Consilio LLC, which specific claim was remanded for further proceedings after the appeal?"",
  ""notes"": ""The question is designed to assess understanding of the outcomes of the appeal as detailed in the document.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/0,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,0,2,0,4927f719564edf351bb32ea3ef3e8401bef40e74df638ec6014749d358e94dff,"Even accepting Finesse's non-uniqueness view of S1, S2, and S3, what independent defect still defeats infringement of the ’775 claims?",no proof of seven multiplications,no proof of seven multiplications,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what independent defect was identified that undermined the claim of infringement regarding the '775 claims, despite Finesse's perspective on the non-uniqueness of S1, S2, and S3?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what independent defect was identified that undermined the claim of infringement regarding the '775 claims, despite Finesse's perspective on the non-uniqueness of S1, S2, and S3?"",
  ""notes"": ""The question is designed to assess understanding of the legal findings in the specified case, focusing on the independent defect that affects the infringement claim.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/1,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,1,12,3,c058658027b8e72d3d4b68d65c6506678370aee1237106291616cbadfbe55c4a,What missing linkage made Finesse's reliance on ten listed multiplications unable to support the ’775 verdict?,which seven of the ten,which seven of the ten,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what specific aspect was lacking that prevented Finesse's reliance on the ten listed multiplications from supporting the verdict related to the ’775 patent?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what specific aspect was lacking that prevented Finesse's reliance on the ten listed multiplications from supporting the verdict related to the ’775 patent?"",
  ""notes"": ""The question is designed to assess understanding of the legal reasoning in the case, specifically regarding the identification of the relevant multiplications.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/2,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,2,9,2,73a30d556456a2b88dd0de56d45e286a305337e36287d27fb38bd7d736aa2554,Why could Finesse’s new appellate clarification of the multiplication mapping not preserve the jury’s ’775 verdict under the court’s stated standard?,not presented to the jury,not presented to the jury,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what was the reason that Finesse’s new appellate clarification of the multiplication mapping could not maintain the jury’s verdict under the court’s established standard?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what was the reason that Finesse’s new appellate clarification of the multiplication mapping could not maintain the jury’s verdict under the court’s established standard?"",
  ""notes"": ""The question is designed to elicit the specific reason related to the jury's verdict as discussed in the legal opinion, without directly referencing the answer.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/3,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,3,4,1,e739b0ac3bc2fd062ec70ef46cf3c3fec327c59f18a93a78d6fd4092bb97e038,"If Finesse wanted the jury to infer seven claimed multiplications from only three distinct ones, what additional evidentiary premise was missing?",repeated multiplications,repeated multiplications,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what additional evidentiary premise was necessary for Finesse to support the inference of seven claimed multiplications from only three distinct ones?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what additional evidentiary premise was necessary for Finesse to support the inference of seven claimed multiplications from only three distinct ones?"",
  ""notes"": ""The question is designed to assess understanding of the evidentiary requirements discussed in the legal opinion.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/4,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,4,1,4,544cb986a6f2258ecb3824736dc55d6bd46d551d7b4c90e247b44cc2caac4b45,"Given the court's view of Dr. Wells's express mapping, what conclusion follows for ’134 claim limitation 1[a]?",limitation 1[a] unmet,limitation 1[a] unmet,"In the context of the court's opinion in 'Finesse Wireless LLC v. AT&T Mobility LLC', what conclusion can be drawn regarding the fulfillment of the claim limitation related to Dr. Wells's express mapping?","{
  ""contextualized_question"": ""In the context of the court's opinion in 'Finesse Wireless LLC v. AT&T Mobility LLC', what conclusion can be drawn regarding the fulfillment of the claim limitation related to Dr. Wells's express mapping?"",
  ""notes"": ""The question is designed to elicit the conclusion regarding limitation 1[a] based on the court's interpretation of the evidence presented by Dr. Wells.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/5,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,5,6,5,1af77164975be631d9bd5de243762ae8841c3914ce3dad71b1c23ba57d1b7a6d,"Under the stated JMOL standard, what did the panel necessarily conclude about reasonable jurors on the ’134 infringement record?",no reasonable juror could find infringement,no reasonable juror could find infringement,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what conclusion did the panel reach regarding the ability of reasonable jurors to find infringement based on the ’134 infringement record under the JMOL standard?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what conclusion did the panel reach regarding the ability of reasonable jurors to find infringement based on the ’134 infringement record under the JMOL standard?"",
  ""notes"": ""The question is designed to elicit the specific conclusion reached by the panel without directly referencing the answer.""
}"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/6,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,6,11,6,84673688793f46e5750ed063959901d9a42f16f5d8ba0543772369af18343d33,"Under the construction the panel accepted, how many unique input signals could still satisfy the “three signals S1, S2 and S3” language?",two unique signals,two unique signals,"In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what is the maximum number of unique input signals that can fulfill the requirement for three separately identifiable signals as interpreted by the panel?","{
  ""contextualized_question"": ""In the case of Finesse Wireless LLC v. AT&T Mobility LLC, what is the maximum number of unique input signals that can fulfill the requirement for three separately identifiable signals as interpreted by the panel?"",
  ""notes"": ""The question is designed to assess understanding of the court's interpretation regarding the number of unique input signals needed under the specified construction.""
}"
legal/Foad_Farahi_v_FBI/0,legal,Foad_Farahi_v_FBI,0,9,4,8258732015f6238ea9b14be2755a2354b22db4b5aca1637abf83cb4feb114882,"Because disclosure would tip off targets about the scope of the investigation, what Exemption 7(A) consequence followed?",interference with enforcement proceedings,interference with enforcement proceedings,"In the case of 'Foad Farahi v. Federal Bureau of Investigation', what consequence related to Exemption 7(A) was identified due to the potential for disclosure to inform targets about the investigation's scope?","{
  ""contextualized_question"": ""In the case of 'Foad Farahi v. Federal Bureau of Investigation', what consequence related to Exemption 7(A) was identified due to the potential for disclosure to inform targets about the investigation's scope?"",
  ""notes"": ""The question is designed to elicit the specific consequence mentioned in the legal opinion without directly referencing it.""
}"
legal/Foad_Farahi_v_FBI/1,legal,Foad_Farahi_v_FBI,1,1,0,c1c5dbd08d1799bce5d1b3af8b8ef3fbfe4f16ec1ddeadfc76d939a84b9bbca0,What conclusion about the file's purpose follows from Hardy's description plus Farahi's own concession about the investigation's subjects?,law-enforcement purposes,law-enforcement purposes,"Based on the findings in the case 'Foad Farahi v. Federal Bureau of Investigation,' what can be concluded about the purpose of the file in relation to the investigation described by Hardy and the admissions made by Farahi?","{
  ""contextualized_question"": ""Based on the findings in the case 'Foad Farahi v. Federal Bureau of Investigation,' what can be concluded about the purpose of the file in relation to the investigation described by Hardy and the admissions made by Farahi?"",
  ""notes"": ""The question is designed to elicit the conclusion regarding the file's purpose without directly referencing the answer, while contextualizing it within the legal case.""
}"
legal/Foad_Farahi_v_FBI/2,legal,Foad_Farahi_v_FBI,2,3,1,be36c9f9abb62eb5369cdd5f5e617545182cf30d359ed4bfeaea017534535665,"If an agency’s categories must be sufficiently distinct, but the requester offers no specific reason why the FBI’s categories are overbroad, what happens to that objection here?",forfeited,forfeited,"In the case of 'Foad Farahi v. Federal Bureau of Investigation', what is the outcome of an objection regarding the distinctness of the FBI's categories when the requester fails to provide specific reasons for claiming they are overbroad?","{
  ""contextualized_question"": ""In the case of 'Foad Farahi v. Federal Bureau of Investigation', what is the outcome of an objection regarding the distinctness of the FBI's categories when the requester fails to provide specific reasons for claiming they are overbroad?"",
  ""notes"": ""The question is designed to assess understanding of the implications of failing to substantiate objections in legal contexts, specifically in relation to the distinctness of agency categories.""
}"
legal/Foad_Farahi_v_FBI/3,legal,Foad_Farahi_v_FBI,3,10,5,ebcb6a16a40a831b011eabe3a42da32ce98304488c7fadeba52f5c27db73c77e,What combined problem led the district court to deny the FBI's initial summary-judgment motion without prejudice even though it thought the agency had “seemingly” met its burden on pending proceedings?,staleness and segregability,staleness and segregability,"In the case of 'Foad Farahi v. Federal Bureau of Investigation', what were the two main issues that influenced the district court's decision to deny the FBI's initial summary-judgment motion without prejudice, despite the agency appearing to meet its burden?","{
  ""contextualized_question"": ""In the case of 'Foad Farahi v. Federal Bureau of Investigation', what were the two main issues that influenced the district court's decision to deny the FBI's initial summary-judgment motion without prejudice, despite the agency appearing to meet its burden?"",
  ""notes"": ""The question is designed to elicit the specific combined problems that led to the court's decision, without directly referencing the answer.""
}"
legal/Foad_Farahi_v_FBI/4,legal,Foad_Farahi_v_FBI,4,5,2,7a7fa86b0402c2c030bcf53286aa4cb79b55dccaf8d4e85280831c5a77f570c9,"Given the court’s segregability finding, what withholding method was therefore permissible for these records?",withhold records in their entirety,withhold records in their entirety,"In the case of Foad Farahi v. Federal Bureau of Investigation, what method of withholding was deemed permissible by the court based on its finding regarding the segregability of the records?","{
  ""contextualized_question"": ""In the case of Foad Farahi v. Federal Bureau of Investigation, what method of withholding was deemed permissible by the court based on its finding regarding the segregability of the records?"",
  ""notes"": ""The question is designed to assess understanding of the court's ruling on record withholding methods in the context of the specified legal case.""
}"
legal/Foad_Farahi_v_FBI/5,legal,Foad_Farahi_v_FBI,5,6,3,a805219b760f8116bf5b142e9f2c97e61e1e42ceaac80efd29e5f9728cc2d540,"Given the court's treatment of the Bender declaration, what role did it serve in the Exemption 7(A) showing?",confirm that nothing had changed,confirm that nothing had changed,"In the case of Foad Farahi v. Federal Bureau of Investigation, what was the significance of the Bender declaration in relation to Exemption 7(A)?","{
  ""contextualized_question"": ""In the case of Foad Farahi v. Federal Bureau of Investigation, what was the significance of the Bender declaration in relation to Exemption 7(A)?"",
  ""notes"": ""The question focuses on the role of the Bender declaration as interpreted by the court, without revealing the answer directly.""
}"
legal/Jimenez_v_Bondi/0,legal,Jimenez_v_Bondi,0,4,3,36ee47970db30c7f9962cc2d938fe5f415d78ae407a60ae18c66df5306b99f0a,"If Colombian authorities had already tried several searches and seizures at Don Rafa’s property, what did that imply about Petitioners’ claim that asking for help would have been futile because the persecutors were aligned with the government?",futility was not shown,futility was not shown,"In the context of the case 'Jimenez v. Bondi', what does the evidence regarding previous searches and seizures at Don Rafa’s property suggest about the Petitioners’ assertion that seeking government assistance would have been futile due to the alignment of their persecutors with the government?","{
  ""contextualized_question"": ""In the context of the case 'Jimenez v. Bondi', what does the evidence regarding previous searches and seizures at Don Rafa’s property suggest about the Petitioners’ assertion that seeking government assistance would have been futile due to the alignment of their persecutors with the government?"",
  ""notes"": ""The question is designed to assess understanding of the implications of the evidence presented in the case regarding the Petitioners' claims.""
}"
legal/Jimenez_v_Bondi/1,legal,Jimenez_v_Bondi,1,1,1,c478490bdff4a637b450ab1f8bcc3103ad5b12d5cace389ed37e551a79875717,"Once the court held that Petitioners failed the asylum standard, what claim necessarily failed as well?",withholding of removal,withholding of removal,"In the case of Jimenez v. Bondi, what claim was determined to have failed as a result of the court's finding that Petitioners did not meet the asylum standard?","{
  ""contextualized_question"": ""In the case of Jimenez v. Bondi, what claim was determined to have failed as a result of the court's finding that Petitioners did not meet the asylum standard?"",
  ""notes"": ""The question is designed to assess understanding of the implications of the court's ruling regarding asylum and its relationship to withholding of removal.""
}"
legal/Jimenez_v_Bondi/2,legal,Jimenez_v_Bondi,2,6,4,4346dc18a1200035402110ccd70b8bd01874d9a32a874947f3281939ce18f6a3,"If the IJ accepted Petitioners as credible but still found they failed to establish the required asylum elements, what was missing from their case besides credibility?",proof of refugee status,proof of refugee status,"In the case of 'Jimenez v. Bondi', what additional element did the IJ find lacking in the Petitioners' asylum case despite accepting their credibility?","{
  ""contextualized_question"": ""In the case of 'Jimenez v. Bondi', what additional element did the IJ find lacking in the Petitioners' asylum case despite accepting their credibility?"",
  ""notes"": ""The question focuses on the specific requirements for asylum eligibility as discussed in the legal opinion, without revealing the answer.""
}"
legal/Jimenez_v_Bondi/3,legal,Jimenez_v_Bondi,3,11,6,e4de63bea74b194c4dbd693f3671114b41569a9c07630206a263d7b0750a0b31,Those facts suggest the danger was focused at what geographic level?,their neighborhood,their neighborhood,"In the context of the case 'Jimenez v. Bondi', at what geographic level was the danger indicated to be focused based on the facts presented?","{
  ""contextualized_question"": ""In the context of the case 'Jimenez v. Bondi', at what geographic level was the danger indicated to be focused based on the facts presented?"",
  ""notes"": ""The question is designed to assess understanding of the geographic implications of the threats faced by the Petitioners as discussed in the case.""
}"
legal/Jimenez_v_Bondi/4,legal,Jimenez_v_Bondi,4,3,2,aa66e7b6aa8915da0a07af4b9c343305c59e5e885c419ebb18adec30953ffadf,"Even if Petitioners had established past persecution and gained the presumption, what stated ground could still have rebutted it?",relocating to another part of Colombia,relocating to another part of Colombia,"In the context of the case 'Jimenez v. Bondi', what option could the government present to counter the presumption of future persecution established by the Petitioners?","{
  ""contextualized_question"": ""In the context of the case 'Jimenez v. Bondi', what option could the government present to counter the presumption of future persecution established by the Petitioners?"",
  ""notes"": ""The question is designed to assess understanding of the legal principles regarding rebuttal of asylum claims as discussed in the case.""
}"
legal/Jimenez_v_Bondi/5,legal,Jimenez_v_Bondi,5,0,0,b389cd316b70b5d3ff7b133a372629a8b9cee6015383afe75a534325fae4ca3e,What overarching eligibility showing did those combined failures prevent Petitioners from making?,refugee status,refugee status,"In the case of Jimenez v. Bondi, what overarching eligibility showing was hindered by the combined failures of the Petitioners?","{
  ""contextualized_question"": ""In the case of Jimenez v. Bondi, what overarching eligibility showing was hindered by the combined failures of the Petitioners?"",
  ""notes"": ""The question is designed to assess understanding of the legal implications of the Petitioners' failures in establishing their eligibility for asylum.""
}"
legal/Jimenez_v_Bondi/6,legal,Jimenez_v_Bondi,6,8,5,aaa0a0b592edd35e193f7d8a38bcdc5731b617e7bff798ec65aa5d70a34fb2d1,"Given that standard of review and the court's view of the record, what appellate disposition followed?",petition denied,petition denied,"In the context of the case 'Jimenez v. Bondi', what was the outcome of the appellate review based on the standard of review and the court's assessment of the record?","{
  ""contextualized_question"": ""In the context of the case 'Jimenez v. Bondi', what was the outcome of the appellate review based on the standard of review and the court's assessment of the record?"",
  ""notes"": ""The question is designed to elicit the specific appellate disposition without directly referencing the answer.""
}"
legal/Jimenez_v_Bondi/7,legal,Jimenez_v_Bondi,7,12,7,d0843fd8aff4fb964b1d66dd591bd5fca9d05dae57f32384dd1c23a5942dfa58,What review principle explains why the court did not choose Petitioners’ competing motive theory over the BIA’s?,barred reweighing,barred reweighing,"In the case of Jimenez v. Bondi, what principle of review explains the court's decision to uphold the BIA's findings rather than the Petitioners' alternative motive theory?","{
  ""contextualized_question"": ""In the case of Jimenez v. Bondi, what principle of review explains the court's decision to uphold the BIA's findings rather than the Petitioners' alternative motive theory?"",
  ""notes"": ""The question is designed to assess understanding of the legal principles applied in the case, specifically regarding the review standards for the BIA's findings.""
}"
legal/Jimenez_v_Bondi/8,legal,Jimenez_v_Bondi,8,2,8,2e01c0c69593e4b415f7dec7ee2eed601f5bdceebe2dc3c7a512a98e99361616,"Since the court held that Petitioners’ aggregate harm did not amount to past persecution, what asylum-related presumption did they fail to obtain?",rebuttable presumption,rebuttable presumption,"In the context of the court's decision in 'Jimenez v. Bondi', what type of asylum-related presumption did the Petitioners fail to secure due to the court's finding regarding their aggregate harm?","{
  ""contextualized_question"": ""In the context of the court's decision in 'Jimenez v. Bondi', what type of asylum-related presumption did the Petitioners fail to secure due to the court's finding regarding their aggregate harm?"",
  ""notes"": ""The question is designed to assess understanding of the legal implications of the court's ruling on asylum-related presumption without directly referencing the answer.""
}"
legal/Jimenez_v_Bondi/9,legal,Jimenez_v_Bondi,9,7,9,290507e36c684a0bb955f7ccb3addb6104283e5c5d14900a2aab2844ab67c489,"From the timing of the escalated threats and the content of the accusations, what motive did the court treat as the predominant one?",Jimenez’s involvement with Don Rafa,Jimenez's involvement with Don Rafa,"In the context of the case 'Jimenez v. Bondi', what was identified as the main motive behind the escalated threats received by the petitioners?","{
  ""contextualized_question"": ""In the context of the case 'Jimenez v. Bondi', what was identified as the main motive behind the escalated threats received by the petitioners?"",
  ""notes"": ""The question is designed to elicit the predominant motive as determined by the court, based on the events surrounding the property dispute and the nature of the threats.""
}"
legal/Jimenez_v_Bondi/10,legal,Jimenez_v_Bondi,10,9,10,2f11a689a27511ac258092c9baed25a0e0dd3b450a729debe6878b64c909c945,"Given the opinion’s emphasis on reporting and Petitioners’ minimal outreach to authorities, what key predicate for proving government inability or unwillingness was missing?",notice and opportunity,notice and opportunity,"In the context of the opinion in 'Jimenez v. Bondi', what essential element was absent that is necessary for establishing the government's inability or unwillingness to act, given the Petitioners' limited engagement with authorities?","{
  ""contextualized_question"": ""In the context of the opinion in 'Jimenez v. Bondi', what essential element was absent that is necessary for establishing the government's inability or unwillingness to act, given the Petitioners' limited engagement with authorities?"",
  ""notes"": ""The question focuses on the critical aspect of government notice and opportunity, which is highlighted in the opinion as a key factor in assessing the government's response to alleged persecution.""
}"
legal/Pacito_v_Trump/0,legal,Pacito_v_Trump,0,11,3,e3cc98f6875130b1657f0781aff6f6aa0921b32def522b08f746ffca1e6a1d56,What later development would have undercut the panel’s stated reason for reinstating the old cooperative agreements?,securing a replacement resettlement provider,securing a replacement resettlement provider,"In the context of the case 'Pacito v. Trump', what development could have weakened the panel's justification for reinstating the previous cooperative agreements?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what development could have weakened the panel's justification for reinstating the previous cooperative agreements?"",
  ""notes"": ""The question is designed to elicit the specific development mentioned in the case without directly referencing it, ensuring clarity and relevance to the document.""
}"
legal/Pacito_v_Trump/1,legal,Pacito_v_Trump,1,0,0,f14dbfe4b676d700a8cd0611fc8d655b771d91fc34a1a934781b96f76857c9ec,"Even if the admissions suspension remains in force during the appeal, what benefit does the order preserve for refugees already admitted?",reception and placement services,reception and placement services,"In the context of the case 'Pacito v. Trump', what services are preserved for refugees who have already been admitted, despite the ongoing admissions suspension during the appeal?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what services are preserved for refugees who have already been admitted, despite the ongoing admissions suspension during the appeal?"",
  ""notes"": ""The question is designed to assess understanding of the implications of the court's ruling regarding refugee services in light of the admissions suspension.""
}"
legal/Pacito_v_Trump/2,legal,Pacito_v_Trump,2,4,2,f2a39f9acee687fe79c29098ef8d02f4a7b822a5883151bee5c1a7aca59bc7d8,What contrary reading of § 1522 must the majority reject in order to require reinstatement of service agreements?,authorization—not a mandate,authorization—not a mandate,"In the context of the case 'Pacito v. Trump', what interpretation of § 1522 must the majority dismiss to necessitate the reinstatement of service agreements?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what interpretation of § 1522 must the majority dismiss to necessitate the reinstatement of service agreements?"",
  ""notes"": ""The question is designed to assess understanding of the legal interpretation of § 1522 as discussed in the case, without revealing the specific answer.""
}"
legal/Pacito_v_Trump/3,legal,Pacito_v_Trump,3,1,1,81075d40068a6bbf4053170e00628b1432ded2c005e8ba4d994388a8e9db0473,Which stay factor points in opposite directions for the admissions issue and the APA services issue?,likelihood of success,likelihood of success,"In the context of the legal opinion 'Pacito v. Trump', which factor is identified as influencing the admissions issue and the APA services issue in opposing directions?","{
  ""contextualized_question"": ""In the context of the legal opinion 'Pacito v. Trump', which factor is identified as influencing the admissions issue and the APA services issue in opposing directions?"",
  ""notes"": ""The question is designed to elicit the specific factor discussed in the case without directly referencing the answer.""
}"
legal/Pacito_v_Trump/4,legal,Pacito_v_Trump,4,18,5,920efb8d5ca596ee1f5131452e2b2dc2f00daa6ab06ed1d92b52505e13387946,"Compared with the district court’s March 24 injunction, which cooperative agreements did the panel require the government to reinstate?",only agreements necessary to provide section 1522 reception-and-placement services,only agreements necessary to provide section 1522 reception-and-placement services,"In the case of 'Pacito v. Trump', what specific type of cooperative agreements did the panel determine the government should reinstate, in contrast to the broader requirements set by the district court’s March 24 injunction?","{
  ""contextualized_question"": ""In the case of 'Pacito v. Trump', what specific type of cooperative agreements did the panel determine the government should reinstate, in contrast to the broader requirements set by the district court’s March 24 injunction?"",
  ""notes"": ""The question is designed to assess understanding of the specific legal directives issued by the panel in relation to the district court's injunction.""
}"
legal/Pacito_v_Trump/5,legal,Pacito_v_Trump,5,17,4,54527d0af42c50ff3eb542fe654b45f2e04f6c2784c08d4ee806f044143c146d,Which category of terminated agreements is not expressly required to be reinstated by the panel’s order?,USRAP processing support abroad,USRAP processing support abroad,"In the case of 'Pacito v. Trump', what category of terminated agreements is not specifically mandated for reinstatement by the panel's order?","{
  ""contextualized_question"": ""In the case of 'Pacito v. Trump', what category of terminated agreements is not specifically mandated for reinstatement by the panel's order?"",
  ""notes"": ""The question is designed to assess understanding of the specific agreements mentioned in the legal context of the case.""
}"
legal/Pacito_v_Trump/6,legal,Pacito_v_Trump,6,14,6,9457be3796a431571f5b30f47628f25b431672a98298650cc117e9df358a2d08,"The government asked for stay-related relief on July 17, but the panel later vacated its earlier stays and issued a new one; what procedural development made that motion moot?",new stay order,new stay order,"In the case 'Pacito v. Trump', what procedural development rendered the government's July 17 request for stay-related relief unnecessary?","{
  ""contextualized_question"": ""In the case 'Pacito v. Trump', what procedural development rendered the government's July 17 request for stay-related relief unnecessary?"",
  ""notes"": ""The question is designed to assess understanding of the procedural changes that occurred in the case, specifically regarding the impact of the new stay order on previous motions.""
}"
legal/Pacito_v_Trump/7,legal,Pacito_v_Trump,7,9,7,9c78b1c8fd59550cf2419c31c66cc84c994a8790a22ece20a03d0d1406a9db18,What type of APA claim is most clearly the basis for the panel’s exception to the stay?,APA challenge to ending resettlement services,APA challenge to ending resettlement services,"In the context of the case 'Pacito v. Trump', what is the primary basis for the panel's exception to the stay regarding the APA claims?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what is the primary basis for the panel's exception to the stay regarding the APA claims?"",
  ""notes"": ""The question is designed to elicit the specific type of APA claim that the panel found significant in the context of the case, without directly referencing the answer.""
}"
legal/Pacito_v_Trump/8,legal,Pacito_v_Trump,8,5,8,9f70c1ff8e8a6f7adace732e338596a5a2802281082624c77f1da9b854670343,"Combining the President’s suspension of refugee ""entry"" with § 1522’s application ""after their admission,"" what status marks the line between the suspended program and the required services?",admission into the United States,admission into the United States,"In the context of the case 'Pacito v. Trump', what legal status distinguishes the refugees affected by the suspended U.S. Refugee Admissions Program from those entitled to services under § 1522?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what legal status distinguishes the refugees affected by the suspended U.S. Refugee Admissions Program from those entitled to services under § 1522?"",
  ""notes"": ""The question is designed to assess understanding of the legal distinction made in the case regarding refugee status and the implications of the President's suspension of entry.""
}"
legal/Pacito_v_Trump/9,legal,Pacito_v_Trump,9,16,9,d5744f52f16cbd0ecc1fdff6b8b238e0821d85473c7cbdb80d1c97882fd3657d,"Given that § 1522 duties operate ""to the extent of available appropriations"" and the panel identified FY 2025 refugee-assistance appropriations, what funding precondition could it treat as met?",available appropriations existed,available appropriations existed,"In the context of the case 'Pacito v. Trump', what funding precondition could the panel consider as fulfilled based on the identified FY 2025 refugee-assistance appropriations?","{
  ""contextualized_question"": ""In the context of the case 'Pacito v. Trump', what funding precondition could the panel consider as fulfilled based on the identified FY 2025 refugee-assistance appropriations?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between section 1522 duties and available appropriations as discussed in the legal opinion.""
}"
legal/Santos_v_Kimmel/0,legal,Santos_v_Kimmel,0,4,1,5398dd3584a4713147bda90477c6794d99e714c8e2708ee0950e2431d28220dc,"Because fair use could be resolved by comparing the original videos and the JKL segments alone, what procedural result was available without further factfinding?",dismissal at the pleading stage,dismissal at the pleading stage,"In the case of Santos v. Kimmel, what procedural outcome was determined to be possible without the need for additional factfinding, given that fair use could be assessed solely by comparing the original videos and the JKL segments?","{
  ""contextualized_question"": ""In the case of Santos v. Kimmel, what procedural outcome was determined to be possible without the need for additional factfinding, given that fair use could be assessed solely by comparing the original videos and the JKL segments?"",
  ""notes"": ""The question is designed to elicit the procedural result related to fair use as discussed in the Santos v. Kimmel opinion, without directly referencing the answer.""
}"
legal/Santos_v_Kimmel/1,legal,Santos_v_Kimmel,1,2,0,b0301fd9e7adfeff73f96a73a0f72d4531b93b180435a56b06a10dba9b030af1,"Under the court's test, why was Santos's argument about his own purpose insufficient?",the copyright holder's subjective intent,the copyright holder's subjective intent,"In the case of Santos v. Kimmel, what aspect did the court find inadequate in Santos's argument regarding his own purpose for creating the videos?","{
  ""contextualized_question"": ""In the case of Santos v. Kimmel, what aspect did the court find inadequate in Santos's argument regarding his own purpose for creating the videos?"",
  ""notes"": ""The question is designed to assess understanding of the court's reasoning in relation to subjective intent and its relevance to the argument presented by Santos.""
}"
legal/Santos_v_Kimmel/2,legal,Santos_v_Kimmel,2,8,3,0824ad7e695fde4f4661fbe84d0fc00655499d165977d1eeca486fead07c7b1b,"After concluding that Santos’s contract claims independently failed under state law, what appellate issue did the court say it did not need to resolve?",Copyright Act preemption,Copyright Act preemption,"In the case of Santos v. Kimmel, what issue did the court determine it was unnecessary to address after finding that Santos's contract claims failed under state law?","{
  ""contextualized_question"": ""In the case of Santos v. Kimmel, what issue did the court determine it was unnecessary to address after finding that Santos's contract claims failed under state law?"",
  ""notes"": ""The question is designed to assess understanding of the court's reasoning and the implications of its decision regarding the Copyright Act preemption.""
}"
legal/Santos_v_Kimmel/3,legal,Santos_v_Kimmel,3,5,2,4f6a528101ff472a0ec03a2072657eeec841caabcd2a1d25aa1be645a014c2c3,What aspect of the defendants’ alleged motive made Santos’s bad-faith argument insufficient to knock out fair use?,no supplanting purpose,no supplanting purpose,"In the case of Santos v. Kimmel, what did the court find regarding the defendants' alleged motive that contributed to the insufficiency of Santos's bad-faith argument against fair use?","{
  ""contextualized_question"": ""In the case of Santos v. Kimmel, what did the court find regarding the defendants' alleged motive that contributed to the insufficiency of Santos's bad-faith argument against fair use?"",
  ""notes"": ""The question is designed to elicit the specific aspect of the defendants' motive that was relevant to the court's decision, without directly referencing the answer.""
}"
legal/Santos_v_Kimmel/4,legal,Santos_v_Kimmel,4,1,4,1e47867272df68329df62de0c483d17f772ab0cd9af2657fbdc406246a481941,"Under the court’s fourth-factor analysis, if the JKL segments only made Santos’s videos less valuable through mockery but did not offer viewers a competing substitute, what market conclusion follows?",no market harm,no market harm,"In the context of the court's fourth-factor analysis in the case of Santos v. Kimmel, what conclusion can be drawn regarding market harm if the JKL segments only mock Santos's videos without providing a competing substitute?","{
  ""contextualized_question"": ""In the context of the court's fourth-factor analysis in the case of Santos v. Kimmel, what conclusion can be drawn regarding market harm if the JKL segments only mock Santos's videos without providing a competing substitute?"",
  ""notes"": ""The question is designed to assess understanding of the court's interpretation of market harm in relation to parody and criticism, as discussed in the Santos v. Kimmel case.""
}"
