domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,124,11,8,ACCEPT,True,accepted,3,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that the auto-injectors used to treat the first two anaphylactic episodes in the presented adult patient contain only"," 0.3 mg of epinephrine, even if intended for use in adults.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that the auto-injectors used to treat the first two anaphylactic episodes in the presented adult patient contain only 0.3 mg of"," epinephrine, even if intended for use in adults.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that the auto-injectors used to treat the first two anaphylactic episodes in the presented adult patient contain only 0.3 mg of epinephrine, even if intended for use in adults.",Drug and adult-use caveat remain clinically meaningful.
Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,139,15,7,ACCEPT,True,accepted,8,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that systemic mastocytosis can predispose patients to severe anaphylaxis, but", there is currently no research specifically addressing the role of systemic mastocytosis in biphasic anaphylaxis,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that systemic mastocytosis can predispose patients to severe anaphylaxis, but there is currently no research specifically addressing the", role of systemic mastocytosis in biphasic anaphylaxis,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that systemic mastocytosis can predispose patients to severe anaphylaxis, but there is currently no research specifically addressing the role of systemic mastocytosis in biphasic anaphylaxis",Specific research topic remains coherent.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,13,10,5,ACCEPT,True,accepted,5,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where", autoantibody results are inconclusive or the clinical presentation is atypical.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where autoantibody results are inconclusive or", the clinical presentation is atypical.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where autoantibody results are inconclusive or the clinical presentation is atypical.",Coherent alternative condition after the autoantibody clause is moved.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,27,10,6,ACCEPT,True,accepted,4,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because, despite existing clinical guidelines,", patients with HNF1A-MODY often fail to meet all diagnostic criteria,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because, despite existing clinical guidelines, patients with HNF1A-MODY often", fail to meet all diagnostic criteria,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because, despite existing clinical guidelines, patients with HNF1A-MODY often fail to meet all diagnostic criteria",Specific and natural verb-phrase completion.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,61,9,8,ACCEPT,True,accepted,1,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient’s family history included early-onset diabetes in several relatives, but there was no known history of", early-onset cardiovascular disease among family members diagnosed with diabetes.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient’s family history included early-onset diabetes in several relatives, but there was no known history of early-onset", cardiovascular disease among family members diagnosed with diabetes.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient’s family history included early-onset diabetes in several relatives, but there was no known history of early-onset cardiovascular disease among family members diagnosed with diabetes.",Specific clinical condition remains intact.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,64,10,5,ACCEPT,True,accepted,5,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the glucagon stimulation test showed", a serum C-peptide level of 0.39 nmol/L at 0 min,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the glucagon stimulation test showed a serum C-peptide level of", 0.39 nmol/L at 0 min,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the glucagon stimulation test showed a serum C-peptide level of 0.39 nmol/L at 0 min",Specific lab value and timing.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,80,10,4,ACCEPT,True,accepted,6,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" before genetic testing results were available, the clinicians started initial treatment", based on the clinical presentation and laboratory findings at diagnosis,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" before genetic testing results were available, the clinicians started initial treatment based on the clinical presentation and", laboratory findings at diagnosis,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" before genetic testing results were available, the clinicians started initial treatment based on the clinical presentation and laboratory findings at diagnosis",Clinically meaningful second basis for treatment.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,92,13,6,ACCEPT,True,accepted,7,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", in the discussion of diagnosing this young man with suspected MODY versus type 1 diabetes, it was still considered essential to monitor C-peptide levels over time even when the fasting C-peptide appeared preserved because", normal values may be observed in the early stages of type 1 diabetes.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", in the discussion of diagnosing this young man with suspected MODY versus type 1 diabetes, it was still considered essential to monitor C-peptide levels over time even when the fasting C-peptide appeared preserved because normal values may be observed in the", early stages of type 1 diabetes.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", in the discussion of diagnosing this young man with suspected MODY versus type 1 diabetes, it was still considered essential to monitor C-peptide levels over time even when the fasting C-peptide appeared preserved because normal values may be observed in the early stages of type 1 diabetes.",Specific disease stage remains natural.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,102,14,9,ACCEPT,True,accepted,5,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the discussion notes that as obesity rates rise,", distinguishing between MODY and T2DM using BMI or metabolic syndrome has become less effective,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the discussion notes that as obesity rates rise, distinguishing between MODY and T2DM", using BMI or metabolic syndrome has become less effective,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A,"" the discussion notes that as obesity rates rise, distinguishing between MODY and T2DM using BMI or metabolic syndrome has become less effective",Preserves the clinical comparison method and conclusion.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,103,11,6,ACCEPT,True,accepted,5,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", family history is described as an important factor for diagnosing MODY, but its usefulness can be limited in this young man’s case because of"," under-reporting, new mutations and the high prevalence of T2DM family history","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", family history is described as an important factor for diagnosing MODY, but its usefulness can be limited in this young man’s case because of under-reporting, new mutations and the", high prevalence of T2DM family history,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", family history is described as an important factor for diagnosing MODY, but its usefulness can be limited in this young man’s case because of under-reporting, new mutations and the high prevalence of T2DM family history",Specific limiting factor remains coherent.
Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,126,11,7,ACCEPT,True,accepted,4,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors said that the pathogenicity of the novel heterozygous HNF1A variant (c.809A>G, p.N270S) was supported by", multiple independent lines of genetic and clinical evidence beyond database records.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors said that the pathogenicity of the novel heterozygous HNF1A variant (c.809A>G, p.N270S) was supported by multiple independent lines of", genetic and clinical evidence beyond database records.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors said that the pathogenicity of the novel heterozygous HNF1A variant (c.809A>G, p.N270S) was supported by multiple independent lines of genetic and clinical evidence beyond database records.",Specific evidence type remains meaningful.
Pancreatopleural_fistula_in_childhood,59,11,9,ACCEPT,True,accepted,2,"According to the case report ""Pancreatopleural fistula in childhood"", the background section notes that pancreatopleural fistula (PPF) is extremely rare in children and that only 47 cases had been reported in the paediatric age group, whereas", more than 300 cases of PPF have been reported among adults.,"According to the case report ""Pancreatopleural fistula in childhood"", the background section notes that pancreatopleural fistula (PPF) is extremely rare in children and that only 47 cases had been reported in the paediatric age group, whereas more than", 300 cases of PPF have been reported among adults.,"According to the case report ""Pancreatopleural fistula in childhood"", the background section notes that pancreatopleural fistula (PPF) is extremely rare in children and that only 47 cases had been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.",Specific reported count remains intact.
Pancreatopleural_fistula_in_childhood,75,12,5,ACCEPT,True,accepted,7,"In the case report ""Pancreatopleural fistula in childhood"", the child was readmitted 6 days after the first discharge with recurrent right-sided chest pain, tachypnoea, and difficulty breathing. During the repeat thoracocentesis performed for the right pleural effusion,", around one litre of dark red coloured pleural fluid was again aspirated,"In the case report ""Pancreatopleural fistula in childhood"", the child was readmitted 6 days after the first discharge with recurrent right-sided chest pain, tachypnoea, and difficulty breathing. During the repeat thoracocentesis performed for the right pleural effusion, around one litre of dark red coloured", pleural fluid was again aspirated,"In the case report ""Pancreatopleural fistula in childhood"", the child was readmitted 6 days after the first discharge with recurrent right-sided chest pain, tachypnoea, and difficulty breathing. During the repeat thoracocentesis performed for the right pleural effusion, around one litre of dark red coloured pleural fluid was again aspirated",Natural procedure-result completion.
Pancreatopleural_fistula_in_childhood,94,12,6,ACCEPT,True,accepted,6,"According to the case report ""Pancreatopleural fistula in childhood"", the child’s pleural fluid did not suggest empyema and there were", no signs of fever or any neutrophilic exudate in the pleural fluid,"According to the case report ""Pancreatopleural fistula in childhood"", the child’s pleural fluid did not suggest empyema and there were no signs of fever or any", neutrophilic exudate in the pleural fluid,"According to the case report ""Pancreatopleural fistula in childhood"", the child’s pleural fluid did not suggest empyema and there were no signs of fever or any neutrophilic exudate in the pleural fluid",Specific negative pleural-fluid finding.
Pancreatopleural_fistula_in_childhood,96,10,7,ACCEPT,True,accepted,3,"In the case report ""Pancreatopleural fistula in childhood"", the clinicians considered acquired diaphragmatic hernia but ruled it out because", abdominal organs were not visible in the chest on imaging.,"In the case report ""Pancreatopleural fistula in childhood"", the clinicians considered acquired diaphragmatic hernia but ruled it out because abdominal organs were", not visible in the chest on imaging.,"In the case report ""Pancreatopleural fistula in childhood"", the clinicians considered acquired diaphragmatic hernia but ruled it out because abdominal organs were not visible in the chest on imaging.",Preserves the imaging exclusion finding.
Pancreatopleural_fistula_in_childhood,97,9,4,ACCEPT,True,accepted,5,"According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child's pleural effusion because", the liver function tests and liver imaging were normal,"According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child's pleural effusion because the liver function tests and", liver imaging were normal,"According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child's pleural effusion because the liver function tests and liver imaging were normal",Specific normal imaging finding.
Pancreatopleural_fistula_in_childhood,98,11,3,ACCEPT,True,accepted,8,"In the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal, and", the child did not have any history of chronic liver disease.,"In the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal, and the child did not have any history of", chronic liver disease.,"In the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal, and the child did not have any history of chronic liver disease.",Specific excluded history.
Pancreatopleural_fistula_in_childhood,101,14,9,ACCEPT,True,accepted,5,"According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions,", around one litre of blood-stained pleural fluid was again drained in the ICD bag,"According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions, around one litre of blood-stained", pleural fluid was again drained in the ICD bag,"According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions, around one litre of blood-stained pleural fluid was again drained in the ICD bag",Natural drainage-result completion.
Pancreatopleural_fistula_in_childhood,102,10,4,ACCEPT,True,accepted,6,"In the case report ""Pancreatopleural fistula in childhood"", after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions and conservative management was chosen first, he was kept nil per oral and was started on", Octreotide infusion in the following dose 30 µg/kg/day (10–40 µg/kg/day).,"In the case report ""Pancreatopleural fistula in childhood"", after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions and conservative management was chosen first, he was kept nil per oral and was started on Octreotide infusion in the following dose", 30 µg/kg/day (10–40 µg/kg/day).,"In the case report ""Pancreatopleural fistula in childhood"", after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions and conservative management was chosen first, he was kept nil per oral and was started on Octreotide infusion in the following dose 30 µg/kg/day (10–40 µg/kg/day).",Specific octreotide dose.
Pancreatopleural_fistula_in_childhood,106,13,6,ACCEPT,True,accepted,7,"According to the case report ""Pancreatopleural fistula in childhood,"" pancreatopleural fistula (PPF) is", an extremely rare and infrequent complication of pancreatic disease in the paediatric population.,"According to the case report ""Pancreatopleural fistula in childhood,"" pancreatopleural fistula (PPF) is an extremely rare and infrequent complication of", pancreatic disease in the paediatric population.,"According to the case report ""Pancreatopleural fistula in childhood,"" pancreatopleural fistula (PPF) is an extremely rare and infrequent complication of pancreatic disease in the paediatric population.",Coherent clinical category and population.
Pancreatopleural_fistula_in_childhood,109,10,2,ACCEPT,True,accepted,8,"In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis, and the mutations that feature prominently and account for up to 30% of paediatric chronic pancreatitis cases are", Serine peptidase inhibitor Kazal type 1 (SPINK1) and PRSS1 mutations,"In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis, and the mutations that feature prominently and account for up to 30% of paediatric chronic pancreatitis cases are Serine peptidase inhibitor Kazal type 1 (SPINK1) and", PRSS1 mutations,"In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis, and the mutations that feature prominently and account for up to 30% of paediatric chronic pancreatitis cases are Serine peptidase inhibitor Kazal type 1 (SPINK1) and PRSS1 mutations",Specific mutation target remains natural.
Pancreatopleural_fistula_in_childhood,133,9,3,ACCEPT,True,accepted,6,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that", 99% of cases were related to chronic alcoholic pancreatitis,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that 99% of cases were related to", chronic alcoholic pancreatitis,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that 99% of cases were related to chronic alcoholic pancreatitis",Specific etiologic association.
Pancreatopleural_fistula_in_childhood,135,9,2,ACCEPT,True,accepted,7,"According to the case report ""Pancreatopleural fistula in childhood"", in children,", genetic causes predominate in the causation of chronic pancreatitis.,"According to the case report ""Pancreatopleural fistula in childhood"", in children, genetic causes predominate in the causation of", chronic pancreatitis.,"According to the case report ""Pancreatopleural fistula in childhood"", in children, genetic causes predominate in the causation of chronic pancreatitis.",Specific disease remains as completion.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,3,9,4,ACCEPT,True,accepted,5,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in", patients with a history of prosthetic valve endocarditis (PVE).,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in patients with a history of", prosthetic valve endocarditis (PVE).,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in patients with a history of prosthetic valve endocarditis (PVE).",Specific clinical history remains intact.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,74,9,3,ACCEPT,True,accepted,6,"During the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction in the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the aortic valve area (AVA) was calculated using the continuity equation based on", left ventricular outflow tract measurements and Doppler-derived velocity-time integrals,"During the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction in the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the aortic valve area (AVA) was calculated using the continuity equation based on left ventricular outflow tract measurements and", Doppler-derived velocity-time integrals,"During the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction in the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the aortic valve area (AVA) was calculated using the continuity equation based on left ventricular outflow tract measurements and Doppler-derived velocity-time integrals",Specific measurement component.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,84,10,7,ACCEPT,True,accepted,3,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis was performed under", local anaesthesia using left radial and left femoral arterial access.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis was performed under local anaesthesia using", left radial and left femoral arterial access.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis was performed under local anaesthesia using left radial and left femoral arterial access.",Specific procedural access.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,108,11,7,ACCEPT,True,accepted,4,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 ESC guidelines emphasise that management in patients with prosthetic valve endocarditis should be"," individualised, taking into account infection control, surgical risk and anatomical feasibility.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 ESC guidelines emphasise that management in patients with prosthetic valve endocarditis should be individualised, taking into account"," infection control, surgical risk and anatomical feasibility.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 ESC guidelines emphasise that management in patients with prosthetic valve endocarditis should be individualised, taking into account infection control, surgical risk and anatomical feasibility.",Specific management factors.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,111,15,8,ACCEPT,True,accepted,7,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. The planned strategy for this third transcatheter intervention was based on", CT-confirmed feasibility of a strategy aimed at preserving coronary flow and achieving acceptable haemodynamic performance,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. The planned strategy for this third transcatheter intervention was based on CT-confirmed feasibility of a strategy aimed at", preserving coronary flow and achieving acceptable haemodynamic performance,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. The planned strategy for this third transcatheter intervention was based on CT-confirmed feasibility of a strategy aimed at preserving coronary flow and achieving acceptable haemodynamic performance",Specific procedural aims remain meaningful.
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,134,12,3,ACCEPT,True,accepted,9,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted, although", the cumulative mesh burden may still present challenges for future coronary interventions.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted, although the cumulative mesh burden may still present challenges for", future coronary interventions.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted, although the cumulative mesh burden may still present challenges for future coronary interventions.",Specific affected future intervention category.
