domain,probe_index,target_words,probe,target,fact,raw_knowledge_statement,contextualized_question
fa3,276,9,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes", a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, this helps reduce quantization error because each entry becomes a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$.","This serves to ``spread out'' the outliers since each entry of $\mathbf{Q} \mathbf{M}$
  or $\mathbf{K} \mathbf{M}$ is a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$, thus reducing quantization error.","**Question:** According to the paper **""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision""**, when the authors multiply $\mathbf{Q}$ and $\mathbf{K}$ by a random orthogonal matrix $\mathbf{M}$ before quantizing to FP8 to even out outliers, why does this help reduce quantization error?

**Answer:** ""a random sum of entries of $\mathbf{Q}$ or $\mathbf{K}$"""
fa3,277,13,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as", the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.","In practice, we follow \citet{chee2024quip} and~\citet{tseng2024quip} and choose $\mathbf{M}$ to be the product of random diagonal matrices of $\pm
  1$ and a Hadamard matrix, which can be multiplied in $O(d \log d)$ instead of $O(d^2)$, and can also be fused with the rotary embedding at no extra computation cost.","1. **Question:** According to the paper **""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision""**, in the low-precision attention technique where multiplying both $\mathbf{Q}$ and $\mathbf{K}$ by $\mathbf{M}$ leaves the attention output unchanged and helps spread out outliers, what is $\mathbf{M}$ chosen to be the product of in practice?  
   **Answer:** random diagonal matrices of $\pm 1$ and a Hadamard matrix"
xLSTM,49,9,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ are the input weight vectors between $\mathbf{x}_t$ and the cell input, input gate, forget gate, and output gate","The weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$,
$\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ correspond to the input weight vectors between inputs $\mathbf{x}_t$ and cell input, input gate, forget gate, and output gate, respectively.","1. **Question:** According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the LSTM formulation discussed in the context of the cell input, input gate, forget gate, and output gate, the authors state that the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ correspond to input weight vectors between $\mathbf{x}_t$ and which four components?  
   **Answer:** cell input, input gate, forget gate, and output gate"
xLSTM,51,9,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the"," cell input, input gate, forget gate, and output gate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and the cell input, input gate, forget gate, and output gate","The weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to the recurrent weights between hidden state $h_{t-1}$ and cell input, input gate, forget gate, and output gate, respectively.","1. **Question:** According to the paper ""xLSTM: Extended Long Short-Term Memory"", the weights $r_{z}$, $r_{i}$, $r_{f}$, and $r_{o}$ correspond to recurrent weights between the hidden state $h_{t-1}$ and which components?  
   **Answer:** cell input, input gate, forget gate, and output gate"
xLSTM,66,11,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors stabilize the gates with the additional state $m_t$ in Equation \ref{eq:slstmstabil}, the stabilized forget gate $f'_t$ is given by", \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right).,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors stabilize the gates with the additional state $m_t$ in Equation \ref{eq:slstmstabil}, the stabilized forget gate $f'_t$ is given by \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right).","Therefore, we stabilize gates with an additional state \mbox{$m_t$~\citep{Milakov:18arxiv}}:

\begin{align}
\label{eq:slstmstabil}
m_t \ &= \ \max \left( \log ( f_t ) + m_{t-1} , \log ( i_t ) \right) &\text{stabilizer state} \\
i'_t \ &= \ \!\exp \left( \log \left ( i_t \right) - m_t \right) \ = \ \!\exp \left( \tilde{i}_t - m_t \right) \ \, 
  &\text{stabil. input gate} \\
f'_t \ &= \ \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right) \ \, 
  &\text{stabil. forget gate}
\end{align}","**Question:** In the paper **""xLSTM: Extended Long Short-Term Memory""**, when the authors stabilize the gates with the additional state $m_t$ in Equation \ref{eq:slstmstabil}, what is the expression for the stabilized forget gate $f'_t$?

**Answer:** \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right)"
xLSTM,73,11,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when increasing the LSTM memory cell from a scalar to a matrix for key-value storage, the authors want to store at time $t$", the key $\mathbf{k}_t \in \mathbb{R}^d$ and the value $\mathbf{v}_t \in \mathbb{R}^d$.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when increasing the LSTM memory cell from a scalar to a matrix for key-value storage, the authors want to store at time $t$ the key $\mathbf{k}_t \in \mathbb{R}^d$ and the value $\mathbf{v}_t \in \mathbb{R}^d$.","At time $t$, we want to store a pair of vectors, the key $\mathbf{k}_t \in \mathbb{R}^d$ and the value $\mathbf{v}_t \in \mathbb{R}^d$
(we use the Transformer terminology).","1. **Question:** In the paper ""xLSTM: Extended Long Short-Term Memory"", in the discussion of increasing the LSTM memory cell from a scalar to a matrix for key-value storage, what pair of vectors do the authors want to store at time $t$?  
   **Answer:** the key $\mathbf{k}_t \in \mathbb{R}^d$ and the value $\mathbf{v}_t \in \mathbb{R}^d$"
xLSTM,102,9,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors use the pre up-projection block for an xLSTM block containing an mLSTM, rather than the post up-projection block used for an xLSTM block containing an sLSTM, because", the memory capacity becomes larger in the high-dimensional space,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors use the pre up-projection block for an xLSTM block containing an mLSTM, rather than the post up-projection block used for an xLSTM block containing an sLSTM, because the memory capacity becomes larger in the high-dimensional space","For an xLSTM block containing an mLSTM, we use the pre up-projection block since the memory capacity becomes larger in the high-dimensional space.","Question: According to the paper ""xLSTM: Extended Long Short-Term Memory"", why do the authors use the pre up-projection block for an xLSTM block containing an mLSTM, rather than the post up-projection block used for an xLSTM block containing an sLSTM?

Answer: the memory capacity becomes larger in the high-dimensional space"
xLSTM,148,9,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes", the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks","For all experiments, we use the notation xLSTM[$a$:$b$] for the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks.","**Question:** According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, what does the notation xLSTM[$a$:$b$] denote in terms of mLSTM-based versus sLSTM-based xLSTM blocks?

**Answer:** the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks"
xLSTM,163,11,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the experiment comparing 2-block architectures on formal-language tasks such as the parity task, the models described as unable to solve regular grammars like the parity task are", Transformers or State Space Models without memory mixing (no state tracking),"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the experiment comparing 2-block architectures on formal-language tasks such as the parity task, the models described as unable to solve regular grammars like the parity task are Transformers or State Space Models without memory mixing (no state tracking)","Models such as Transformers or State Space Models without memory mixing (no state tracking) cannot solve, e.g.\ regular grammars like the parity task.","1. **Question:** According to the paper **""xLSTM: Extended Long Short-Term Memory""**, in the experiment comparing 2-block architectures on formal-language tasks such as the parity task, what kinds of models without memory mixing (no state tracking) are described as unable to solve regular grammars like the parity task?  
   **Answer:** Transformers or State Space Models without memory mixing (no state tracking)"
xLSTM,261,11,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM[1:0] has", in 570 out of 571 (99.8\%) a lower perplexity than RWKV-4.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM[1:0] has in 570 out of 571 (99.8\%) a lower perplexity than RWKV-4.","xLSTM[1:0] has in 568 out of 571 (99.5\%) text domains a lower perplexity than Mamba, in 486 out of 571 (85.1\%) a lower perplexity than Llama, in 570 out of 571 (99.8\%) a lower perplexity than RWKV-4.","Q: According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the evaluation of next-token prediction perplexity on 571 text domains, in how many text domains does xLSTM[1:0] have a lower perplexity than RWKV-4?

A: 570 out of 571 (99.8%)"
xLSTM,262,17,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors say that the wall clock time overhead due to the complex matrix memory in mLSTM is minor because", the memory update and retrieval does not use parameters and can be parallelized using standard matrix operations,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors say that the wall clock time overhead due to the complex matrix memory in mLSTM is minor because the memory update and retrieval does not use parameters and can be parallelized using standard matrix operations","Still, the memory update and retrieval does not use parameters and can be parallelized using standard matrix operations, therefore the wall clock time overhead due to the complex memory is minor.","1. **Question:** According to the paper **""xLSTM: Extended Long Short-Term Memory""**, why do the authors say that the wall clock time overhead due to the complex matrix memory in mLSTM is minor?  
   **Answer:** ""the memory update and retrieval does not use parameters and can be parallelized using standard matrix operations"""
