method,model,domain,probe_index,log_prob,target_rank
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,133,-9.428352355957031,3.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,134,-4.308609485626221,3.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,135,-4.70399284362793,4.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,136,-22.52012252807617,1621.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,137,-3.72920036315918,2.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,138,-9.938422203063965,106.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,139,-6.968139171600342,31.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,140,-15.847149848937988,9.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,141,-4.92683219909668,10.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,142,-0.817594051361084,1.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,143,-0.7508854269981384,1.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,144,-2.079906463623047,3.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,145,-8.967294692993164,5.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,146,-14.06818389892578,16.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,147,-12.61758041381836,60.0
para9,32b,Acute_neurological_Behets_disease_complicated_by_a_syndrome,148,-9.331228256225586,6.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,0,-2.9036779403686523,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,1,-6.342076778411865,11.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,2,-5.523274421691895,9.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,3,-11.626197814941406,14.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,4,-11.071562767028809,3.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,5,-17.06534194946289,56.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,6,-8.7278413772583,12.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,7,-23.79596519470215,10.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,8,-3.141310691833496,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,9,-9.665952682495115,10.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,10,-7.638329029083252,6.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,11,-14.46264934539795,43.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,12,-14.512089729309082,15.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,13,-2.7604031562805176,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,14,-3.267526149749756,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,15,-3.9400289058685294,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,16,-0.005691675003618,1.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,17,-7.233436107635498,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,18,-2.0914740562438965,1.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,19,-14.320390701293944,51.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,20,-0.9911834001541138,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,21,-4.445590019226074,3.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,22,-13.080687522888184,24.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,23,-9.76215934753418,7.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,24,-4.032191276550293,4.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,25,-25.232999801635746,362.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,26,-14.86186981201172,29.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,27,-17.82565689086914,54.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,28,-8.390947341918945,4.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,29,-8.388874053955078,13.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,30,-11.49252700805664,40.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,31,-11.733588218688965,17.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,32,-11.935595512390137,562.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,33,-3.346339225769043,4.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,34,-1.1104118824005127,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,35,-16.446674346923828,5.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,36,-3.302554130554199,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,37,-6.879582405090332,3.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,38,-7.484128475189209,18.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,39,-1.0102688074111938,1.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,40,-11.55320644378662,13.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,41,-4.619312286376953,6.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,42,-9.203346252441406,20.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,43,-6.215631484985352,26.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,44,-4.079031944274902,3.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,45,-2.674848318099976,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,46,-1.5812147855758667,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,47,-10.233392715454102,4.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,48,-4.783979892730713,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,49,-6.2177019119262695,11.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,50,-14.036828994750977,95.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,51,-10.045930862426758,20.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,52,-1.651768922805786,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,53,-5.1278157234191895,9.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,54,-16.294830322265625,87.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,55,-0.9151940941810608,1.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,56,-21.04163360595703,12.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,57,-10.674227714538574,29.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,58,-12.46061897277832,44.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,59,-37.484649658203125,29.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,60,-8.401395797729492,37.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,61,-40.730560302734375,816.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,62,-11.170913696289062,102.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,63,-9.940958976745604,33.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,64,-5.342819213867188,4.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,65,-0.8401827812194824,1.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,66,-42.48478317260742,43.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,67,-11.732016563415527,13.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,68,-11.17738151550293,19.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,69,-12.302831649780272,49.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,70,-8.411264419555664,42.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,71,-17.006790161132812,7.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,72,-9.319490432739258,5.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,73,-13.443281173706056,7.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,74,-10.886980056762695,479.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,75,-4.9112653732299805,3.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,76,-3.1448299884796143,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,77,-19.75772476196289,49.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,78,-10.495853424072266,59.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,79,-18.462276458740234,6.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,80,-26.387222290039062,587.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,81,-48.927024841308594,60.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,82,-11.301373481750488,48.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,83,-20.847187042236328,40.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,84,-32.157981872558594,118.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,85,-21.06140518188477,29.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,86,-8.281965255737305,18.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,87,-7.310983657836914,13.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,88,-4.991933345794678,2.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,89,-21.245830535888672,19.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,90,-22.15365600585937,38.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,91,-14.65956687927246,134.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,92,-6.170567035675049,12.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,93,-12.777145385742188,30.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,94,-17.49687385559082,16.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,95,-8.968221664428711,33.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,96,-24.450958251953125,92.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,97,-16.001035690307617,278.0
para9,32b,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,98,-5.982609272003174,5.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,0,-3.78072738647461,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,1,-3.410472631454468,6.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,2,-6.903269767761231,60.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,3,-3.5537261962890625,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,4,-12.239145278930664,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,5,-4.130048751831055,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,6,-1.7224242687225342,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,7,-12.084163665771484,13.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,8,-4.349006652832031,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,9,-6.1647539138793945,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,10,-1.9440007209777832,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,11,-10.408470153808594,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,12,-11.04750633239746,5.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,13,-15.108089447021484,23.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,14,-5.591058254241943,12.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,15,-2.693753719329834,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,16,-2.3472654819488525,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,17,-7.485313892364502,16.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,18,-11.478376388549805,7.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,19,-12.28219223022461,16.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,20,-12.020094871520996,225.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,21,-21.23578643798828,74.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,22,-2.662670612335205,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,23,-9.801295280456545,12.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,24,-6.131405830383301,9.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,25,-5.446362495422363,5.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,26,-23.2697868347168,4386.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,27,-1.2016754150390625,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,28,-6.078503608703613,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,29,-3.8814218044281006,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,30,-11.011419296264648,104.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,31,-5.510688781738281,6.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,32,-1.2859649658203125,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,33,-0.8277673721313477,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,34,-6.504064559936523,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,35,-3.636904239654541,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,36,-33.51121139526367,378.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,37,-1.606757879257202,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,38,-8.9837007522583,9.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,39,-2.0440332889556885,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,40,-20.720394134521484,397.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,41,-6.603732109069824,11.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,42,-18.69327163696289,184.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,43,-26.04853057861328,27.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,44,-6.774961948394775,23.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,45,-2.706950187683105,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,46,-7.366827964782715,35.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,47,-0.5799517631530762,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,48,-0.7938297986984253,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,49,-0.0528622344136238,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,50,-23.41220474243164,30.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,51,-8.952548027038574,6.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,52,-14.434616088867188,60.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,53,-10.24484634399414,18.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,54,-13.236265182495115,60.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,55,-10.13840675354004,13.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,56,-16.12429428100586,8.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,57,-5.3409271240234375,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,58,-15.86288833618164,60.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,59,-17.982946395874023,11.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,60,-13.162789344787598,16.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,61,-4.387804985046387,13.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,62,-8.704566955566406,15.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,63,-7.643795013427734,51.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,64,-10.995418548583984,74.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,65,-6.274033069610596,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,66,-5.106267929077148,5.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,67,-34.3203010559082,200.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,68,-13.884490966796877,140.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,69,-10.21615505218506,139.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,70,-2.205843448638916,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,71,-6.192376613616943,37.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,72,-6.578480243682861,29.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,73,-6.7163801193237305,9.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,74,-13.72372341156006,246.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,75,-2.955923318862915,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,76,-8.095464706420898,7.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,77,-4.041576862335205,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,78,-11.276187896728516,38.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,79,-4.360439300537109,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,80,-14.846927642822266,27.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,81,-9.211548805236816,12.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,82,-4.823422431945801,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,83,-8.762226104736328,57.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,84,-3.176807165145874,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,85,-15.179169654846191,25.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,86,-13.43975067138672,49.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,87,-3.079237461090088,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,88,-0.8894413709640503,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,89,-4.860162734985352,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,90,-6.717111110687256,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,91,-9.484363555908203,12.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,92,-1.1571940183639526,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,93,-10.250307083129885,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,94,-3.5777666568756104,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,95,-12.783409118652344,25.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,96,-16.140708923339844,235.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,97,-4.045581817626953,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,98,-3.506109952926636,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,99,-5.357195854187012,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,100,-6.850414752960205,6.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,101,-6.301546096801758,9.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,102,-7.321237564086914,16.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,103,-0.2018719166517257,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,104,-14.591503143310549,172.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,105,-16.05124282836914,148.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,106,-8.953282356262207,6.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,107,-24.40361213684082,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,108,-4.863288879394531,14.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,109,-2.8553895950317383,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,110,-32.01055908203125,977.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,111,-12.816909790039062,36.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,112,-17.848125457763672,12.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,113,-6.328354835510254,7.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,114,-10.02535629272461,48.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,115,-2.821232318878174,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,116,-8.969413757324219,13.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,117,-44.242408752441406,239.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,118,-24.229888916015625,53.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,119,-1.8541431427001955,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,120,-0.2543046772480011,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,121,-8.398041725158691,15.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,122,-7.242444038391113,18.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,123,-7.5176520347595215,27.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,124,-6.329407691955566,21.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,125,-2.5256054401397705,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,126,-6.809244632720947,17.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,127,-19.84235382080078,327.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,128,-27.184711456298828,4728.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,129,-23.219083786010746,130.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,130,-21.069011688232425,159.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,131,-7.421002388000488,10.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,132,-16.32233238220215,142.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,133,-1.6358548402786257,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,134,-3.334625244140625,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,135,-5.307659149169922,3.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,136,-1.5576351881027222,2.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,137,-13.016827583312988,1584.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,138,-11.146711349487305,364.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,139,-3.0502939224243164,4.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,140,-1.5610255002975464,1.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,141,-10.333498001098633,9.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,142,-20.78530502319336,437.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,143,-7.85508394241333,5.0
para9,32b,Central_hypoventilation_and_choking_episodes_revealing_Chiar,144,-24.811431884765625,12.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,0,-5.4890618324279785,3.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,1,-5.460847854614258,4.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,2,-0.589116632938385,1.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,3,-1.5120835304260254,2.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,4,-6.84049129486084,5.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,5,-10.3174467086792,12.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,6,-15.09579086303711,32.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,7,-6.6707682609558105,5.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,8,-0.2218258082866668,1.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,9,-19.04332160949707,59.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,10,-5.012640476226807,2.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,11,-9.590764999389648,19.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,12,-3.4426493644714355,6.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,13,-9.752453804016112,10.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,14,-3.042423248291016,2.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,15,-2.8787436485290527,2.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,16,-8.132335662841797,8.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,17,-2.9143145084381104,2.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,18,-1.1673918962478638,1.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,19,-5.103766441345215,12.0
para9,32b,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,20,-7.237478256225586,9.0
