document,row_1based,field,kind,repro,current
legal/United_States_v_Justin_Cutbank,67,contextualized_question,field_value,"In the case ""United States v. Justin Lyle Cutbank,"" during sentencing on the felon-in-possession conviction, what did the district court adopt without objection regarding Cutbank’s prior felony convictions?","**Question:** In the case ""United States v. Justin Lyle Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted without objection?

**Answer:** the PSR’s factual statements regarding Cutback’s prior felony convictions"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome,14,fact,field_value,"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", After the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested a systemic form of BD.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested a systemic form of BD.
"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome,14,probe,field_value,"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", After the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested"
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,12,fact,field_value,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain wasthe patient’s unusual clinical course.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was the patient’s unusual clinical course."
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,12,contextualized_question,field_value,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors concluded that no other plausible diagnosis could account for one part of the patient’s presentation. What was the unexplained issue they were referring to?","**Question:** According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was?

**Answer:** the patient’s unusual clinical course."
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,65,fact,field_value,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", After the diagnosis of autoimmune HIT and while platelet recovery was being monitored, the patient was initially given intravenous Ig on two consecutive days at a dose of 100 g","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the diagnosis of autoimmune HIT and while platelet recovery was being monitored, the patient was initially given intravenous Ig on two consecutive days at a dose of 100 g
"
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,65,probe,field_value,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", After the diagnosis of autoimmune HIT and while platelet recovery was being monitored, the patient was initially given intravenous Ig on two consecutive days at a dose of","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the diagnosis of autoimmune HIT and while platelet recovery was being monitored, the patient was initially given intravenous Ig on two consecutive days at a dose of"
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,9,fact,field_value,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography whensleep-disordered breathing.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when sleep-disordered breathing."
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,9,contextualized_question,field_value,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when what condition is suspected?","**Question:** According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when?

**Answer:** sleep-disordered breathing."
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,46,fact,field_value,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", MRI of the head and neck performed after a woman in her early 40s had recurrent choking episodes and chronic occipital headaches showed cerebellar tonsillar descent of11 mm","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", MRI of the head and neck performed after a woman in her early 40s had recurrent choking episodes and chronic occipital headaches showed cerebellar tonsillar descent of 11 mm."
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,92,fact,field_value,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", During the workup of her chronic choking episodes, occipital headaches, and unexplained hypoxia, review of the patient's historical medical records showed that 14 years earlier after her accident, the imaging study performed at that time and reported as normal had been a non-contrast CT scan of the head","In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", during the workup of her chronic choking episodes, occipital headaches, and unexplained hypoxia, review of the patient's historical medical records showed that 14 years earlier after her accident, the imaging study performed at that time and reported as normal had been a non-contrast CT scan of the head
"
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,92,probe,field_value,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", During the workup of her chronic choking episodes, occipital headaches, and unexplained hypoxia, review of the patient's historical medical records showed that 14 years earlier after her accident, the imaging study performed at that time and reported as normal had been","In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", during the workup of her chronic choking episodes, occipital headaches, and unexplained hypoxia, review of the patient's historical medical records showed that 14 years earlier after her accident, the imaging study performed at that time and reported as normal had been"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,54,contextualized_question,field_value,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s underwent ENT evaluation after 3 weeks of progressive neck swelling. What examination showed no significant anatomical abnormalities in the soft palate, vallecula, larynx, or post-cricoid space, even though there were increased secretions and coughing during the procedure?","**Question:** According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s, the documented examination was?

**Answer:** flexible nasendoscopy performed"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,78,fact,field_value,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", During the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,78,probe,field_value,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", During the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,65,fact,field_value,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", intravenous immunoglobulin was given at 2 g/kg","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", intravenous immunoglobulin was given at 2 g/kg."
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,49,fact,field_value,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", During the patient's second-trimester admission at 21 weeks' gestation, blood tests showed iron deficiency anaemia, and the haemoglobin level reported on that blood test was 9.9 g/L","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the patient's second-trimester admission at 21 weeks' gestation, blood tests showed iron deficiency anaemia, and the haemoglobin level reported on that blood test was 9.9 g/L
"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,49,probe,field_value,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", During the patient's second-trimester admission at 21 weeks' gestation, blood tests showed iron deficiency anaemia, and the haemoglobin level reported on that blood test was","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the patient's second-trimester admission at 21 weeks' gestation, blood tests showed iron deficiency anaemia, and the haemoglobin level reported on that blood test was"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,84,fact,field_value,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", After the patient’s surgery for the abdominal masses, her worsening anaemia was treated with intravenous ferric carboxymaltose and two blood transfusions, achieving Hb 10.0 g/L.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", after the patient’s surgery for the abdominal masses, her worsening anaemia was treated with intravenous ferric carboxymaltose and two blood transfusions, achieving Hb 10.0 g/L.
"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,84,probe,field_value,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", After the patient’s surgery for the abdominal masses, her worsening anaemia was treated with intravenous ferric carboxymaltose and two blood transfusions, achieving","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", after the patient’s surgery for the abdominal masses, her worsening anaemia was treated with intravenous ferric carboxymaltose and two blood transfusions, achieving"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,114,fact,field_value,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", in the multicentre study by Sakinci et al., the mean myoma size was 8.3 ± 4.1cm","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", in the multicentre study by Sakinci et al., the mean myoma size was 8.3 ± 4.1 cm."
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,31,fact,field_value,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", The discussion notes that the inherited defect is typically masked by several conditions, including the pulmonary condition IPF.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the discussion notes that the inherited defect is typically masked by several conditions, including the pulmonary condition IPF.
"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,31,probe,field_value,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", The discussion notes that the inherited defect is typically masked by several conditions, including the pulmonary condition","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the discussion notes that the inherited defect is typically masked by several conditions, including the pulmonary condition"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,69,fact,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", During the workup for gastrointestinal malabsorption in this woman with pancytopenia and severe vitamin B12 and folate deficiency, the procedure performed was an upper gastrointestinal endoscopy","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", during the workup for gastrointestinal malabsorption in this woman with pancytopenia and severe vitamin B12 and folate deficiency, the procedure performed was an upper gastrointestinal endoscopy
"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,69,probe,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", During the workup for gastrointestinal malabsorption in this woman with pancytopenia and severe vitamin B12 and folate deficiency, the procedure performed was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", during the workup for gastrointestinal malabsorption in this woman with pancytopenia and severe vitamin B12 and folate deficiency, the procedure performed was"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,77,fact,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", During evaluation of hepatic dysfunction after ultrasound and transient elastography showed hepatosplenomegaly, grade II hepatic steatosis, and cirrhosis, the patient's autoimmune serologies, including antinuclear and autoimmune hepatitis antibodies, were negative.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", during evaluation of hepatic dysfunction after ultrasound and transient elastography showed hepatosplenomegaly, grade II hepatic steatosis, and cirrhosis, the patient's autoimmune serologies, including antinuclear and autoimmune hepatitis antibodies, were negative.
"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,77,probe,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", During evaluation of hepatic dysfunction after ultrasound and transient elastography showed hepatosplenomegaly, grade II hepatic steatosis, and cirrhosis, the patient's autoimmune serologies, including antinuclear and autoimmune hepatitis antibodies, were","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", during evaluation of hepatic dysfunction after ultrasound and transient elastography showed hepatosplenomegaly, grade II hepatic steatosis, and cirrhosis, the patient's autoimmune serologies, including antinuclear and autoimmune hepatitis antibodies, were"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,80,fact,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", On positron emission tomography–CT performed during the evaluation for occult infiltrative or inflammatory pathology in a woman in her late 20s with pancytopenia and multisystem disease, the tracer that showed inhomogeneous uptake in the axial and appendicular bone marrow was ¹⁸F-fluorodeoxyglucose","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", on positron emission tomography–CT performed during the evaluation for occult infiltrative or inflammatory pathology in a woman in her late 20s with pancytopenia and multisystem disease, the tracer that showed inhomogeneous uptake in the axial and appendicular bone marrow was ¹⁸F-fluorodeoxyglucose
"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,80,probe,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", On positron emission tomography–CT performed during the evaluation for occult infiltrative or inflammatory pathology in a woman in her late 20s with pancytopenia and multisystem disease, the tracer that showed inhomogeneous uptake in the axial and appendicular bone marrow was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", on positron emission tomography–CT performed during the evaluation for occult infiltrative or inflammatory pathology in a woman in her late 20s with pancytopenia and multisystem disease, the tracer that showed inhomogeneous uptake in the axial and appendicular bone marrow was"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,88,fact,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", After evaluation for multisystem disease including cytopenia, hepatic dysfunction, premature greying, osteoporosis, and neuropathy, clinical exome sequencing identified a monoallelic missense variant in the PARN gene (c.613T>C; p.Cys205Arg, exon 8).","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after evaluation for multisystem disease including cytopenia, hepatic dysfunction, premature greying, osteoporosis, and neuropathy, clinical exome sequencing identified a monoallelic missense variant in the PARN gene (c.613T>C; p.Cys205Arg, exon 8).
"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,88,probe,field_value,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", After evaluation for multisystem disease including cytopenia, hepatic dysfunction, premature greying, osteoporosis, and neuropathy, clinical exome sequencing identified a monoallelic missense variant in the","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after evaluation for multisystem disease including cytopenia, hepatic dysfunction, premature greying, osteoporosis, and neuropathy, clinical exome sequencing identified a monoallelic missense variant in the"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,28,fact,field_value,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes a three-tier risk-stratified approach to monitoring.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes a three-tier risk-stratified approach to monitoring.
"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,28,probe,field_value,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,59,fact,field_value,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", The medication thought to have caused the late allergic reaction was clindamycin","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the medication thought to have caused the late allergic reaction was clindamycin
"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,59,probe,field_value,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", The medication thought to have caused the late allergic reaction was","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the medication thought to have caused the late allergic reaction was"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,90,fact,field_value,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", After the patient’s hospitalization for multiphasic anaphylaxis to clarithromycin, she was started on levocetirizine as a new standard medication.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient’s hospitalization for multiphasic anaphylaxis to clarithromycin, she was started on levocetirizine as a new standard medication.
"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,90,probe,field_value,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", After the patient’s hospitalization for multiphasic anaphylaxis to clarithromycin, she was started on","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient’s hospitalization for multiphasic anaphylaxis to clarithromycin, she was started on"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,104,contextualized_question,field_value,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the woman’s multiphasic anaphylaxis to clarithromycin, what type of test was not performed because the team felt that provoking renewed serious anaphylaxis—for example, through skin testing—was not proportionate and that further exposure could be avoided easily?","**Question:** According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after multiphasic anaphylaxis to clarithromycin, the omitted allergy-confirmation workup was?

**Answer:** No allergy confirmation test"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,1,fact,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The patient was described as having hepatocyte nuclear factor 1-alpha (HNF1A)-MODY","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient was described as having hepatocyte nuclear factor 1-alpha (HNF1A)-MODY
"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,1,probe,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The patient was described as having","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient was described as having"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,17,fact,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with MODY.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with MODY.
"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,17,probe,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,36,fact,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", After 3 months of treatment with a GLP-1 receptor agonist and metformin, the patient's glycated haemoglobin level was reduced to 6.0%","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after 3 months of treatment with a GLP-1 receptor agonist and metformin, the patient's glycated haemoglobin level was reduced to 6.0%
"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,36,probe,field_value,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", After 3 months of treatment with a GLP-1 receptor agonist and metformin, the patient's glycated haemoglobin level was reduced to","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after 3 months of treatment with a GLP-1 receptor agonist and metformin, the patient's glycated haemoglobin level was reduced to"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,43,fact,field_value,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The background section notes that most observed MODY cases are mainly caused by mutations in several genes. Among the hepatocyte nuclear factor genes listed, the one implicated in the majority of observed MODY cases is hepatocyte nuclear factor 1-alpha (HNF1A)","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section notes that most observed MODY cases are mainly caused by mutations in several genes. Among the hepatocyte nuclear factor genes listed, the one implicated in the majority of observed MODY cases is hepatocyte nuclear factor 1-alpha (HNF1A)
"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,43,probe,field_value,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", The background section notes that most observed MODY cases are mainly caused by mutations in several genes. Among the hepatocyte nuclear factor genes listed, the one implicated in the majority of observed MODY cases is","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section notes that most observed MODY cases are mainly caused by mutations in several genes. Among the hepatocyte nuclear factor genes listed, the one implicated in the majority of observed MODY cases is"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,90,contextualized_question,field_value,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion section states that HNF1A mutations affect pancreatic β-cells. What do these mutations lead to in β-cells?","**Question:** According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", HNF1A mutations lead to?

**Answer:** a progressive decline in β-cell function"
medical/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,26,fact,field_value,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", After the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications, TEE and MSCT","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications, TEE and MSCT
"
medical/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,26,probe,field_value,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", After the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications,","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications,"
medical/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,76,fact,field_value,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", During the June 2024 reintervention planning for a third transcatheter aortic valve implantation, MSCT performed to assess the already implanted Evolut prosthesis revealed a minimum lumen diameter of 13.7 mm","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the June 2024 reintervention planning for a third transcatheter aortic valve implantation, MSCT performed to assess the already implanted Evolut prosthesis revealed a minimum lumen diameter of 13.7 mm
"
medical/TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,76,probe,field_value,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", During the June 2024 reintervention planning for a third transcatheter aortic valve implantation, MSCT performed to assess the already implanted Evolut prosthesis revealed a minimum lumen diameter of","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the June 2024 reintervention planning for a third transcatheter aortic valve implantation, MSCT performed to assess the already implanted Evolut prosthesis revealed a minimum lumen diameter of"
